taxonKey,name
2752996,Lilium washingtonianum purpurascens
2775610,Yucca madrensis
8246807,Viola purpurea quercetorum
4271349,Torilis arvensis arvensis
5664135,Viola canadensis rugulosa
2880354,Quercus chrysolepis × palmeri
2927344,Pycnanthemum floridanum
2875968,Corylus colurna
2753079,Lilium bulbiferum
5372381,Vitis mustangensis
2970789,Neltuma glandulosa
6391450,Persicaria glabra
2882586,Arctostaphylos uva-ursi suborbiculata
2927343,Pycnanthemum californicum
7318173,Oxalis triangularis triangularis
3024097,Amelanchier interior
7911993,Rumex pseudonatronatus
6387990,Empetrum nigrum nigrum
2891677,Oxalis dillenii
5532521,Pteridium aquilinum pubescens
3112749,Cirsium edule
5640826,Primula jeffreyi
2753473,Lilium parryi
5285554,Pinus reflexa
2879272,Quercus garryana semota
2775615,Yucca schottii
2769622,Muscari azureum
5331251,Viola floridana
3632991,Torilis arvensis recta
8104635,Claytonia arkansana
2991626,Rubus canescens
6443709,Tragopogon dubius
2765221,Tradescantia pallida
8149049,Wisteria sinensis
7957506,Physalis × elliottii
6394171,Vitis aestivalis aestivalis
8723099,Pinus × sondereggeri
7225576,Rorippa palustris palustris
2878500,Quercus × willdenowiana
3014317,Crataegus pexa
2888984,Rumex persicarioides
6411645,Mentha piperita piperita
6369414,Rubus ursinus ursinus
2986112,Ribes inerme
5284955,Picea breweriana
3013672,Crataegus reverchonii
3030116,Fragaria × ananassa cuneifolia
3013175,Sorbus sitchensis sitchensis
7227593,Nothoscordum bivalve bivalve
4224667,Cirsium arizonicum bipinnatum
10825869,Alniaria alnifolia
5663619,Viola pectinata
2989697,Rubus hirtus
3039398,Ceanothus oliganthus
5285635,Pinus rigida
3039382,Ceanothus integerrimus
2878060,Quercus incana
6394438,Phlox divaricata laphamii
2856393,Allium peninsulare franciscanum
2765345,Tradescantia ernestiana
7711906,Crataegus tracyi
8113755,Ficaria verna bulbilifera
3039333,Ceanothus confusus
5384671,Stellaria borealis
12227569,Cirsium griseum griseum
5414206,Myrica gale tomentosa
3113695,Cirsium quercetorum quercetorum
7493272,Vaccinium shastense shastense
2974921,Vicia villosa varia
3014089,Crataegus viridis
2888994,Rumex venosus
3001080,Malus fusca
5331347,Viola tricolor
2753460,Lilium kelloggii
2752806,Erythronium grandiflorum candidum
7223195,Xanthium strumarium strumarium
6371262,Ceanothus papillosus roweanus
3014010,Crataegus pruinosa virella
3697288,Nuphar orbiculata
2856672,Allium serra
3039348,Ceanothus pumilus
4219253,Cirsium scopulorum
2856106,Allium membranaceum
8172952,Mentha × verticillata
2865502,Vallisneria neotropicalis
5373248,Cochlearia sessilifolia
2889018,Rumex skottsbergii
3810213,Honckenya peploides major
2888972,Rumex paraguayensis
3014749,Crataegus erythropoda
3029882,Fragaria vesca californica
3024070,Amelanchier intermedia
7328012,Vaccinium stamineum stamineum
3015595,Crataegus straminea
2752872,Erythronium grandiflorum
2753323,Lilium michiganense
2857005,Allium praecox
2891752,Oxalis drummondii
2742217,Trillium pusillum ozarkanum
7219564,Ceanothus cuneatus cuneatus
2856991,Allium rhizomatum
3140577,Lactuca graminifolia
2742236,Trillium ludovicianum
3039361,Ceanothus tomentosus olivaceus
6371876,Castanea pumila pumila
2766078,Pontederia cordata lancifolia
9448191,Carduus nutans leiophyllus
2855970,Allium carinatum carinatum
2879456,Quercus × garlandensis
2752833,Erythronium revolutum
3857225,Viburnum carlesii
4220094,Cirsium peckii
6449289,Vicia ludoviciana ludoviciana
7221272,Urtica dioica dioica
3612820,Phacelia dubia interior
3034701,Berula erecta incisa
5331312,Viola × dissita
7222032,Viburnum dentatum dentatum
2887087,Sideroxylon lanuginosum albicans
2753225,Lilium philadelphicum immaculatum
3659825,Rhus trilobata anisophylla
2878290,Quercus shumardii schneckii
5331196,Viola ocellata
3039298,Ceanothus verrucosus
6391465,Rumex britannica
2742408,Trillium luteum
9823078,Oxalis corniculata repens
6361571,Comandra umbellata pallida
5641753,Primula clevelandii gracilis
7221285,Rhus aromatica aromatica
7226483,Phacelia dubia dubia
2992494,Rubus mollior
12175785,Ceanothus × bakeri
5295481,Smilax smallii
6390897,Persicaria sagittata
5295218,Smilax biltmoreana
5331382,Viola subsinuata
4925519,Allium canadense lavandulare
7731041,Trillium grandiflorum grandiflorum
2992998,Rubus michiganensis
7896485,Cirsium virginianum
7258955,Rubus arcticus arcticus
3034866,Sanicula sandwicensis
5285091,Pinus virginiana
5386938,Tragopogon porrifolius
7335052,Ribes californicum californicum
5341476,Lycopus virginicus
6423017,Oxalis californica
3013616,Crataegus spathulata
2879031,Quercus × undulata
3001362,Malus baccata
2881547,Quercus georgiana
2742321,Trillium petiolatum
7258956,Fragaria vesca vesca
4221235,Cirsium loncholepis
2889104,Persicaria hirsuta
9961729,Ceanothus foliosus vineatus
5641746,Primula subalpina
6314059,Allium sativum ophioscorodon
6410827,Pycnanthemum incanum incanum
8006762,Viola variegata
3190541,Rhus ovata
2775598,Yucca jaegeriana
3014503,Crataegus gattingeri
3030035,Fragaria chiloensis pacifica
3627693,Oxalis texana
3113149,Cirsium ownbeyi
4271177,Rumex californicus
3039345,Ceanothus divergens
2878132,Quercus canbyi
3891332,Pycnanthemum incanum puberulum
2995209,Rubus caesius
4220494,Cirsium nuttallii
4272258,Ribes sanguineum glutinosum
3039341,Ceanothus oliganthus sorediatus
2765257,Tradescantia ozarkana
5640448,Primula frigida
5331321,Viola septemloba
3034835,Sanicula laciniata
2888974,Rumex arcticus
2856176,Allium kunthii
2882962,Vaccinium simulatum
2879532,Quercus robusta
2857341,Allium zebdanense
2857256,Allium hickmanii
8147903,Vaccinium boreale
5384677,Stellaria littoralis
2891724,Oxalis alpina
7942493,Oxypolis rigidior rigidior
2765211,Tradescantia humilis
3626896,Oxalis pes-caprae pleniflora
2772082,Muscari latifolium
3190553,Rhus chinensis
5331319,Viola trinervata
2926912,Clinopodium coccineum
6447732,Suaeda californica
2879361,Quercus laceyi
2857767,Allium platycaule
2742268,Trillium decipiens
3767724,Acer negundo arizonicum
2992929,Rubus pennus
7155125,Hydrophyllum virginianum virginianum
6415053,Tilia americana heterophylla
2986138,Ribes thacherianum
8649668,Allium jepsonii
2891754,Oxalis hirta
2857755,Allium lacunosum davisiae
3084731,Claytonia gypsophiloides
6444228,Cirsium occidentale venustum
5285750,Pinus contorta
5664497,Viola sororia priceana
5331346,Viola lobata lobata
5285767,Pinus torreyana insularis
4272376,Acer rubrum trilobum
2881650,Quercus chrysolepis × vacciniifolia
2765246,Tradescantia tharpii
4048700,Linum berlandieri filifolium
7392062,Viola calcicola
3857539,Viburnum × bodnantense
2882838,Vaccinium ovatum
2986111,Ribes aureum
2986193,Ribes bracteosum
10905755,Oxalis brasiliensis
5640613,Primula fassettii
5353281,Dalea candida oligophylla
6394543,Phlox pilosa fulgida
11082785,Monarda brevis
7219308,Honckenya peploides peploides
3112698,Cirsium pumilum
5331283,Viola nephrophylla
2856789,Allium howellii howellii
2878115,Quercus texana
2856669,Allium cuthbertii
2993031,Rubus meracus
5285053,Pinus ponderosa
8168485,Amelanchier alnifolia
2769069,Camassia leichtlinii
7133268,Viola eriocarpa
3042667,Mutarda nigra
2927198,Mentha canadensis
5387983,Youngia thunbergiana
2878688,Quercus robur
2889007,Rumex paucifolius
9479327,Claytonia peirsonii yorkii
5334351,Fallopia baldschuanica
7728506,Claytonia lanceolata lanceolata
7474788,Galium aparine aparine
2880790,Quercus × brittonii
7334992,Ribes fasciculatum
7133542,Viola septentrionalis septentrionalis
2994145,Rubus furtivus
4192782,Phytolacca americana rigida
2775785,Yucca reverchonii
6306553,Descurainia pinnata brachycarpa
2879540,Quercus havardii
2888963,Rumex conglomeratus
7219280,Ribes cereum cereum
8286761,Ceanothus pinetorum
2891670,Oxalis florida
6369746,Viburnum rafinesqueanum rafinesqueanum
2881710,Quercus × drummondii
4223095,Cirsium edule wenatchense
5663566,Viola pedata flabellata
5341405,Monarda maritima
6444478,Cirsium cymosum
12177168,Viola pedata cuneatiloba
7129308,Lepidium virginicum virginicum
6402983,Physalis cinerascens cinerascens
5285355,Pinus pumila
2877992,Quercus arizonica
5341480,Lycopus uniflorus
5295687,Smilax walteri
5285256,Pinus aristata
2765356,Tradescantia subacaulis
3768664,Acer negundo californicum
2889030,Rumex altissimus
2857466,Allium diabolense
5641499,Primula pauciflora cusickii
10865701,Physalis macrosperma
8038781,Rubus invisus
9289741,Claytonia peirsonii bernardinus
3039316,Ceanothus megacarpus
2857315,Allium crispum
7953786,Viola charlestonensis
5605561,Monarda citriodora austromontana
2878068,Quercus polymorpha
2857071,Allium oleraceum
7334974,Ribes roezlii roezlii
2752804,Erythronium tuolumnense
8427805,Linum berlandieri berlandieri
7997280,Zizania palustris palustris
5331262,Viola pedatifida
5341768,Physalis cinerascens
3112578,Cirsium parryi
2775796,Yucca baccata baccata
5331239,Viola septentrionalis
2881701,Quercus pacifica
3660172,Rhus aromatica arenaria
3044155,Descurainia pinnata ochroleuca
2856790,Allium howellii sanbenitense
3039310,Ceanothus impressus
6394549,Phlox pilosa detonsa
2997212,Rubus × fraseri
2878378,Quercus lyrata
8019170,Rubus praecox
5386897,Tragopogon pratensis
7095864,Ribes aureum aureum
7225489,Dalea candida candida
2857771,Allium anceps
7539797,Viola orbiculata
2974786,Vicia sepium
2888960,Rumex sanguineus
2888582,Viburnum suspensum
5353343,Dalea purpurea arenicola
2856226,Allium elmendorfii
9508942,Origanum vulgare hirtum
5708987,Monarda fistulosa longepetiolata
8351695,Crataegus viridis velutina
2752907,Erythronium purpurascens
3039389,Ceanothus fendleri
5331203,Viola rotundifolia
2882894,Vaccinium ovalifolium
5285764,Pinus torreyana
2753192,Lilium pardalinum
3874482,Ceanothus gloriosus exaltatus
5295311,Smilax herbacea
5295028,Smilax illinoensis
5341810,Physalis pumila
5331269,Viola × slavinii
6437932,Yucca glauca glauca
7306151,Pinus cembroides cembroides
3014062,Crataegus holmesiana
2888588,Viburnum × rhytidophylloides
3112592,Cirsium calcareum
3112555,Cirsium hydrophilum
5372397,Vitis × novae-angliae
2856297,Allium tuberosum
5341461,Lycopus americanus
5581229,Physalis neomexicana
2775714,Yucca utahensis
3113171,Cirsium wrightii
7219566,Ceanothus foliosus foliosus
5285064,Pinus ponderosa benthamiana
2995508,Rubus illecebrosus
8293580,Amphicarpaea bracteata bracteata
12211980,Clinopodium talladeganum
6449332,Acer rubrum drummondii
2993414,Rubus hancinianus
2882863,Vaccinium reticulatum
5295258,Smilax ecirrhata
2857533,Allium plummerae
2986171,Ribes niveum
5376651,Lepidium virginicum menziesii
5295724,Smilax pulverulenta
2986144,Ribes canthariforme
8132811,Callirhoe involucrata involucrata
7928349,Pilea pumila pumila
3014267,Crataegus schuettei
2989128,Rubus hirsutus
5665281,Viola umbraticola glaberrima
2882940,Vaccinium oxycoccos
5341769,Physalis acutifolia
6364942,Stellaria sitchana
5384613,Stellaria cuspidata
6423721,Chaerophyllum tainturieri tainturieri
4273401,Liatris punctata punctata
7291247,Rumex hydrolapathum
5581353,Physalis hederifolia comata
5285255,Pinus sabiniana
2880352,Quercus palmeri
2996680,Rubus hawaiensis
3876938,Ceanothus martini
7905147,Perilla frutescens crispa
2856504,Allium fistulosum
3015864,Crataegus chrysocarpa praecox
5663443,Viola pedunculata tenuifolia
7291643,Persicaria filiformis
2881630,Quercus marilandica
5383928,Salicornia pacifica
5331345,Viola lobata
5341797,Physalis grisea
2888870,Rumex spinosus
2775683,Yucca gloriosa tristis
7219277,Ribes sanguineum sanguineum
2775736,Yucca faxoniana
7226106,Monarda fistulosa fistulosa
2880500,Quercus × rehderi
3659665,Rhus trilobata simplicifolia
2765318,Tradescantia cerinthoides
2891760,Oxalis montana
2998629,Rubus recurvans
2882847,Vaccinium tenellum
2855924,Allium columbianum
4238351,Petasites frigidus sagittatus
5331245,Viola latiuscula
6447543,Suaeda taxifolia
7219448,Phytolacca americana americana
2742323,Trillium viridescens
3666480,Chamaenerion angustifolium circumvagum
2775783,Yucca thompsoniana
5605189,Monarda stipitatoglandulosa
5331224,Viola flettii
3697844,Allium proliferum
7226038,Viola sororia sororia
9219805,Claytonia scammaniana
6449224,Ceanothus oliganthus oliganthus
7065384,Sideroxylon lanuginosum lanuginosum
3113022,Cirsium ciliolatum
10743523,Cercis canadensis canadensis
2775716,Yucca gigantea
2775580,Yucca harrimaniae
3034756,Oxypolis rigidior ambigua
8093912,Carya myristiciformis
7095665,Claytonia perfoliata perfoliata
7291447,Persicaria maculosa maculosa
2857491,Allium runyonii
9163943,Yucca treculiana
5532591,Pteridium aquilinum decompositum
2753048,Lilium kelleyanum
5341803,Physalis cordata
7750598,Monarda fistulosa mollis
3001509,Malus sylvestris
2857541,Allium allegheniense
7917073,Rubus parvifolius parvifolius
2857531,Allium tolmiei persimile
7230699,Pinus nigra nigra
4156230,Plantago maritima californica
3014795,Crataegus sargentii
7223549,Vaccinium uliginosum uliginosum
3083542,Suaeda calceoliformis
2927190,Mentha suaveolens
4925476,Triglochin concinna concinna
2991322,Rubus ellipticus obcordatus
4211929,Lactuca hirsuta sanguinea
7070088,Allium sanbornii sanbornii
7230662,Juniperus communis communis
4033275,Persicaria puritanorum
9553866,Claytonia peirsonii californacis
2991817,Rubus glaucifolius
5285073,Pinus brachyptera
7372138,Cercis canadensis mexicana
2772020,Muscari neglectum
2775731,Yucca campestris
3039387,Ceanothus integerrimus macrothyrsus
2891672,Oxalis stricta rufa
3015467,Crataegus wootoniana
2993166,Rubus × neglectus
3014620,Crataegus padifolia
12147223,Engellaria obtusa
2891661,Oxalis pes-caprae
6441863,Hylotelephium telephium telephium
5372406,Vitis californica
4220456,Cirsium occidentale californicum
2742407,Trillium decumbens
7812950,Trillium recurvatum recurvatum
7227510,Trillium chloropetalum chloropetalum
9556440,Claytonia panamintensis
3697703,Nuphar sagittifolia
3014986,Crataegus berberifolia engelmannii
3634548,Lomatium macdougalii
2888598,Viburnum bracteatum
6423733,Chaerophyllum procumbens procumbens
3001305,Malus × dawsoniana
3014888,Crataegus nananixonii
2856891,Allium karataviense
3113127,Cirsium scariosum
2888596,Viburnum acerifolium
4219668,Cirsium pumilum hillii
9327213,Quercus × ewanii
8386328,Quercus rugosa
5341408,Monarda russeliana
6371326,Ceanothus megacarpus insularis
4219319,Cirsium scariosum congdonii
3891042,Pycnanthemum torreyi
2888965,Rumex albescens
2879049,Quercus × succulenta
7096205,Clinopodium nepeta nepeta
7326395,Nemexia
3034837,Sanicula tracyi
2990899,Rubus acridens
5285511,Pinus leiophylla
2856600,Allium bisceptrum
2775619,Yucca gloriosa
5352231,Robinia hispida nana
6442202,Ribes aureum gracillimum
6064069,Cirsium coloradense
2986185,Ribes uva-crispa
7559707,Yucca filamentosa filamentosa
3014328,Crataegus lucorum
3039307,Ceanothus spinosus
7222891,Petasites frigidus frigidus
2988908,Rubus macraei
3112785,Cirsium ochrocentrum
2974981,Vicia disperma
5331914,Betula papyrifera kenaica
5285097,Pinus arizonica stormiae
2765324,Tradescantia occidentalis scopulorum
3001365,Malus floribunda
2879099,Quercus × burnetensis
2752902,Erythronium howellii
2765120,Tradescantia sillamontana
2765175,Tradescantia ohiensis
2765230,Tradescantia spathacea
5372420,Vitis arizonica
8892957,Pinus jeffreyi
7531821,Oxalis pilosa
3034865,Sanicula smallii
2857514,Allium scilloides
4194543,Ribes divaricatum pubiflorum
7223627,Primula pauciflora pauciflora
6286630,Sorbus sitchensis grayi
3140577,Lactuca graminifolia graminifolia
2752865,Erythronium elegans
2881646,Quercus × runcinata
2880403,Quercus × fernowii
3015008,Crataegus integriloba
3016139,Crataegus succulenta neofluvialis
2882934,Vaccinium × atlanticum
2927376,Pycnanthemum virginianum
5331181,Viola odorata
4034001,Persicaria nepalensis
2891726,Oxalis metcalfei
5285090,Pinus patula
5663663,Viola chamissoniana robusta
5331266,Viola × malteana
3014402,Crataegus sororia
2881126,Quercus × palaeolithicola
8892668,Vaccinium vitis-idaea minus
2857829,Allium unifolium
2991369,Rubus hispidus
3039363,Ceanothus dentatus
8629566,Persicaria extremiorientalis
5331277,Viola cuneata
2878127,Quercus parvula shrevei
7228147,Yucca angustissima angustissima
2998283,Rubus nivalis
3015454,Crataegus rivularis
3190555,Rhus sandwicensis
2927345,Pycnanthemum nudum
7321606,Rhus kearneyi kearneyi
2995779,Rubus bifrons
2775710,Yucca schidigera
3024052,Amelanchier arborea
2975328,Vicia hirsuta
3627330,Oxalis dehradunensis
5641490,Primula pauciflora monantha
2879818,Quercus austrina
3015658,Crataegus saligna
5284982,Pinus strobus
5331169,Viola beckwithii
6377233,Sphaeralcea coccinea coccinea
2742418,Trillium crassifolium
3014332,Crataegus lassa
7222841,Tragopogon porrifolius porrifolius
11965506,Cirsium griseum osterhoutii
2742223,Trillium sessile
2856457,Allium triquetrum
5284753,Picea glauca densata
5285751,Pinus contorta murrayana
2986127,Ribes cereum
5341467,Lycopus angustifolius
2986218,Ribes binominatum
7222051,Vitis cinerea cinerea
5605249,Monarda punctata intermedia
2990545,Rubus oklahomus
2974753,Vicia lutea
2857489,Allium coryi
5605246,Monarda punctata lasiodonta
2882837,Vaccinium caesariense
7227539,Lilium washingtonianum washingtonianum
5331343,Viola rafinesquei
5341411,Monarda fistulosa
3034844,Sanicula crassicaulis
2891720,Oxalis incarnata
5341817,Physalis mollis
8307079,Rubus pubescens pubescens
4196293,Trillium oostingii
3015911,Crataegus irrasa
7066309,Hypochaeris radicata radicata
5295097,Smilax auriculata
3113218,Cirsium brevistylum
2888599,Viburnum ellipticum
5331301,Viola wailenalenae
5686819,Pinus × attenuradiata
2878235,Quercus × howellii
2752871,Erythronium pluriflorum
7291486,Persicaria lapathifolia lapathifolia
7227470,Commelina erecta erecta
7878925,Rubus leucodermis leucodermis
5285172,Pinus cembroides
2878586,Quercus kelloggii
2769112,Camassia scilloides
12373028,Neltuma glandulosa glandulosa
2742279,Trillium sulcatum
2986140,Ribes hudsonianum
5664684,Viola vittata
2991256,Rubus stipulatus
2889010,Rumex cristatus
7148690,Carya ovata ovata
7306128,Strobus
2865389,Triglochin concinna debilis
8684445,Allium tuolumnense
5693149,Tragopogon porrifolius longirostris
7296375,Viola hederacea
2999820,Rubus deamii
2986113,Ribes pinetorum
5285816,Pinus palustris
5341465,Lycopus rubellus
5284871,Picea pungens
3034845,Sanicula marilandica
3856130,Viburnum wrightii
2927374,Pycnanthemum muticum
5285799,Pinus thunbergii
7746216,Caltha palustris palustris
4023145,Claytonia obovata
5331221,Viola langloisii
7223369,Cichorium intybus intybus
2879563,Quercus × hastingsii
2998655,Rubus roribaccus
7095862,Ribes oxyacanthoides oxyacanthoides
4194716,Ribes nevadense jaegeri
5285258,Pinus longaeva
3084760,Claytonia caroliniana
3015562,Crataegus mollis
6390957,Persicaria punctata
6369682,Viburnum scabrellum
5331389,Viola × wittrockiana
2856919,Allium parishii
5289503,Typha laxmannii
2881643,Quercus boyntonii
3697904,Allium canadense hyacinthoides
7070006,Camassia leichtlinii leichtlinii
3697264,Nuphar ozarkana
5384608,Stellaria calycantha
4243120,Liatris punctata mexicana
3113059,Cirsium kamtschaticum
8235931,Rubus allegheniensis
2775576,Yucca rostrata
2742183,Trillium catesbaei
8390742,Quercus oblongifolia
2765156,Tradescantia fluminensis
7070115,Allium obtusum obtusum
2857234,Allium tribracteatum
2878211,Quercus × kinseliae
5334241,Lonicera japonica chinensis
2996067,Rubus semisetosus
4194633,Ribes malvaceum viridifolium
3016137,Crataegus succulenta
3016116,Crataegus lacrimata
7223198,Lapsana communis communis
7219965,Crataegus mollis mollis
2873953,Asarum canadense acuminatum
8252683,Crataegus laevigata
3952723,Cylindropuntia imbricata argentea
2926951,Clinopodium ashei
2891652,Oxalis decaphylla
2888584,Viburnum dilatatum
2878237,Quercus margaretiae
2879533,Quercus chapmanii
2891749,Oxalis dichondrifolia
2752832,Erythronium propullans
2857616,Allium sphaerocephalon
2879378,Quercus × macdonaldii
3723270,Yucca sterilis
5663964,Viola edulis
3855498,Viburnum awabuki
7275101,Lathyrus venosus venosus
2775732,Yucca rupicola
3084730,Claytonia exigua
2891655,Oxalis grandis
3887869,Clinopodium carolinianum
8340556,Physalis pumila hispida
3039362,Ceanothus ophiochilus
7070121,Allium lacunosum lacunosum
7222542,Cirsium pumilum pumilum
2879923,Quercus durata
11732225,Sanicula crassicaulis nudicaulis
5331329,Viola maviensis
7222599,Sonchus arvensis arvensis
7226629,Quercus macrocarpa macrocarpa
7230692,Pinus radiata radiata
2856614,Allium oreophilum
2879544,Quercus × riparia
5284884,Picea abies
2888625,Viburnum rhytidophyllum
6369910,Viburnum opulus americanum
2927351,Pycnanthemum flexuosum
2742390,Trillium reliquum
10084009,Sambucus racemosa melanocarpa
5285709,Pinus balfouriana austrina
2990630,Rubus × loganobaccus
3014505,Crataegus scabrida
2946881,Vicia nigricans
5341423,Monarda citriodora
5285113,Pinus coulteri
5331200,Viola labradorica
5284745,Picea glauca
3113736,Cirsium remotifolium
2684401,Juniperus virginiana silicicola
7313641,Asarum canadense canadense
5641751,Primula clevelandii insularis
2856316,Allium aaseae
4933861,Lapsana communis intermedia
3030045,Fragaria chiloensis sandwicensis
5372393,Vitis champinii
2993761,Rubus spectabilis
5532541,Pteridium aquilinum latiusculum
7160609,Rhus integrifolia
3084736,Claytonia parviflora
5341397,Monarda pectinata
7674899,Viburnum alabamense
4204450,Trapa natans bispinosa
7066663,Cirsium fontinale fontinale
3857337,Viburnum × burkwoodii
3014336,Crataegus triflora
8340440,Physalis pumila pumila
10698305,Viola pluviae
2752808,Erythronium oregonum
2742191,Trillium foetidissimum
5331189,Viola cucullata
6289876,Quercus garryana breweri
2769104,Camassia quamash maxima
6391150,Persicaria minor
6391385,Rumex transitorius
2856257,Allium shevockii
3190549,Rhus kearneyi
2992760,Rubus trivialis
2878384,Quercus wislizeni
3039327,Ceanothus parryi
5285637,Pinus sylvestris
2742233,Trillium lancifolium
2879098,Quercus ilex
3013866,Crataegus calpodendron
3016019,Crataegus pulcherrima
3024074,Amelanchier bartramiana
5605268,Monarda punctata arkansana
4274359,Silphium terebinthinaceum luciae-brauniae
4272199,Crataegus jonesiae
2888594,Viburnum dentatum
5285501,Pinus monophylla
3084746,Claytonia lanceolata
3023833,Amelanchier canadensis
3084753,Claytonia sarmentosa
7273997,Ceanothus integerrimus integerrimus
12211964,Viola pedata pedata
6369599,Viburnum farreri
5372392,Vitis vinifera
2765326,Tradescantia occidentalis occidentalis
2888949,Rumex orthoneurus
5581130,Physalis pubescens integrifolia
7565377,Osmorhiza longistylis longistylis
7070107,Allium bolanderi bolanderi
5671071,Pilea pumila deamii
5343643,Astragalus crassicarpus paysonii
2742259,Trillium albidum
5341792,Physalis angulata
2753369,Lilium grayi
2856831,Allium fimbriatum
6359254,Acer negundo negundo
7226104,Monarda citriodora citriodora
2856204,Allium siculum
3013529,Crataegus iracunda
5285595,Pinus muricata
5341418,Monarda bradburiana
2742317,Trillium angustipetalum
2880752,Quercus × eplingii
10557076,Ambrosia trifida trifida
4272246,Ribes roezlii cruentum
9394845,Monarda austroappalachiana
7223121,Silphium terebinthinaceum terebinthinaceum
2878465,Quercus ajoensis
4220636,Cirsium neomexicanum utahense
7219323,Stellaria longipes longipes
3084770,Claytonia arctica
3023964,Amelanchier utahensis
8326061,Quercus coccinea
2891664,Oxalis articulata
2775744,Yucca aloifolia
2753371,Lilium formosanum
2742244,Trillium vaseyi
2888978,Rumex pulcher
9123250,Lactuca tatarica
3973001,Vicia lens
10346573,Prunus serotina rufula
4274470,Cirsium arvense integrifolium
2927069,Marrubium vulgare
8275443,Ceanothus decornutus
7227628,Allium atrorubens atrorubens
2986184,Ribes alpinum
2891728,Oxalis articulata rubra
8111807,Viburnum deamii
3641137,Chaerophyllum procumbens shortii
3152376,Malva sylvestris mauritiana
2986130,Ribes sanguineum
5295746,Smilax pseudochina
2986120,Ribes velutinum
7127734,Primula conjugens
2857235,Allium tolmiei
2928282,Hydrophyllum virginianum atranthum
5352248,Robinia viscosa hartwigii
7308142,Lamium amplexicaule amplexicaule
2881631,Quercus marilandica ashei
5331291,Viola lithion
4925821,Quercus hemisphaerica hemisphaerica
7230697,Pinus ponderosa ponderosa
2742258,Trillium viride
2986221,Ribes quercetorum
2857382,Allium validum
2992055,Rubus arcticus acaulis
8339156,Astragalus crassicarpus trichocalyx
5686603,Pinus cembroides bicolor
2889216,Persicaria careyi
2856997,Allium trifoliatum
6442305,Ribes hudsonianum hudsonianum
5295255,Smilax hugeri
2879260,Quercus garryana
2857752,Allium lacunosum
4223275,Cirsium douglasii breweri
8031766,Callirhoe involucrata lineariloba
3014985,Crataegus berberifolia
4222069,Cirsium horridulum vittatum
3039347,Ceanothus lemmonii
12258670,Allium incomptum
5664313,Viola purpurea integrifolia
2702397,Sparganium eurycarpum coreanum
5295375,Smilax rotundifolia
2882861,Vaccinium cespitosum
3113529,Cirsium lecontei
2775691,Yucca angustissima kanabensis
2986104,Ribes erythrocarpum
6388226,Claytonia megarhiza megarhiza
8920502,Quercus × leana
2742216,Trillium pusillum texanum
9606151,Rubus beamanii
5662248,Mertensia paniculata alaskana
7223126,Galinsoga parviflora parviflora
2882908,Vaccinium darrowii
3012350,Sorbus decora
3113668,Cirsium pitcheri
5331184,Viola striata
3012298,Sorbus scopulina
3039306,Ceanothus microphyllus
5587240,Silene vulgaris vulgaris
6449519,Glechoma hederacea hederacea
3013900,Crataegus gaylussacia
3084773,Claytonia washingtoniana
7071066,Picea glauca glauca
3639337,Sanicula epipactis
4273743,Lactuca hirsuta hirsuta
6593197,Robinia neomexicana neomexicana
2873952,Asarum canadense reflexum
5289461,Typha angustifolia
5285533,Pinus banksiana
2742247,Trillium cuneatum
2742327,Trillium underwoodii
2882824,Vaccinium hirsutum
6391790,Rumex occidentalis
5331192,Viola × populifolia
10744118,Crataegus × cogswellii
6665114,Plantago major major
6359280,Acer negundo mexicanum
5289571,Typha capensis
8234521,Rubus rosifolius
6434985,Nuphar advena
3039311,Ceanothus parvifolius
5285708,Pinus balfouriana
2991408,Rubus canadensis
4224645,Cirsium arizonicum tenuisectum
2857410,Allium macrum
7222539,Cirsium inamoenum inamoenum
5331294,Viola howellii
7227620,Allium tolmiei tolmiei
2684758,Juniperus communis charlottensis
2879029,Quercus × benderi
5709491,Betula alleghaniensis alleghaniensis
2775786,Yucca neomexicana
3029834,Fragaria orientalis
2775788,Yucca baccata
4033648,Persicaria perfoliata
3084740,Claytonia rubra
10918497,Quercus vacciniifolia
2775530,Yucca flaccida
6368754,Prunus serotina eximia
6394534,Phlox pilosa ozarkana
3113498,Cirsium flodmanii
2878143,Quercus graciliformis
5384598,Stellaria humifusa
2880835,Quercus cedrosensis
6391446,Fallopia dumetorum
2881571,Quercus × columnaris
9630289,Rumex acetosella angiocarpus
3013580,Crataegus douglasii
2889023,Rumex stenophyllus
3039381,Ceanothus cyaneus
3659701,Rhus trilobata pilosissima
5285565,Pinus pinaster
6448925,Allium schoenoprasum schoenoprasum
4194520,Ribes cereum colubrinum
3768436,Acer negundo texanum
3014602,Crataegus texana
7220170,Rubus odoratus odoratus
7296357,Viola inconspicua
7551339,Nuphar lutea
3113276,Cirsium texanum
8298495,Galinsoga quadriradiata
2742413,Trillium ovatum
8071829,Prunella vulgaris lanceolata
2986125,Ribes wolfii
5383953,Salicornia maritima
2891658,Oxalis illinoensis
2989749,Rubus vermontanus
3697657,Nuphar ulvacea
5285067,Pinus resinosa
2752816,Erythronium americanum harperi
3113117,Cirsium vinaceum
4270245,Allium ampeloprasum ampeloprasum
7303135,Plantago maritima maritima
5356413,Lathyrus palustris pilosus
11161997,Rubus revealii
4194454,Ribes menziesii ixoderme
3190562,Rhus trilobata
2857741,Allium haematochiton
5372398,Vitis rupestris
