searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType
Tradescantia tharpii,2765246,Tradescantia tharpii,<i>Tradescantia</i> <i>tharpii</i> E.S.Anderson & Woodson,SPECIES,Commelinaceae,2763195,Tradescantia,2765096,Tradescantia tharpii,2765246,100,EXACT
Linum berlandieri filifolium,4048700,Linum berlandieri filifolium,<i>Linum</i> <i>berlandieri</i> var. <i>filifolium</i> (Shinners) C.M.Rogers,VARIETY,Linaceae,2493,Linum,2873855,Linum berlandieri,2873932,88,EXACT
Viola calcicola,7392062,Viola calcicola,<i>Viola</i> <i>calcicola</i> R.A.Mc Cauley & H.E.Ballard,SPECIES,Violaceae,6631,Viola,2874237,Viola calcicola,7392062,100,EXACT
Viburnum × bodnantense,3857539,Viburnum bodnantense,<i>Viburnum</i> × <i>bodnantense</i> Aberc. ex Stearn,SPECIES,Viburnaceae,4924416,Viburnum,2888580,Viburnum bodnantense,3857539,99,EXACT
Vaccinium ovatum,2882838,Vaccinium ovatum,<i>Vaccinium</i> <i>ovatum</i> Pursh,SPECIES,Ericaceae,2505,Vaccinium,2882813,Vaccinium ovatum,2882838,100,EXACT
Ribes aureum,2986111,Ribes aureum,<i>Ribes</i> <i>aureum</i> Pursh,SPECIES,Grossulariaceae,2403,Ribes,2986095,Ribes aureum,2986111,99,EXACT
Ribes bracteosum,2986193,Ribes bracteosum,<i>Ribes</i> <i>bracteosum</i> Douglas ex Hook.,SPECIES,Grossulariaceae,2403,Ribes,2986095,Ribes bracteosum,2986193,99,EXACT
Oxalis brasiliensis,10905755,Oxalis brasiliensis,<i>Oxalis</i> <i>brasiliensis</i> G.Lodd. ex Hildebr.,SPECIES,Oxalidaceae,6697,Oxalis,2891642,Oxalis brasiliensis,10905755,99,EXACT
Primula fassettii,5640613,Primula fassettii,<i>Primula</i> <i>fassettii</i> A.R.Mast & Reveal,SPECIES,Primulaceae,6674,Dodecatheon,7597718,Dodecatheon amethystinum,3169261,100,EXACT
Dalea candida oligophylla,5353281,Dalea candida oligophylla,<i>Dalea</i> <i>candida</i> var. <i>oligophylla</i> (Torr.) Shinners,VARIETY,Fabaceae,5386,Dalea,2954771,Dalea candida,5353279,88,EXACT
Phlox pilosa fulgida,6394543,Phlox pilosa fulgida,<i>Phlox</i> <i>pilosa</i> subsp. <i>fulgida</i> (Wherry) Wherry,SUBSPECIES,Polemoniaceae,6648,Phlox,2927698,Phlox pilosa,2927734,85,EXACT
Monarda brevis,11082785,Monarda brevis,<i>Monarda</i> <i>brevis</i> (Fosberg & Artz) Floden,SPECIES,Lamiaceae,2497,Monarda,2926838,Monarda brevis,11082785,100,EXACT
Honckenya peploides peploides,7219308,Honckenya peploides peploides,<i>Honckenya</i> <i>peploides</i> subsp. <i>peploides</i>,SUBSPECIES,Caryophyllaceae,2518,Honckenya,3085775,Honckenya peploides,3085776,85,EXACT
Cirsium pumilum,3112698,Cirsium pumilum,<i>Cirsium</i> <i>pumilum</i> (Nutt.) Spreng.,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium pumilum,3112698,100,EXACT
Viola nephrophylla,5331283,Viola nephrophylla,<i>Viola</i> <i>nephrophylla</i> Greene,SPECIES,Violaceae,6631,Viola,2874237,Viola nephrophylla,5331283,100,EXACT
Allium howellii howellii,2856789,Allium howellii howellii,<i>Allium</i> <i>howellii</i> var. <i>howellii</i>,VARIETY,Amaryllidaceae,7682,Allium,9624496,Allium howellii,2856788,88,EXACT
Quercus texana,2878115,Quercus texana,<i>Quercus</i> <i>texana</i> Buckley,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus texana,2878115,99,EXACT
Allium cuthbertii,2856669,Allium cuthbertii,<i>Allium</i> <i>cuthbertii</i> Small,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium cuthbertii,2856669,100,EXACT
Rubus meracus,2993031,Rubus meracus,<i>Rubus</i> <i>meracus</i> L.H.Bailey,SPECIES,Rosaceae,5015,Rubus,2988638,Rubus meracus,2993031,100,EXACT
Pinus ponderosa,5285053,Pinus ponderosa,<i>Pinus</i> <i>ponderosa</i> Douglas ex C.Lawson,SPECIES,Pinaceae,3925,Pinus,2684241,Pinus ponderosa,5285053,99,EXACT
Amelanchier alnifolia,8168485,Amelanchier alnifolia,<i>Amelanchier</i> <i>alnifolia</i> (Nutt.) Nutt.,SPECIES,Rosaceae,5015,Amelanchier,3023817,Amelanchier alnifolia,8168485,99,EXACT
Camassia leichtlinii,2769069,Camassia leichtlinii,<i>Camassia</i> <i>leichtlinii</i> (Baker) S.Watson,SPECIES,Asparagaceae,7683,Camassia,2769068,Camassia leichtlinii,2769069,100,EXACT
Viola eriocarpa,7133268,Viola eriocarpa,<i>Viola</i> <i>eriocarpa</i> (Nutt.) Schwein.,SPECIES,Violaceae,6631,Viola,2874237,Viola eriocarpa,7133268,100,EXACT
Mutarda nigra,3042667,Mutarda nigra,<i>Mutarda</i> <i>nigra</i> (L.) Bernh.,SPECIES,Brassicaceae,3112,Brassica,3042506,Brassica nigra,3042658,100,EXACT
Mentha canadensis,2927198,Mentha canadensis,<i>Mentha</i> <i>canadensis</i> L.,SPECIES,Lamiaceae,2497,Mentha,2927173,Mentha canadensis,2927198,99,EXACT
Youngia thunbergiana,5387983,Youngia thunbergiana,<i>Youngia</i> <i>thunbergiana</i> DC.,SPECIES,Asteraceae,3065,Youngia,3095748,Youngia japonica,5387974,100,EXACT
Quercus robur,2878688,Quercus robur,<i>Quercus</i> <i>robur</i> L.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus robur,2878688,99,EXACT
Rumex paucifolius,2889007,Rumex paucifolius,<i>Rumex</i> <i>paucifolius</i> Nutt.,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex paucifolius,2889007,99,EXACT
Claytonia peirsonii yorkii,9479327,Claytonia peirsonii yorkii,<i>Claytonia</i> <i>peirsonii</i> subsp. <i>yorkii</i> Stoughton,SUBSPECIES,Montiaceae,4898338,Claytonia,3084729,Claytonia peirsonii,9479365,88,EXACT
Fallopia baldschuanica,5334351,Fallopia baldschuanica,<i>Fallopia</i> <i>baldschuanica</i> (Regel) Holub,SPECIES,Polygonaceae,2416,Fallopia,2889418,Fallopia baldschuanica,5334351,100,EXACT
Claytonia lanceolata lanceolata,7619180,Claytonia lanceolata lanceolata,<i>Claytonia</i> <i>lanceolata</i> subsp. <i>lanceolata</i>,SUBSPECIES,Montiaceae,4898338,Claytonia,3084729,Claytonia lanceolata,3084746,84,EXACT
Galium aparine aparine,7474788,Galium aparine aparine,<i>Galium</i> <i>aparine</i> var. <i>aparine</i>,VARIETY,Rubiaceae,8798,Galium,2913027,Galium aparine,2913548,85,EXACT
Quercus × brittonii,2880790,Quercus brittonii,<i>Quercus</i> × <i>brittonii</i> W.T.Davis,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus brittonii,2880790,100,EXACT
Ribes fasciculatum,7334992,Ribes fasciculatum,<i>Ribes</i> <i>fasciculatum</i> Siebold & Zucc.,SPECIES,Grossulariaceae,2403,Ribes,2986095,Ribes fasciculatum,7334992,100,EXACT
Viola septentrionalis septentrionalis,7133542,Viola septentrionalis septentrionalis,<i>Viola</i> <i>septentrionalis</i> var. <i>septentrionalis</i>,VARIETY,Violaceae,6631,Viola,2874237,Viola septentrionalis,5331239,84,EXACT
Rubus furtivus,2994145,Rubus furtivus,<i>Rubus</i> × <i>furtivus</i> L.H.Bailey,SPECIES,Rosaceae,5015,Rubus,2988638,Rubus permixtus,2988890,100,EXACT
Phytolacca americana rigida,4192782,Phytolacca americana rigida,<i>Phytolacca</i> <i>americana</i> var. <i>rigida</i> (Small) Caulkins & R.E.Wyatt,VARIETY,Phytolaccaceae,2516,Phytolacca,3084013,Phytolacca americana,3084015,88,EXACT
Yucca reverchonii,2775785,Yucca reverchonii,<i>Yucca</i> <i>reverchonii</i> Trel.,SPECIES,Asparagaceae,7683,Yucca,2775496,Yucca reverchonii,2775785,100,EXACT
Descurainia pinnata brachycarpa,6306553,Descurainia pinnata brachycarpa,<i>Descurainia</i> <i>pinnata</i> var. <i>brachycarpa</i> (Richardson) Fernald,VARIETY,Brassicaceae,3112,Descurainia,3044104,Descurainia pinnata,3044133,88,EXACT
Quercus havardii,2879540,Quercus havardii,<i>Quercus</i> <i>havardii</i> Rydb.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus havardii,2879540,100,EXACT
Rumex conglomeratus,2888963,Rumex conglomeratus,<i>Rumex</i> <i>conglomeratus</i> Murray,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex conglomeratus,2888963,100,EXACT
Ribes cereum cereum,7219280,Ribes cereum cereum,<i>Ribes</i> <i>cereum</i> var. <i>cereum</i>,VARIETY,Grossulariaceae,2403,Ribes,2986095,Ribes cereum,2986127,88,EXACT
Ceanothus pinetorum,8286761,Ceanothus pinetorum,<i>Ceanothus</i> <i>pinetorum</i> Coult.,SPECIES,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus pinetorum,8286761,99,EXACT
Oxalis florida,2891670,Oxalis florida,<i>Oxalis</i> <i>florida</i> Salisb.,SPECIES,Oxalidaceae,6697,Oxalis,2891642,Oxalis florida,2891670,99,EXACT
Viburnum rafinesqueanum rafinesqueanum,4925723,Viburnum rafinesqueanum,<i>Viburnum</i> <i>rafinesqueanum</i> Schult.,SPECIES,Viburnaceae,4924416,Viburnum,2888580,Viburnum rafinesqueanum,4925723,100,HIGHERRANK
Quercus × drummondii,2881710,Quercus drummondii,<i>Quercus</i> × <i>drummondii</i> Liebm.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus drummondii,2881710,100,EXACT
Cirsium edule wenatchense,4223095,Cirsium edule wenatchense,<i>Cirsium</i> <i>edule</i> var. <i>wenatchense</i> D.J.Keil,VARIETY,Asteraceae,3065,Cirsium,3112554,Cirsium edule,3112749,88,EXACT
Viola pedata flabellata,12209504,Viola pedata flabellata,<i>Viola</i> <i>pedata</i> subsp. <i>flabellata</i> (D.Don) H.E.Ballard,SUBSPECIES,Violaceae,6631,Viola,2874237,Viola pedata,5331278,85,EXACT
Monarda maritima,5341405,Monarda maritima,<i>Monarda</i> <i>maritima</i> (Cory) Correll,SPECIES,Lamiaceae,2497,Monarda,2926838,Monarda maritima,5341405,99,EXACT
Cirsium cymosum,6444478,Cirsium cymosum,<i>Cirsium</i> <i>cymosum</i> (Greene) J.T.Howell,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium cymosum,6444478,100,EXACT
Viola pedata cuneatiloba,12177168,Viola pedata cuneatiloba,<i>Viola</i> <i>pedata</i> subsp. <i>cuneatiloba</i> (Brainerd ex Fernald) H.E.Ballard,SUBSPECIES,Violaceae,6631,Viola,2874237,Viola pedata,5331278,85,EXACT
Lepidium virginicum virginicum,7129308,Lepidium virginicum virginicum,<i>Lepidium</i> <i>virginicum</i> subsp. <i>virginicum</i>,SUBSPECIES,Brassicaceae,3112,Lepidium,3051713,Lepidium virginicum,5376648,85,EXACT
Physalis cinerascens cinerascens,6402983,Physalis cinerascens cinerascens,<i>Physalis</i> <i>cinerascens</i> var. <i>cinerascens</i> (Dunal) Hitchc.,VARIETY,Solanaceae,7717,Physalis,2928907,Physalis cinerascens,5341768,88,EXACT
Pinus pumila,5285355,Pinus pumila,<i>Pinus</i> <i>pumila</i> (Pall.) Regel,SPECIES,Pinaceae,3925,Pinus,2684241,Pinus pumila,5285355,99,EXACT
Quercus arizonica,2877992,Quercus arizonica,<i>Quercus</i> <i>arizonica</i> Sarg.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus arizonica,2877992,100,EXACT
Lycopus uniflorus,5341480,Lycopus uniflorus,<i>Lycopus</i> <i>uniflorus</i> Michx.,SPECIES,Lamiaceae,2497,Lycopus,2927122,Lycopus uniflorus,5341480,100,EXACT
Smilax walteri,5295687,Smilax walteri,<i>Smilax</i> <i>walteri</i> Pursh,SPECIES,Smilacaceae,7702,Smilax,2740627,Smilax walteri,5295687,100,EXACT
Pinus aristata,5285256,Pinus aristata,<i>Pinus</i> <i>aristata</i> Engelm.,SPECIES,Pinaceae,3925,Pinus,2684241,Pinus aristata,5285256,100,EXACT
Tradescantia subacaulis,2765356,Tradescantia subacaulis,<i>Tradescantia</i> <i>subacaulis</i> Bush,SPECIES,Commelinaceae,2763195,Tradescantia,2765096,Tradescantia subacaulis,2765356,100,EXACT
Acer negundo californicum,3768664,Acer negundo californicum,<i>Acer</i> <i>negundo</i> var. <i>californicum</i> (Torr. & A.Gray) Sarg.,VARIETY,Sapindaceae,6657,Acer,3189834,Acer negundo,3189866,85,EXACT
Rumex altissimus,2889030,Rumex altissimus,<i>Rumex</i> <i>altissimus</i> Wood,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex altissimus,2889030,100,EXACT
Allium diabolense,2857466,Allium diabolense,<i>Allium</i> <i>diabolense</i> (Ownbey & Aase ex Traub) McNeal,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium diabolense,2857466,100,EXACT
Primula pauciflora cusickii,5641499,Primula pauciflora cusickii,<i>Primula</i> <i>pauciflora</i> var. <i>cusickii</i> (Greene) A.R.Mast & Reveal,VARIETY,Primulaceae,6674,Dodecatheon,7597718,Dodecatheon pulchellum,3169253,88,EXACT
Physalis macrosperma,10865701,Physalis macrosperma,"<i>Physalis</i> <i>macrosperma</i> Pyne, E.L.Bridges & Orzell",SPECIES,Solanaceae,7717,Physalis,2928907,Physalis macrosperma,10865701,100,EXACT
Rubus invisus,8038781,Rubus invisus,<i>Rubus</i> <i>invisus</i> (L.H.Bailey) L.H.Bailey,SPECIES,Rosaceae,5015,Rubus,2988638,Rubus invisus,8038781,99,EXACT
Claytonia peirsonii bernardinus,9289741,Claytonia peirsonii bernardinus,<i>Claytonia</i> <i>peirsonii</i> subsp. <i>bernardinus</i> Stoughton,SUBSPECIES,Montiaceae,4898338,Claytonia,3084729,Claytonia peirsonii,9479365,88,EXACT
Ceanothus megacarpus,3039316,Ceanothus megacarpus,<i>Ceanothus</i> <i>megacarpus</i> Nutt.,SPECIES,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus megacarpus,3039316,99,EXACT
Allium crispum,2857315,Allium crispum,<i>Allium</i> <i>crispum</i> Greene,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium crispum,2857315,100,EXACT
Viola charlestonensis,7953786,Viola charlestonensis,<i>Viola</i> <i>charlestonensis</i> M.S.Baker & J.C.Clausen ex Clokey,SPECIES,Violaceae,6631,Viola,2874237,Viola charlestonensis,7953786,99,EXACT
Monarda citriodora austromontana,5605561,Monarda citriodora austromontana,<i>Monarda</i> <i>citriodora</i> var. <i>austromontana</i> (Epling) B.L.Turner,VARIETY,Lamiaceae,2497,Monarda,2926838,Monarda citriodora,5341423,85,EXACT
Quercus polymorpha,2878068,Quercus polymorpha,<i>Quercus</i> <i>polymorpha</i> Schltdl. & Cham.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus polymorpha,2878068,100,EXACT
Allium oleraceum,2857071,Allium oleraceum,<i>Allium</i> <i>oleraceum</i> L.,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium oleraceum,2857071,99,EXACT
Ribes roezlii roezlii,7334974,Ribes roezlii roezlii,<i>Ribes</i> <i>roezlii</i> var. <i>roezlii</i>,VARIETY,Grossulariaceae,2403,Ribes,2986095,Ribes roezlii,2986198,88,EXACT
Erythronium tuolumnense,2752804,Erythronium tuolumnense,<i>Erythronium</i> <i>tuolumnense</i> Applegate,SPECIES,Liliaceae,7699,Erythronium,2740136,Erythronium tuolumnense,2752804,100,EXACT
Linum berlandieri berlandieri,8427805,Linum berlandieri berlandieri,<i>Linum</i> <i>berlandieri</i> var. <i>berlandieri</i>,VARIETY,Linaceae,2493,Linum,2873855,Linum berlandieri,2873932,88,EXACT
Zizania palustris palustris,6432299,Zizania palustris palustris,<i>Zizania</i> <i>palustris</i> subsp. <i>palustris</i>,SUBSPECIES,Poaceae,3073,Zizania,2703227,Zizania palustris,2703230,84,EXACT
Viola pedatifida,5331262,Viola pedatifida,<i>Viola</i> <i>pedatifida</i> G.Don,SPECIES,Violaceae,6631,Viola,2874237,Viola pedatifida,5331262,100,EXACT
Physalis cinerascens,5341768,Physalis cinerascens,<i>Physalis</i> <i>cinerascens</i> (Dunal) Hitchc.,SPECIES,Solanaceae,7717,Physalis,2928907,Physalis cinerascens,5341768,100,EXACT
Cirsium parryi,3112578,Cirsium parryi,<i>Cirsium</i> <i>parryi</i> (A.Gray) Petr.,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium parryi,3112578,99,EXACT
Yucca baccata baccata,2775796,Yucca baccata baccata,<i>Yucca</i> <i>baccata</i> var. <i>baccata</i>,VARIETY,Asparagaceae,7683,Yucca,2775496,Yucca baccata,2775788,88,EXACT
Viola septentrionalis,5331239,Viola septentrionalis,<i>Viola</i> <i>septentrionalis</i> Greene,SPECIES,Violaceae,6631,Viola,2874237,Viola septentrionalis,5331239,100,EXACT
Quercus pacifica,2881701,Quercus pacifica,<i>Quercus</i> <i>pacifica</i> Nixon & C.H.Müll.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus pacifica,2881701,100,EXACT
Rhus aromatica arenaria,3660172,Rhus aromatica arenaria,<i>Rhus</i> <i>aromatica</i> var. <i>arenaria</i> (Greene) Fernald,VARIETY,Anacardiaceae,2398,Rhus,3190534,Rhus aromatica,3190558,88,EXACT
Descurainia pinnata ochroleuca,3044155,Descurainia pinnata ochroleuca,<i>Descurainia</i> <i>pinnata</i> subsp. <i>ochroleuca</i> (Wooton) Detling,SUBSPECIES,Brassicaceae,3112,Descurainia,3044104,Descurainia pinnata,3044133,85,EXACT
Allium howellii sanbenitense,2856790,Allium howellii sanbenitense,<i>Allium</i> <i>howellii</i> var. <i>sanbenitense</i> (Traub) Ownbey & Aase,VARIETY,Amaryllidaceae,7682,Allium,9624496,Allium howellii,2856788,85,EXACT
Ceanothus impressus,3039310,Ceanothus impressus,<i>Ceanothus</i> <i>impressus</i> Trel.,SPECIES,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus impressus,3039310,100,EXACT
Phlox pilosa detonsa,6394549,Phlox pilosa detonsa,<i>Phlox</i> <i>pilosa</i> subsp. <i>detonsa</i> (A.Gray) Wherry,SUBSPECIES,Polemoniaceae,6648,Phlox,2927698,Phlox pilosa,2927734,85,EXACT
Rubus × fraseri,2997212,Rubus fraseri,<i>Rubus</i> × <i>fraseri</i> Rehder,SPECIES,Rosaceae,5015,Rubus,2988638,Rubus fraseri,2997212,100,EXACT
Quercus lyrata,2878378,Quercus lyrata,<i>Quercus</i> <i>lyrata</i> Walter,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus lyrata,2878378,99,EXACT
Rubus praecox,8019170,Rubus praecox,<i>Rubus</i> <i>praecox</i> Bertol.,SPECIES,Rosaceae,5015,Rubus,2988638,Rubus praecox,8019170,99,EXACT
Tragopogon pratensis,5386897,Tragopogon pratensis,<i>Tragopogon</i> <i>pratensis</i> L.,SPECIES,Asteraceae,3065,Tragopogon,3092408,Tragopogon pratensis,5386897,100,EXACT
Ribes aureum aureum,7095864,Ribes aureum aureum,<i>Ribes</i> <i>aureum</i> var. <i>aureum</i>,VARIETY,Grossulariaceae,2403,Ribes,2986095,Ribes aureum,2986111,88,EXACT
Dalea candida candida,7225489,Dalea candida candida,<i>Dalea</i> <i>candida</i> var. <i>candida</i>,VARIETY,Fabaceae,5386,Dalea,2954771,Dalea candida,5353279,88,EXACT
Allium anceps,2857771,Allium anceps,<i>Allium</i> <i>anceps</i> Kellogg,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium anceps,2857771,100,EXACT
Viola orbiculata,7539797,Viola orbiculata,<i>Viola</i> <i>orbiculata</i> Geyer ex A.Gray,SPECIES,Violaceae,6631,Viola,2874237,Viola orbiculata,7539797,99,EXACT
Vicia sepium,2974786,Vicia sepium,<i>Vicia</i> <i>sepium</i> L.,SPECIES,Fabaceae,5386,Vicia,2974751,Vicia sepium,2974786,100,EXACT
Rumex sanguineus,2888960,Rumex sanguineus,<i>Rumex</i> <i>sanguineus</i> L.,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex sanguineus,2888960,99,EXACT
Viburnum suspensum,2888582,Viburnum suspensum,<i>Viburnum</i> <i>suspensum</i> Lindl.,SPECIES,Viburnaceae,4924416,Viburnum,2888580,Viburnum suspensum,2888582,99,EXACT
Dalea purpurea arenicola,5353343,Dalea purpurea arenicola,<i>Dalea</i> <i>purpurea</i> var. <i>arenicola</i> (Wemple) Barneby,VARIETY,Fabaceae,5386,Dalea,2954771,Dalea purpurea,5353342,88,EXACT
Allium elmendorfii,2856226,Allium elmendorfii,<i>Allium</i> <i>elmendorfii</i> M.E.Jones ex Ownbey,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium elmendorfii,2856226,99,EXACT
Origanum vulgare hirtum,9508942,Origanum vulgare hirtum,<i>Origanum</i> <i>vulgare</i> subsp. <i>hirtum</i> (Link) A.Terracc.,SUBSPECIES,Lamiaceae,2497,Origanum,2926611,Origanum vulgare,2926612,85,EXACT
Monarda fistulosa longepetiolata,5708987,Monarda fistulosa longepetiolata,<i>Monarda</i> <i>fistulosa</i> var. <i>longepetiolata</i> B.Boivin,VARIETY,Lamiaceae,2497,Monarda,2926838,Monarda fistulosa,5341411,88,EXACT
Crataegus viridis velutina,8351695,Crataegus viridis velutina,<i>Crataegus</i> <i>viridis</i> var. <i>velutina</i> (Sarg.) J.B.Phipps,VARIETY,Rosaceae,5015,Crataegus,3013395,Crataegus viridis,3014089,85,EXACT
Erythronium purpurascens,2752907,Erythronium purpurascens,<i>Erythronium</i> <i>purpurascens</i> S.Watson,SPECIES,Liliaceae,7699,Erythronium,2740136,Erythronium purpurascens,2752907,100,EXACT
Ceanothus fendleri,3039389,Ceanothus fendleri,<i>Ceanothus</i> <i>fendleri</i> A.Gray,SPECIES,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus fendleri,3039389,100,EXACT
Viola rotundifolia,5331203,Viola rotundifolia,<i>Viola</i> <i>rotundifolia</i> Michx.,SPECIES,Violaceae,6631,Viola,2874237,Viola rotundifolia,5331203,99,EXACT
Vaccinium ovalifolium,2882894,Vaccinium ovalifolium,<i>Vaccinium</i> <i>ovalifolium</i> Sm.,SPECIES,Ericaceae,2505,Vaccinium,2882813,Vaccinium ovalifolium,2882894,100,EXACT
Pinus torreyana,5285764,Pinus torreyana,<i>Pinus</i> <i>torreyana</i> Parry ex Carrière,SPECIES,Pinaceae,3925,Pinus,2684241,Pinus torreyana,5285764,99,EXACT
Lilium pardalinum,2753192,Lilium pardalinum,<i>Lilium</i> <i>pardalinum</i> Kellogg,SPECIES,Liliaceae,7699,Lilium,2752977,Lilium pardalinum,2753192,100,EXACT
Ceanothus gloriosus exaltatus,3874482,Ceanothus gloriosus exaltatus,<i>Ceanothus</i> <i>gloriosus</i> var. <i>exaltatus</i> J.T.Howell,VARIETY,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus gloriosus,3039305,85,EXACT
Smilax herbacea,5295311,Smilax herbacea,<i>Smilax</i> <i>herbacea</i> L.,SPECIES,Smilacaceae,7702,Smilax,2740627,Smilax herbacea,5295311,99,EXACT
Smilax illinoensis,5295028,Smilax illinoensis,<i>Smilax</i> <i>illinoensis</i> Mangaly,SPECIES,Smilacaceae,7702,Smilax,2740627,Smilax illinoensis,5295028,100,EXACT
Physalis pumila,5341810,Physalis pumila,<i>Physalis</i> <i>pumila</i> Nutt.,SPECIES,Solanaceae,7717,Physalis,2928907,Physalis pumila,5341810,100,EXACT
Viola × slavinii,5331269,Viola slavinii,<i>Viola</i> × <i>slavinii</i> House,SPECIES,Violaceae,6631,Viola,2874237,Viola slavinii,5331269,100,EXACT
Yucca glauca glauca,6437932,Yucca glauca glauca,<i>Yucca</i> <i>glauca</i> var. <i>glauca</i>,VARIETY,Asparagaceae,7683,Yucca,2775496,Yucca glauca,2775497,88,EXACT
Pinus cembroides cembroides,7306151,Pinus cembroides cembroides,<i>Pinus</i> <i>cembroides</i> subsp. <i>cembroides</i>,SUBSPECIES,Pinaceae,3925,Pinus,2684241,Pinus cembroides,5285172,85,EXACT
Crataegus holmesiana,3014062,Crataegus holmesiana,<i>Crataegus</i> <i>holmesiana</i> Ashe,SPECIES,Rosaceae,5015,Crataegus,3013395,Crataegus holmesiana,3014062,100,EXACT
Viburnum × rhytidophylloides,2888588,Viburnum rhytidophylloides,<i>Viburnum</i> × <i>rhytidophylloides</i> Suringar,SPECIES,Viburnaceae,4924416,Viburnum,2888580,Viburnum rhytidophylloides,2888588,100,EXACT
Cirsium calcareum,3112592,Cirsium calcareum,<i>Cirsium</i> <i>calcareum</i> (M.E.Jones) Wooton & Standl.,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium calcareum,3112592,100,EXACT
Cirsium hydrophilum,3112555,Cirsium hydrophilum,<i>Cirsium</i> <i>hydrophilum</i> (Greene) Jeps.,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium hydrophilum,3112555,100,EXACT
Vitis × novae-angliae,5372397,Vitis novae-angliae,<i>Vitis</i> × <i>novae-angliae</i> Fernald,SPECIES,Vitaceae,6672,Vitis,7467468,Vitis novae-angliae,5372397,100,EXACT
Allium tuberosum,2856297,Allium tuberosum,<i>Allium</i> <i>tuberosum</i> Rottler ex Spreng.,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium tuberosum,2856297,99,EXACT
Lycopus americanus,5341461,Lycopus americanus,<i>Lycopus</i> <i>americanus</i> Muhl. ex W.P.C.Barton,SPECIES,Lamiaceae,2497,Lycopus,2927122,Lycopus americanus,5341461,99,EXACT
Physalis neomexicana,5581229,Physalis neomexicana,<i>Physalis</i> <i>neomexicana</i> Rydb.,SPECIES,Solanaceae,7717,Physalis,2928907,Physalis neomexicana,5581229,100,EXACT
Yucca utahensis,2775714,Yucca utahensis,<i>Yucca</i> <i>utahensis</i> McKelvey,SPECIES,Asparagaceae,7683,Yucca,2775496,Yucca utahensis,2775714,100,EXACT
Cirsium wrightii,3113171,Cirsium wrightii,<i>Cirsium</i> <i>wrightii</i> A.Gray,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium wrightii,3113171,100,EXACT
Ceanothus foliosus foliosus,7219566,Ceanothus foliosus foliosus,<i>Ceanothus</i> <i>foliosus</i> var. <i>foliosus</i>,VARIETY,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus foliosus,3039336,85,EXACT
Pinus ponderosa benthamiana,5285064,Pinus ponderosa benthamiana,<i>Pinus</i> <i>ponderosa</i> var. <i>benthamiana</i> (Hartw.) Vasey,VARIETY,Pinaceae,3925,Pinus,2684241,Pinus ponderosa,5285053,84,EXACT
Rubus illecebrosus,2995508,Rubus illecebrosus,<i>Rubus</i> <i>illecebrosus</i> Focke,SPECIES,Rosaceae,5015,Rubus,2988638,Rubus illecebrosus,2995508,100,EXACT
Amphicarpaea bracteata bracteata,6592498,Amphicarpaea bracteata bracteata,<i>Amphicarpaea</i> <i>bracteata</i> subsp. <i>bracteata</i>,SUBSPECIES,Fabaceae,5386,Amphicarpaea,2960157,Amphicarpaea bracteata,2960161,84,EXACT
Clinopodium talladeganum,12211980,Clinopodium talladeganum,<i>Clinopodium</i> <i>talladeganum</i> B.R.Keener & Floden,SPECIES,Lamiaceae,2497,Clinopodium,2926907,Clinopodium talladeganum,12211980,100,EXACT
Acer rubrum drummondii,6449332,Acer rubrum drummondii,<i>Acer</i> <i>rubrum</i> var. <i>drummondii</i> (Hook. & Arn. ex Nutt.) Sarg.,VARIETY,Sapindaceae,6657,Acer,3189834,Acer rubrum,3189883,85,EXACT
