searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType
Quercus dumosa,2880740,Quercus dumosa,<i>Quercus</i> <i>dumosa</i> Nutt.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus dumosa,2880740,100,EXACT
Picea engelmannii,5284917,Picea engelmannii,<i>Picea</i> <i>engelmannii</i> Parry ex Engelm.,SPECIES,Pinaceae,3925,Picea,7606064,Picea engelmannii,5284917,99,EXACT
Gleditsia triacanthos triacanthos,7278328,Gleditsia triacanthos triacanthos,<i>Gleditsia</i> <i>triacanthos</i> f. <i>triacanthos</i>,FORM,Fabaceae,5386,Gleditsia,2959442,Gleditsia triacanthos,2959443,85,EXACT
Pycnanthemum verticillatum pilosum,3890974,Pycnanthemum verticillatum pilosum,<i>Pycnanthemum</i> <i>verticillatum</i> var. <i>pilosum</i> (Nutt.) Cooperr.,VARIETY,Lamiaceae,2497,Pycnanthemum,2927338,Pycnanthemum verticillatum,2927363,88,EXACT
Stellaria crassifolia,5384660,Stellaria crassifolia,<i>Stellaria</i> <i>crassifolia</i> Ehrh.,SPECIES,Caryophyllaceae,2518,Stellaria,3085667,Stellaria crassifolia,5384660,99,EXACT
Cirsium cymosum cymosum,6444479,Cirsium cymosum cymosum,<i>Cirsium</i> <i>cymosum</i> var. <i>cymosum</i>,VARIETY,Asteraceae,3065,Cirsium,3112554,Cirsium cymosum,6444478,88,EXACT
Sanicula peckiana,3034836,Sanicula peckiana,<i>Sanicula</i> <i>peckiana</i> J.F.Macbr.,SPECIES,Apiaceae,6720,Sanicula,3034831,Sanicula peckiana,3034836,100,EXACT
Allium cernuum cernuum,4270238,Allium cernuum cernuum,<i>Allium</i> <i>cernuum</i> var. <i>cernuum</i>,VARIETY,Amaryllidaceae,7682,Allium,9624496,Allium cernuum,2856745,88,EXACT
Cirsium andrewsii,3112868,Cirsium andrewsii,<i>Cirsium</i> <i>andrewsii</i> (A.Gray) Jeps.,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium andrewsii,3112868,99,EXACT
Vicia ludoviciana,2975352,Vicia ludoviciana,<i>Vicia</i> <i>ludoviciana</i> Nutt.,SPECIES,Fabaceae,5386,Vicia,2974751,Vicia ludoviciana,2975352,99,EXACT
Tradescantia hirsuticaulis,2765306,Tradescantia hirsuticaulis,<i>Tradescantia</i> <i>hirsuticaulis</i> Small,SPECIES,Commelinaceae,2763195,Tradescantia,2765096,Tradescantia hirsuticaulis,2765306,100,EXACT
Cirsium tweedyi,4218494,Cirsium tweedyi,"<i>Cirsium</i> <i>tweedyi</i> (Rydb.) Petr., 1917",SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium eatonii,3113381,99,EXACT
Quercus hemisphaerica,2877348,Quercus hemisphaerica,<i>Quercus</i> <i>hemisphaerica</i> W.Bartram ex Willd.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus hemisphaerica,2877348,99,EXACT
Cirsium carolinianum,3112872,Cirsium carolinianum,<i>Cirsium</i> <i>carolinianum</i> (Walter) Fernald & Schub.,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium carolinianum,3112872,100,EXACT
Vicia americana americana,7225461,Vicia americana americana,<i>Vicia</i> <i>americana</i> var. <i>americana</i>,VARIETY,Fabaceae,5386,Vicia,2974751,Vicia americana,2975204,85,EXACT
Clinopodium nepeta,8916040,Clinopodium nepeta,<i>Clinopodium</i> <i>nepeta</i> (L.) Kuntze,SPECIES,Lamiaceae,2497,Clinopodium,2926907,Clinopodium nepeta,8916040,100,EXACT
Ambrosia trifida texana,4249366,Ambrosia trifida texana,<i>Ambrosia</i> <i>trifida</i> var. <i>texana</i> Scheele,VARIETY,Asteraceae,3065,Ambrosia,3110576,Ambrosia trifida,3110588,88,EXACT
Crataegus chrysocarpa,3015853,Crataegus chrysocarpa,<i>Crataegus</i> <i>chrysocarpa</i> Ashe,SPECIES,Rosaceae,5015,Crataegus,3013395,Crataegus chrysocarpa,3015853,100,EXACT
Vicia minutiflora,2975172,Vicia minutiflora,<i>Vicia</i> <i>minutiflora</i> D.Dietr.,SPECIES,Fabaceae,5386,Vicia,2974751,Vicia minutiflora,2975172,100,EXACT
Ribes sericeum,2986102,Ribes sericeum,<i>Ribes</i> <i>sericeum</i> Eastw.,SPECIES,Grossulariaceae,2403,Ribes,2986095,Ribes sericeum,2986102,100,EXACT
Claytonia rubra depressa,4022562,Claytonia rubra depressa,<i>Claytonia</i> <i>rubra</i> subsp. <i>depressa</i> (A.Gray) J.M.Mill. & K.L.Chambers,SUBSPECIES,Montiaceae,4898338,Claytonia,3084729,Claytonia rubra,3084740,88,EXACT
Allium oxyphilum,2857535,Allium oxyphilum,<i>Allium</i> <i>oxyphilum</i> Wherry,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium cernuum,2856745,100,EXACT
Vicia ludoviciana leavenworthii,6373407,Vicia ludoviciana leavenworthii,<i>Vicia</i> <i>ludoviciana</i> var. <i>leavenworthii</i> (Torr. & A.Gray) Broich,VARIETY,Fabaceae,5386,Vicia,2974751,Vicia ludoviciana,2975352,85,EXACT
Erythronium umbilicatum monostolum,2752905,Erythronium umbilicatum monostolum,<i>Erythronium</i> <i>umbilicatum</i> subsp. <i>monostolum</i> C.R.Parks & Hardin,SUBSPECIES,Liliaceae,7699,Erythronium,2740136,Erythronium umbilicatum,2752903,88,EXACT
Allium schubertii,2857583,Allium schubertii,<i>Allium</i> <i>schubertii</i> Zucc.,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium schubertii,2857583,100,EXACT
Commelina erecta deamiana,2764434,Commelina erecta deamiana,<i>Commelina</i> <i>erecta</i> var. <i>deamiana</i> Fernald,VARIETY,Commelinaceae,2763195,Commelina,2763939,Commelina erecta,2764389,88,EXACT
Quercus mexicana,2879574,Quercus mexicana,<i>Quercus</i> <i>mexicana</i> Bonpl.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus mexicana,2879574,99,EXACT
Quercus mohriana,2880351,Quercus mohriana,<i>Quercus</i> <i>mohriana</i> Buckley ex Rydb.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus mohriana,2880351,99,EXACT
Ionoxalis,7318113,Ionoxalis,<i>Ionoxalis</i> Small,GENUS,Oxalidaceae,6697,Oxalis,2891642,,,96,HIGHERRANK
Astragalus crassicarpus berlandieri,5343639,Astragalus crassicarpus berlandieri,<i>Astragalus</i> <i>crassicarpus</i> var. <i>berlandieri</i> Barneby,VARIETY,Fabaceae,5386,Astragalus,2933951,Astragalus crassicarpus,5343637,88,EXACT
Yucca glauca stricta,2775502,Yucca glauca stricta,<i>Yucca</i> <i>glauca</i> var. <i>stricta</i> (Sims) Trel.,VARIETY,Asparagaceae,7683,Yucca,2775496,Yucca glauca,2775497,84,EXACT
Lilium parvum,2753310,Lilium parvum,<i>Lilium</i> <i>parvum</i> Kellogg,SPECIES,Liliaceae,7699,Lilium,2752977,Lilium parvum,2753310,100,EXACT
Ribes montigenum,10137876,Ribes montigenum,<i>Ribes</i> <i>montigenum</i> Mc Clatchie,SPECIES,Grossulariaceae,2403,Ribes,2986095,Ribes montigenum,10137876,99,EXACT
Quercus palustris,8313153,Quercus palustris,<i>Quercus</i> <i>palustris</i> Münchh.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus palustris,8313153,99,EXACT
Quercus shumardii,2878289,Quercus shumardii,<i>Quercus</i> <i>shumardii</i> Buckley,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus shumardii,2878289,100,EXACT
Acer negundo violaceum,8282529,Acer negundo violaceum,<i>Acer</i> <i>negundo</i> var. <i>violaceum</i> (G.Kirchn.) H.Jaeger,VARIETY,Sapindaceae,6657,Acer,3189834,Acer negundo,3189866,85,EXACT
Erythronium hendersonii,2752803,Erythronium hendersonii,<i>Erythronium</i> <i>hendersonii</i> S.Watson,SPECIES,Liliaceae,7699,Erythronium,2740136,Erythronium hendersonii,2752803,100,EXACT
Viola novae-angliae,5331232,Viola novae-angliae,<i>Viola</i> <i>novae-angliae</i> House,SPECIES,Violaceae,6631,Viola,2874237,Viola novae-angliae,5331232,100,EXACT
Claytonia virginica virginica,7288808,Claytonia virginica virginica,<i>Claytonia</i> <i>virginica</i> f. <i>virginica</i>,FORM,Montiaceae,4898338,Claytonia,3084729,Claytonia virginica,3084745,84,EXACT
Pycnanthemum pycnanthemoides pycnanthemoides,7096218,Pycnanthemum pycnanthemoides pycnanthemoides,<i>Pycnanthemum</i> <i>pycnanthemoides</i> var. <i>pycnanthemoides</i>,VARIETY,Lamiaceae,2497,Pycnanthemum,2927338,Pycnanthemum pycnanthemoides,2927362,88,EXACT
Chamaenerion angustifolium angustifolium,7322650,Chamaenerion angustifolium angustifolium,<i>Chamaenerion</i> <i>angustifolium</i> subsp. <i>angustifolium</i>,SUBSPECIES,Onagraceae,2430,Chamaenerion,8406741,Chamaenerion angustifolium,6428353,88,EXACT
Rubus allegheniensis gravesii,2992947,Rubus allegheniensis gravesii,<i>Rubus</i> <i>allegheniensis</i> var. <i>gravesii</i> (Fernald) Fernald,VARIETY,Rosaceae,5015,Rubus,2988638,Rubus allegheniensis,8235931,88,EXACT
Physalis crassifolia,5341782,Physalis crassifolia,<i>Physalis</i> <i>crassifolia</i> Benth.,SPECIES,Solanaceae,7717,Physalis,2928907,Physalis crassifolia,5341782,100,EXACT
Sorbus aucuparia,3012167,Sorbus aucuparia,<i>Sorbus</i> <i>aucuparia</i> L.,SPECIES,Rosaceae,5015,Sorbus,3012146,Sorbus aucuparia,3012167,99,EXACT
Quercus john-tuckeri,2880404,Quercus john-tuckeri,<i>Quercus</i> <i>john-tuckeri</i> Nixon & C.H.Müll.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus john-tuckeri,2880404,100,EXACT
Ceanothus incanus,3039405,Ceanothus incanus,<i>Ceanothus</i> <i>incanus</i> Torr. & A.Gray,SPECIES,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus incanus,3039405,100,EXACT
Trifolium pratense pratense,7224412,Trifolium pratense pratense,<i>Trifolium</i> <i>pratense</i> var. <i>pratense</i>,VARIETY,Fabaceae,5386,Trifolium,2973363,Trifolium pratense,8324121,85,EXACT
Monarda fruticulosa,5341403,Monarda fruticulosa,<i>Monarda</i> <i>fruticulosa</i> Epling,SPECIES,Lamiaceae,2497,Monarda,2926838,Monarda fruticulosa,5341403,100,EXACT
Erythronium citrinum,2752801,Erythronium citrinum,<i>Erythronium</i> <i>citrinum</i> S.Watson,SPECIES,Liliaceae,7699,Erythronium,2740136,Erythronium citrinum,2752801,100,EXACT
Cirsium engelmannii,3112849,Cirsium engelmannii,<i>Cirsium</i> <i>engelmannii</i> Rydb.,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium engelmannii,3112849,100,EXACT
Ceanothus papillosus papillosus,6371260,Ceanothus papillosus papillosus,<i>Ceanothus</i> <i>papillosus</i> subsp. <i>papillosus</i>,SUBSPECIES,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus papillosus,3039343,85,EXACT
Tradescantia zebrina zebrina,7227457,Tradescantia zebrina zebrina,<i>Tradescantia</i> <i>zebrina</i> var. <i>zebrina</i> Bosse,VARIETY,Commelinaceae,2763195,Tradescantia,2765096,Tradescantia zebrina,2765359,85,EXACT
Ribes victoris,2986212,Ribes victoris,<i>Ribes</i> <i>victoris</i> Greene,SPECIES,Grossulariaceae,2403,Ribes,2986095,Ribes victoris,2986212,100,EXACT
Ceanothus impressus impressus,7658589,Ceanothus impressus impressus,<i>Ceanothus</i> <i>impressus</i> var. <i>impressus</i>,VARIETY,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus impressus,3039310,88,EXACT
Pediomelum hypogaeum hypogaeum,2944197,Pediomelum hypogaeum hypogaeum,<i>Pediomelum</i> <i>hypogaeum</i> var. <i>hypogaeum</i>,VARIETY,Fabaceae,5386,Pediomelum,2959963,Pediomelum hypogaeum,2944196,88,EXACT
Vitis cinerea helleri,5658526,Vitis cinerea helleri,<i>Vitis</i> <i>cinerea</i> var. <i>helleri</i> (L.H.Bailey) M.O.Moore,VARIETY,Vitaceae,6672,Vitis,7467468,Vitis cinerea,5372379,88,EXACT
Quercus stellata,8879961,Quercus stellata,<i>Quercus</i> <i>stellata</i> Wangenh.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus stellata,8879961,100,EXACT
Quercus bicolor,2878470,Quercus bicolor,<i>Quercus</i> <i>bicolor</i> Willd.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus bicolor,2878470,100,EXACT
Monarda punctata,5341413,Monarda punctata,<i>Monarda</i> <i>punctata</i> L.,SPECIES,Lamiaceae,2497,Monarda,2926838,Monarda punctata,5341413,100,EXACT
Rubus laciniatus,2992543,Rubus laciniatus,<i>Rubus</i> <i>laciniatus</i> Willd.,SPECIES,Rosaceae,5015,Rubus,2988638,Rubus laciniatus,2992543,99,EXACT
Claytonia rosea,3084756,Claytonia rosea,<i>Claytonia</i> <i>rosea</i> Rydb.,SPECIES,Montiaceae,4898338,Claytonia,3084729,Claytonia rosea,3084756,100,EXACT
Ceanothus roderickii,3039353,Ceanothus roderickii,<i>Ceanothus</i> <i>roderickii</i> W.Knight,SPECIES,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus roderickii,3039353,100,EXACT
Tradescantia bracteata,2765168,Tradescantia bracteata,<i>Tradescantia</i> <i>bracteata</i> Small ex Britton,SPECIES,Commelinaceae,2763195,Tradescantia,2765096,Tradescantia bracteata,2765168,99,EXACT
Foeniculum vulgare dulce,9740820,Foeniculum vulgare dulce,<i>Foeniculum</i> <i>vulgare</i> var. <i>dulce</i> (Mill.) Cout.,VARIETY,Apiaceae,6720,Foeniculum,10704390,Foeniculum vulgare,3034922,85,EXACT
Carya glabra megacarpa,6413923,Carya glabra megacarpa,<i>Carya</i> <i>glabra</i> var. <i>megacarpa</i> (Sarg.) Sarg.,VARIETY,Juglandaceae,2499,Carya,3054287,Carya glabra,3054325,85,EXACT
Viburnum rafinesqueanum affine,4925724,Viburnum rafinesqueanum affine,<i>Viburnum</i> <i>rafinesqueanum</i> var. <i>affine</i> (Bush ex C.K.Schneid.) House,VARIETY,Viburnaceae,4924416,Viburnum,2888580,Viburnum rafinesqueanum,4925723,88,EXACT
Tragopogon pratensis minor,3092408,Tragopogon,<i>Tragopogon</i> L.,GENUS,Asteraceae,3065,Tragopogon,3092408,,,84,HIGHERRANK
Rumex crispus fauriei,7697641,Rumex crispus fauriei,<i>Rumex</i> <i>crispus</i> var. <i>fauriei</i> (Rech.fil.) Reveal,VARIETY,Polygonaceae,2416,Rumex,2888942,Rumex crispus,8195144,85,EXACT
Stellaria nemorum,6363434,Stellaria nemorum,<i>Stellaria</i> <i>nemorum</i> L.,SPECIES,Caryophyllaceae,2518,Stellaria,3085667,Stellaria nemorum,6363434,99,EXACT
Ilex vomitoria vomitoria,7315835,Ilex vomitoria vomitoria,<i>Ilex</i> <i>vomitoria</i> subsp. <i>vomitoria</i>,SUBSPECIES,Aquifoliaceae,6716,Ilex,10792217,Ilex vomitoria,5414250,88,EXACT
Pycnanthemum tenuifolium,2927347,Pycnanthemum tenuifolium,<i>Pycnanthemum</i> <i>tenuifolium</i> Schrad.,SPECIES,Lamiaceae,2497,Pycnanthemum,2927338,Pycnanthemum tenuifolium,2927347,100,EXACT
Smilax havanensis,5295726,Smilax havanensis,<i>Smilax</i> <i>havanensis</i> Jacq.,SPECIES,Smilacaceae,7702,Smilax,2740627,Smilax havanensis,5295726,99,EXACT
Ceanothus cuneatus fascicularis,3875208,Ceanothus cuneatus fascicularis,<i>Ceanothus</i> <i>cuneatus</i> var. <i>fascicularis</i> (Mc Minn) Hoover,VARIETY,Rhamnaceae,2407,Ceanothus,3039297,Ceanothus cuneatus,3039404,85,EXACT
Clinopodium chandleri,2926942,Clinopodium chandleri,<i>Clinopodium</i> <i>chandleri</i> (Brandegee) P.D.Cantino & Wagstaff,SPECIES,Lamiaceae,2497,Clinopodium,2926907,Clinopodium chandleri,2926942,100,EXACT
Crataegus suborbiculata,3014833,Crataegus suborbiculata,<i>Crataegus</i> <i>suborbiculata</i> Sarg.,SPECIES,Rosaceae,5015,Crataegus,3013395,Crataegus suborbiculata,3014833,100,EXACT
Rubus subsolanus,2992601,Rubus subsolanus,<i>Rubus</i> <i>subsolanus</i> L.H.Bailey,SPECIES,Rosaceae,5015,Rubus,2988638,Rubus missouricus,2992597,100,EXACT
Rubus suus,2994178,Rubus suus,<i>Rubus</i> <i>suus</i> L.H.Bailey,SPECIES,Rosaceae,5015,Rubus,2988638,Rubus suus,2994178,100,EXACT
Phlox pilosa riparia,4056632,Phlox pilosa riparia,<i>Phlox</i> <i>pilosa</i> subsp. <i>riparia</i> Wherry,SUBSPECIES,Polemoniaceae,6648,Phlox,2927698,Phlox pilosa,2927734,88,EXACT
Phlox pilosa longipilosa,7783315,Phlox pilosa longipilosa,<i>Phlox</i> <i>pilosa</i> subsp. <i>longipilosa</i> (Waterf.) Locklear,SUBSPECIES,Polemoniaceae,6648,Phlox,2927698,Phlox pilosa,2927734,85,EXACT
Fragaria chiloensis lucida,3030034,Fragaria chiloensis lucida,<i>Fragaria</i> <i>chiloensis</i> subsp. <i>lucida</i> (Vilm.) Staudt,SUBSPECIES,Rosaceae,5015,Fragaria,3029779,Fragaria chiloensis,7738624,88,EXACT
Allium cepa cepa,6435012,Allium cepa cepa,<i>Allium</i> <i>cepa</i> var. <i>cepa</i>,VARIETY,Amaryllidaceae,7682,Allium,9624496,Allium cepa,2857697,85,EXACT
Smilax glauca,5295374,Smilax glauca,<i>Smilax</i> <i>glauca</i> Walter,SPECIES,Smilacaceae,7702,Smilax,2740627,Smilax glauca,5295374,99,EXACT
Yucca baileyi,2775611,Yucca baileyi,<i>Yucca</i> <i>baileyi</i> Wooton & Standl.,SPECIES,Asparagaceae,7683,Yucca,2775496,Yucca baileyi,2775611,100,EXACT
Vicia villosa villosa,6404650,Vicia villosa villosa,<i>Vicia</i> <i>villosa</i> var. <i>villosa</i>,VARIETY,Fabaceae,5386,Vicia,2974751,Vicia villosa,9182154,85,EXACT
Vicia pulchella,2974801,Vicia pulchella,<i>Vicia</i> <i>pulchella</i> Kunth,SPECIES,Fabaceae,5386,Vicia,2974751,Vicia pulchella,2974801,100,EXACT
Viburnum plicatum tomentosum,2888624,Viburnum plicatum tomentosum,<i>Viburnum</i> <i>plicatum</i> var. <i>tomentosum</i> (Thunb.) Miq.,VARIETY,Viburnaceae,4924416,Viburnum,2888580,Viburnum plicatum,2888622,84,EXACT
Ribes watsonianum,2986142,Ribes watsonianum,<i>Ribes</i> <i>watsonianum</i> Koehne,SPECIES,Grossulariaceae,2403,Ribes,2986095,Ribes watsonianum,2986142,100,EXACT
Physalis solanacea,7796156,Physalis solanacea,<i>Physalis</i> <i>solanacea</i> (Schltdl.) Axelius,SPECIES,Solanaceae,7717,Physalis,2928907,Physalis solanacea,7796156,99,EXACT
Malus prunifolia,3001157,Malus prunifolia,<i>Malus</i> <i>prunifolia</i> (Willd.) Borkh.,SPECIES,Rosaceae,5015,Malus,3001068,Malus prunifolia,3001157,99,EXACT
Ribes hudsonianum petiolare,4194874,Ribes hudsonianum petiolare,<i>Ribes</i> <i>hudsonianum</i> var. <i>petiolare</i> (Douglas) Jancz.,VARIETY,Grossulariaceae,2403,Ribes,2986095,Ribes hudsonianum,2986140,88,EXACT
Claytonia parviflora utahensis,4023008,Claytonia parviflora utahensis,<i>Claytonia</i> <i>parviflora</i> subsp. <i>utahensis</i> (Rydb.) John M.Mill. & K.L.Chambers,SUBSPECIES,Montiaceae,4898338,Claytonia,3084729,Claytonia parviflora,3084736,85,EXACT
Cirsium harrisonii,12085875,Cirsium harrisonii,<i>Cirsium</i> <i>harrisonii</i> (S.L.Welsh) Ackerf. & D.J.Keil,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium harrisonii,12085875,100,EXACT
Quercus turbinella,2878247,Quercus turbinella,<i>Quercus</i> <i>turbinella</i> Greene,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus turbinella,2878247,100,EXACT
Ribes speciosum,2986206,Ribes speciosum,<i>Ribes</i> <i>speciosum</i> Pursh,SPECIES,Grossulariaceae,2403,Ribes,2986095,Ribes speciosum,2986206,100,EXACT
Rumex verticillatus,2888967,Rumex verticillatus,<i>Rumex</i> <i>verticillatus</i> L.,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex verticillatus,2888967,99,EXACT
Pycnanthemum incanum,2927354,Pycnanthemum incanum,<i>Pycnanthemum</i> <i>incanum</i> (L.) Michx.,SPECIES,Lamiaceae,2497,Pycnanthemum,2927338,Pycnanthemum incanum,2927354,100,EXACT
Cirsium mohavense,3112917,Cirsium mohavense,<i>Cirsium</i> <i>mohavense</i> (Greene) Petr.,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium mohavense,3112917,99,EXACT
Quercus pagoda,2881680,Quercus pagoda,<i>Quercus</i> <i>pagoda</i> Raf.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus pagoda,2881680,100,EXACT
Vitis aestivalis lincecumii,5708433,Vitis aestivalis lincecumii,<i>Vitis</i> <i>aestivalis</i> var. <i>lincecumii</i> (Buckley) Munson,VARIETY,Vitaceae,6672,Vitis,7467468,Vitis aestivalis,5372400,88,EXACT
Vaccinium dentatum,2882855,Vaccinium dentatum,<i>Vaccinium</i> <i>dentatum</i> Sm.,SPECIES,Ericaceae,2505,Vaccinium,2882813,Vaccinium dentatum,2882855,100,EXACT
Erythronium klamathense,2752870,Erythronium klamathense,<i>Erythronium</i> <i>klamathense</i> Applegate,SPECIES,Liliaceae,7699,Erythronium,2740136,Erythronium klamathense,2752870,100,EXACT
Pinus discolor,5686897,Pinus discolor,<i>Pinus</i> <i>discolor</i> D.K.Bailey & Hawksw.,SPECIES,Pinaceae,3925,Pinus,2684241,Pinus discolor,5686897,100,EXACT
Trillium discolor,2742273,Trillium discolor,<i>Trillium</i> <i>discolor</i> Hook.,SPECIES,Melanthiaceae,7700,Trillium,2742182,Trillium discolor,2742273,100,EXACT
Quercus × saulii,2881677,Quercus saulii,<i>Quercus</i> × <i>saulii</i> C.K.Schneid.,SPECIES,Fagaceae,4689,Quercus,2877951,Quercus saulii,2881677,100,EXACT
Allium hoffmanii,2856947,Allium hoffmanii,<i>Allium</i> <i>hoffmanii</i> Ownbey ex Traub,SPECIES,Amaryllidaceae,7682,Allium,9624496,Allium hoffmanii,2856947,100,EXACT
Stellaria media media,7104410,Stellaria media media,<i>Stellaria</i> <i>media</i> subsp. <i>media</i>,SUBSPECIES,Caryophyllaceae,2518,Stellaria,3085667,Stellaria media,5384604,85,EXACT
Capsella bursa-pastoris bursa-pastoris,7129045,Capsella bursa-pastoris bursa-pastoris,<i>Capsella</i> <i>bursa-pastoris</i> subsp. <i>bursa-pastoris</i>,SUBSPECIES,Brassicaceae,3112,Capsella,3047430,Capsella bursa-pastoris,5375388,84,EXACT
