searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType,searched_sp,matched_sp,scientificName,first_of_searched,first_of_binomial,first_of_canonical
Hypericum ascyron pyramidatum,3715292,Hypericum ascyron pyramidatum,<i>Hypericum</i> <i>ascyron</i> subsp. <i>pyramidatum</i> (Dryand. ex Aiton) N.Robson,SUBSPECIES,Hypericaceae,4900406.0,Hypericum,3189452.0,Hypericum ascyron,3189479.0,88,EXACT,3,3,Hypericum ascyron pyramidatum,Hypericum,Hypericum,Hypericum
Rubus arcticus stellatus,6369034,Rubus arcticus stellatus,<i>Rubus</i> <i>arcticus</i> subsp. <i>stellatus</i> (Sm.) Boivin,SUBSPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus arcticus,2992051.0,85,EXACT,3,3,Rubus arcticus stellatus,Rubus,Rubus,Rubus
Crataegus castlegarensis,3016092,Crataegus castlegarensis,<i>Crataegus</i> <i>castlegarensis</i> J.B.Phipps & O'Kennon,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus castlegarensis,3016092.0,100,EXACT,2,2,Crataegus castlegarensis,Crataegus,Crataegus,Crataegus
Crataegus chrysocarpa chrysocarpa,7219969,Crataegus chrysocarpa chrysocarpa,<i>Crataegus</i> <i>chrysocarpa</i> var. <i>chrysocarpa</i>,VARIETY,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus chrysocarpa,3015853.0,85,EXACT,3,3,Crataegus chrysocarpa chrysocarpa,Crataegus,Crataegus,Crataegus
Portulaca oleracea oleracea,6388110,Portulaca oleracea oleracea,"<i>Portulaca</i> <i>oleracea</i> subsp. <i>oleracea</i> Linnaeus, 1753",SUBSPECIES,Portulacaceae,6717.0,Portulaca,3084696.0,Portulaca oleracea,3084719.0,85,EXACT,3,3,Portulaca oleracea oleracea,Portulaca,Portulaca,Portulaca
Erythronium americanum,2752815,Erythronium americanum,<i>Erythronium</i> <i>americanum</i> Ker Gawl.,SPECIES,Liliaceae,7699.0,Erythronium,2740136.0,Erythronium americanum,2752815.0,99,EXACT,2,2,Erythronium americanum,Erythronium,Erythronium,Erythronium
Vicia grandiflora,2974901,Vicia grandiflora,<i>Vicia</i> <i>grandiflora</i> Scop.,SPECIES,Fabaceae,5386.0,Vicia,2974751.0,Vicia grandiflora,2974901.0,99,EXACT,2,2,Vicia grandiflora,Vicia,Vicia,Vicia
Cirsium wheeleri,3112670,Cirsium wheeleri,<i>Cirsium</i> <i>wheeleri</i> (A.Gray) Petr.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium wheeleri,3112670.0,100,EXACT,2,2,Cirsium wheeleri,Cirsium,Cirsium,Cirsium
Ceanothus maritimus,3039393,Ceanothus maritimus,<i>Ceanothus</i> <i>maritimus</i> Hoover,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus maritimus,3039393.0,100,EXACT,2,2,Ceanothus maritimus,Ceanothus,Ceanothus,Ceanothus
Physalis cinerascens spathulifolia,5581432,Physalis cinerascens spathulifolia,<i>Physalis</i> <i>cinerascens</i> var. <i>spathulifolia</i> (Torr.) J.R.Sullivan,VARIETY,Solanaceae,7717.0,Physalis,2928907.0,Physalis cinerascens,5341768.0,88,EXACT,3,3,Physalis cinerascens spathulifolia,Physalis,Physalis,Physalis
Quercus marilandica marilandica,2881630,Quercus marilandica,<i>Quercus</i> <i>marilandica</i> (L.) Münchh.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus marilandica,2881630.0,100,HIGHERRANK,3,2,Quercus marilandica,Quercus,Quercus,Quercus
Ceanothus arcuatus,10527561,Ceanothus arcuatus,<i>Ceanothus</i> × <i>arcuatus</i> Mc Minn,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus arcuatus,10527561.0,99,EXACT,2,2,Ceanothus arcuatus,Ceanothus,Ceanothus,Ceanothus
Claytonia exigua glauca,4022126,Claytonia exigua glauca,<i>Claytonia</i> <i>exigua</i> subsp. <i>glauca</i> (Nutt. ex Torr. & A.Gray) John M.Mill. & K.L.Chambers,SUBSPECIES,Montiaceae,4898338.0,Claytonia,3084729.0,Claytonia exigua,3084730.0,88,EXACT,3,3,Claytonia exigua glauca,Claytonia,Claytonia,Claytonia
Cirsium scariosum scariosum,7066689,Cirsium scariosum scariosum,<i>Cirsium</i> <i>scariosum</i> var. <i>scariosum</i>,VARIETY,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium scariosum,3113127.0,88,EXACT,3,3,Cirsium scariosum scariosum,Cirsium,Cirsium,Cirsium
Quercus intricata,2879547,Quercus intricata,<i>Quercus</i> <i>intricata</i> Trel.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus intricata,2879547.0,100,EXACT,2,2,Quercus intricata,Quercus,Quercus,Quercus
Acorus calamus angustatus,2873796,Acorus calamus angustatus,<i>Acorus</i> <i>calamus</i> var. <i>angustatus</i> Besser,VARIETY,Acoraceae,3719.0,Acorus,2730063.0,Acorus calamus,2873769.0,88,EXACT,3,3,Acorus calamus angustatus,Acorus,Acorus,Acorus
Crataegus pisifera,3016153,Crataegus pisifera,<i>Crataegus</i> <i>pisifera</i> Sarg.,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus succulenta,3016137.0,100,EXACT,2,2,Crataegus pisifera,Crataegus,Crataegus,Crataegus
Viola epipsiloides,5663752,Viola epipsiloides,<i>Viola</i> <i>epipsiloides</i> Á.Löve & D.Löve,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola epipsila,5331391.0,100,EXACT,2,2,Viola epipsiloides,Viola,Viola,Viola
Cylindropuntia imbricata imbricata,7282635,Cylindropuntia imbricata imbricata,<i>Cylindropuntia</i> <i>imbricata</i> subsp. <i>imbricata</i>,SUBSPECIES,Cactaceae,2519.0,Cylindropuntia,7628502.0,Cylindropuntia imbricata,6381277.0,85,EXACT,3,3,Cylindropuntia imbricata imbricata,Cylindropuntia,Cylindropuntia,Cylindropuntia
Cirsium rhothophilum,3113056,Cirsium rhothophilum,<i>Cirsium</i> <i>rhothophilum</i> S.F.Blake,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium rhothophilum,3113056.0,100,EXACT,2,2,Cirsium rhothophilum,Cirsium,Cirsium,Cirsium
Trillium flexipes,2742422,Trillium flexipes,<i>Trillium</i> <i>flexipes</i> Raf.,SPECIES,Melanthiaceae,7700.0,Trillium,2742182.0,Trillium flexipes,2742422.0,100,EXACT,2,2,Trillium flexipes,Trillium,Trillium,Trillium
Quercus durata gabrielensis,2879928,Quercus durata gabrielensis,<i>Quercus</i> <i>durata</i> var. <i>gabrielensis</i> Nixon & C.H.Müll.,VARIETY,Fagaceae,4689.0,Quercus,2877951.0,Quercus durata,2879923.0,88,EXACT,3,3,Quercus durata gabrielensis,Quercus,Quercus,Quercus
Ceanothus thyrsiflorus,3039379,Ceanothus thyrsiflorus,<i>Ceanothus</i> <i>thyrsiflorus</i> Eschw.,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus thyrsiflorus,3039379.0,100,EXACT,2,2,Ceanothus thyrsiflorus,Ceanothus,Ceanothus,Ceanothus
Sanicula arctopoides,3034853,Sanicula arctopoides,<i>Sanicula</i> <i>arctopoides</i> Hook. & Arn.,SPECIES,Apiaceae,6720.0,Sanicula,3034831.0,Sanicula arctopoides,3034853.0,100,EXACT,2,2,Sanicula arctopoides,Sanicula,Sanicula,Sanicula
Pycnanthemum curvipes,2927339,Pycnanthemum curvipes,<i>Pycnanthemum</i> <i>curvipes</i> (Greene) E.Grant & Epling,SPECIES,Lamiaceae,2497.0,Pycnanthemum,2927338.0,Pycnanthemum curvipes,2927339.0,100,EXACT,2,2,Pycnanthemum curvipes,Pycnanthemum,Pycnanthemum,Pycnanthemum
Malus ioensis,3001596,Malus ioensis,<i>Malus</i> <i>ioensis</i> (Alph.Wood) Britton,SPECIES,Rosaceae,5015.0,Malus,3001068.0,Malus ioensis,3001596.0,100,EXACT,2,2,Malus ioensis,Malus,Malus,Malus
Rubus fraxinifolius,2991951,Rubus fraxinifolius,<i>Rubus</i> <i>fraxinifolius</i> Poir.,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus fraxinifolius,2991951.0,100,EXACT,2,2,Rubus fraxinifolius,Rubus,Rubus,Rubus
Viola canadensis scopulorum,5664111,Viola canadensis scopulorum,<i>Viola</i> <i>canadensis</i> var. <i>scopulorum</i> A.Gray,VARIETY,Violaceae,6631.0,Viola,2874237.0,Viola scopulorum,5665116.0,84,EXACT,3,3,Viola canadensis scopulorum,Viola,Viola,Viola
Quercus × deamii,2880125,Quercus deamii,<i>Quercus</i> × <i>deamii</i> Trel.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus deamii,2880125.0,100,EXACT,3,2,Quercus deamii,Quercus,Quercus,Quercus
Fallopia cristata,5652270,Fallopia cristata,<i>Fallopia</i> <i>cristata</i> (Engelm. ex A.Gray) Holub,SPECIES,Polygonaceae,2416.0,Fallopia,2889418.0,Fallopia scandens,5652201.0,100,EXACT,2,2,Fallopia cristata,Fallopia,Fallopia,Fallopia
Stellaria alaskana,5384644,Stellaria alaskana,<i>Stellaria</i> <i>alaskana</i> Hultén,SPECIES,Caryophyllaceae,2518.0,Stellaria,3085667.0,Stellaria alaskana,5384644.0,100,EXACT,2,2,Stellaria alaskana,Stellaria,Stellaria,Stellaria
Trifolium pratense sativum,5358798,Trifolium pratense sativum,<i>Trifolium</i> <i>pratense</i> var. <i>sativum</i> Schreb.,VARIETY,Fabaceae,5386.0,Trifolium,2973363.0,Trifolium pratense,8324121.0,85,EXACT,3,3,Trifolium pratense sativum,Trifolium,Trifolium,Trifolium
Barbarea vulgaris vulgaris,8560535,Barbarea vulgaris vulgaris,<i>Barbarea</i> <i>vulgaris</i> var. <i>vulgaris</i>,VARIETY,Brassicaceae,3112.0,Barbarea,8370997.0,Barbarea vulgaris,7941223.0,85,EXACT,3,3,Barbarea vulgaris vulgaris,Barbarea,Barbarea,Barbarea
Fallopia convolvulus,6391461,Fallopia convolvulus,<i>Fallopia</i> <i>convolvulus</i> (L.) Á.Löve,SPECIES,Polygonaceae,2416.0,Fallopia,2889418.0,Fallopia convolvulus,6391461.0,100,EXACT,2,2,Fallopia convolvulus,Fallopia,Fallopia,Fallopia
Maianthemum racemosum racemosum,7228120,Maianthemum racemosum racemosum,<i>Maianthemum</i> <i>racemosum</i> subsp. <i>racemosum</i>,SUBSPECIES,Asparagaceae,7683.0,Maianthemum,9608430.0,Maianthemum racemosum,2769457.0,88,EXACT,3,3,Maianthemum racemosum racemosum,Maianthemum,Maianthemum,Maianthemum
Prunus serotina serotina,6620105,Prunus serotina serotina,<i>Prunus</i> <i>serotina</i> var. <i>serotina</i>,VARIETY,Rosaceae,5015.0,Prunus,3020559.0,Prunus serotina,3021850.0,85,EXACT,3,3,Prunus serotina serotina,Prunus,Prunus,Prunus
Hesperis matronalis matronalis,7225626,Hesperis matronalis matronalis,"<i>Hesperis</i> <i>matronalis</i> subsp. <i>matronalis</i> Linnaeus, 1753",SUBSPECIES,Brassicaceae,3112.0,Hesperis,3042187.0,Hesperis matronalis,3042291.0,85,EXACT,3,3,Hesperis matronalis matronalis,Hesperis,Hesperis,Hesperis
Allium cratericola,2857370,Allium cratericola,<i>Allium</i> <i>cratericola</i> Eastw.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium cratericola,2857370.0,100,EXACT,2,2,Allium cratericola,Allium,Allium,Allium
Camassia cusickii,2769078,Camassia cusickii,<i>Camassia</i> <i>cusickii</i> S.Watson,SPECIES,Asparagaceae,7683.0,Camassia,2769068.0,Camassia cusickii,2769078.0,100,EXACT,2,2,Camassia cusickii,Camassia,Camassia,Camassia
Ribes oxyacanthoides hendersonii,4194283,Ribes oxyacanthoides hendersonii,<i>Ribes</i> <i>oxyacanthoides</i> subsp. <i>hendersonii</i> (C.L.Hitchc.) Q.P.Sinnott,SUBSPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes oxyacanthoides,2986124.0,85,EXACT,3,3,Ribes oxyacanthoides hendersonii,Ribes,Ribes,Ribes
Allium lacunosum micranthum,2857754,Allium lacunosum micranthum,<i>Allium</i> <i>lacunosum</i> var. <i>micranthum</i> Eastw.,VARIETY,Amaryllidaceae,7682.0,Allium,9624496.0,Allium lacunosum,2857752.0,88,EXACT,3,3,Allium lacunosum micranthum,Allium,Allium,Allium
Sonchus asper asper,11374076,Sonchus asper asper,"<i>Sonchus</i> <i>asper</i> subsp. <i>asper</i> (Linnaeus, 1753)",SUBSPECIES,Asteraceae,3065.0,Sonchus,3105646.0,Sonchus asper,3105782.0,85,EXACT,3,3,Sonchus asper asper,Sonchus,Sonchus,Sonchus
Ribes malvaceum,2986101,Ribes malvaceum,<i>Ribes</i> <i>malvaceum</i> Sm.,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes malvaceum,2986101.0,100,EXACT,2,2,Ribes malvaceum,Ribes,Ribes,Ribes
Pinus serotina,5285602,Pinus serotina,<i>Pinus</i> <i>serotina</i> Michx.,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus serotina,5285602.0,100,EXACT,2,2,Pinus serotina,Pinus,Pinus,Pinus
Trillium ovatum ovatum,7227512,Trillium ovatum ovatum,<i>Trillium</i> <i>ovatum</i> var. <i>ovatum</i>,VARIETY,Melanthiaceae,7700.0,Trillium,2742182.0,Trillium ovatum,2742413.0,85,EXACT,3,3,Trillium ovatum ovatum,Trillium,Trillium,Trillium
Erythronium rostratum,2752896,Erythronium rostratum,<i>Erythronium</i> <i>rostratum</i> W.Wolf,SPECIES,Liliaceae,7699.0,Erythronium,2740136.0,Erythronium rostratum,2752896.0,100,EXACT,2,2,Erythronium rostratum,Erythronium,Erythronium,Erythronium
Rubus multifer,2992089,Rubus multifer,<i>Rubus</i> <i>multifer</i> L.H.Bailey,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus multifer,2992089.0,100,EXACT,2,2,Rubus multifer,Rubus,Rubus,Rubus
Crataegus macrosperma,3014896,Crataegus macrosperma,<i>Crataegus</i> <i>macrosperma</i> Ashe,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus macrosperma,3014896.0,100,EXACT,2,2,Crataegus macrosperma,Crataegus,Crataegus,Crataegus
Eryngium yuccifolium synchaetum,3640885,Eryngium yuccifolium synchaetum,<i>Eryngium</i> <i>yuccifolium</i> var. <i>synchaetum</i> A.Gray ex J.M.Coult. & Rose,VARIETY,Apiaceae,6720.0,Eryngium,3034387.0,Eryngium yuccifolium,3034408.0,85,EXACT,3,3,Eryngium yuccifolium synchaetum,Eryngium,Eryngium,Eryngium
Vicia floridana,2974912,Vicia floridana,<i>Vicia</i> <i>floridana</i> S.Watson,SPECIES,Fabaceae,5386.0,Vicia,2974751.0,Vicia floridana,2974912.0,100,EXACT,2,2,Vicia floridana,Vicia,Vicia,Vicia
Cirsium tracyi,3113340,Cirsium tracyi,<i>Cirsium</i> <i>tracyi</i> (Rydb.) Petr.,SPECIES,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium tracyi,3113340.0,99,EXACT,2,2,Cirsium tracyi,Cirsium,Cirsium,Cirsium
Betula papyrifera papyrifera,7226601,Betula papyrifera papyrifera,<i>Betula</i> <i>papyrifera</i> var. <i>papyrifera</i>,VARIETY,Betulaceae,4688.0,Betula,2875008.0,Betula papyrifera,5332120.0,84,EXACT,3,3,Betula papyrifera papyrifera,Betula,Betula,Betula
Allium gooddingii,2857880,Allium gooddingii,<i>Allium</i> <i>gooddingii</i> Ownbey,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium gooddingii,2857880.0,100,EXACT,2,2,Allium gooddingii,Allium,Allium,Allium
Physalis lagascae,5341775,Physalis lagascae,<i>Physalis</i> <i>lagascae</i> Roem. & Schult.,SPECIES,Solanaceae,7717.0,Physalis,2928907.0,Physalis lagascae,5341775.0,100,EXACT,2,2,Physalis lagascae,Physalis,Physalis,Physalis
Allium flavum,2856261,Allium flavum,<i>Allium</i> <i>flavum</i> L.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium flavum,2856261.0,99,EXACT,2,2,Allium flavum,Allium,Allium,Allium
Fallopia scandens,5652201,Fallopia scandens,<i>Fallopia</i> <i>scandens</i> (L.) Holub,SPECIES,Polygonaceae,2416.0,Fallopia,2889418.0,Fallopia scandens,5652201.0,100,EXACT,2,2,Fallopia scandens,Fallopia,Fallopia,Fallopia
Lycopus amplectens,5341471,Lycopus amplectens,<i>Lycopus</i> <i>amplectens</i> Raf.,SPECIES,Lamiaceae,2497.0,Lycopus,2927122.0,Lycopus amplectens,5341471.0,100,EXACT,2,2,Lycopus amplectens,Lycopus,Lycopus,Lycopus
Sanicula arguta,3034832,Sanicula arguta,<i>Sanicula</i> <i>arguta</i> Greene ex J.M.Coult. & Rose,SPECIES,Apiaceae,6720.0,Sanicula,3034831.0,Sanicula arguta,3034832.0,99,EXACT,2,2,Sanicula arguta,Sanicula,Sanicula,Sanicula
Plantago maritima juncoides,4156211,Plantago maritima juncoides,<i>Plantago</i> <i>maritima</i> var. <i>juncoides</i> (Lam.) A.Gray,VARIETY,Plantaginaceae,2420.0,Plantago,3189695.0,Plantago maritima,3189755.0,84,EXACT,3,3,Plantago maritima juncoides,Plantago,Plantago,Plantago
Claytonia megarhiza nivalis,4023382,Claytonia megarhiza nivalis,<i>Claytonia</i> <i>megarhiza</i> var. <i>nivalis</i> (English) C.L.Hitchc.,VARIETY,Montiaceae,4898338.0,Claytonia,3084729.0,Claytonia megarhiza,3084735.0,88,EXACT,3,3,Claytonia megarhiza nivalis,Claytonia,Claytonia,Claytonia
Viola egglestonii,5331322,Viola egglestonii,<i>Viola</i> <i>egglestonii</i> Brainerd,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola egglestonii,5331322.0,100,EXACT,2,2,Viola egglestonii,Viola,Viola,Viola
Rumex obtusifolius obtusifolius,7344611,Rumex obtusifolius obtusifolius,"<i>Rumex</i> <i>obtusifolius</i> subsp. <i>obtusifolius</i> Linnaeus, 1753",SUBSPECIES,Polygonaceae,2416.0,Rumex,2888942.0,Rumex obtusifolius,2889011.0,85,EXACT,3,3,Rumex obtusifolius obtusifolius,Rumex,Rumex,Rumex
Ceanothus americanus pitcheri,3039319,Ceanothus americanus pitcheri,<i>Ceanothus</i> <i>americanus</i> var. <i>pitcheri</i> Torr. & A.Gray,VARIETY,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus americanus,3039318.0,88,EXACT,3,3,Ceanothus americanus pitcheri,Ceanothus,Ceanothus,Ceanothus
Pinus mugo,5285385,Pinus mugo,<i>Pinus</i> <i>mugo</i> Turra,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus mugo,5285385.0,100,EXACT,2,2,Pinus mugo,Pinus,Pinus,Pinus
Astragalus crassicarpus cavus,5343644,Astragalus crassicarpus cavus,<i>Astragalus</i> <i>crassicarpus</i> var. <i>cavus</i> Barneby,VARIETY,Fabaceae,5386.0,Astragalus,2933951.0,Astragalus crassicarpus,5343637.0,88,EXACT,3,3,Astragalus crassicarpus cavus,Astragalus,Astragalus,Astragalus
Viola × cordifolia,9196003,Viola cordifolia,<i>Viola</i> × <i>cordifolia</i> (Nutt.) Schwein.,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola cordifolia,9196003.0,99,EXACT,3,2,Viola cordifolia,Viola,Viola,Viola
Viola rostrata,5331225,Viola rostrata,<i>Viola</i> <i>rostrata</i> Pursh,SPECIES,Violaceae,6631.0,Viola,2874237.0,Viola rostrata,5331225.0,99,EXACT,2,2,Viola rostrata,Viola,Viola,Viola
Crataegus marshallii,3014468,Crataegus marshallii,<i>Crataegus</i> <i>marshallii</i> Eggl.,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus marshallii,3014468.0,100,EXACT,2,2,Crataegus marshallii,Crataegus,Crataegus,Crataegus
Pinus flexilis,5285551,Pinus flexilis,<i>Pinus</i> <i>flexilis</i> E.James,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus flexilis,5285551.0,100,EXACT,2,2,Pinus flexilis,Pinus,Pinus,Pinus
Lactuca virosa,3140346,Lactuca virosa,<i>Lactuca</i> <i>virosa</i> L.,SPECIES,Asteraceae,3065.0,Lactuca,3140231.0,Lactuca virosa,3140346.0,99,EXACT,2,2,Lactuca virosa,Lactuca,Lactuca,Lactuca
Hesperis matronalis candida,3042312,Hesperis matronalis candida,<i>Hesperis</i> <i>matronalis</i> subsp. <i>candida</i> (Kit.) Hegi & Em.Schmid,SUBSPECIES,Brassicaceae,3112.0,Hesperis,3042187.0,Hesperis matronalis,3042291.0,85,EXACT,3,3,Hesperis matronalis candida,Hesperis,Hesperis,Hesperis
Quercus × bushii,2879053,Quercus bushii,<i>Quercus</i> × <i>bushii</i> Sarg.,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus bushii,2879053.0,100,EXACT,3,2,Quercus bushii,Quercus,Quercus,Quercus
Phlox pilosa deamii,4274753,Phlox pilosa deamii,<i>Phlox</i> <i>pilosa</i> subsp. <i>deamii</i> D.A.Levin,SUBSPECIES,Polemoniaceae,6648.0,Phlox,2927698.0,Phlox pilosa,2927734.0,88,EXACT,3,3,Phlox pilosa deamii,Phlox,Phlox,Phlox
Athyrium filix-femina filix-femina,7289067,Athyrium filix-femina filix-femina,<i>Athyrium</i> <i>filix-femina</i> subsp. <i>filix-femina</i>,SUBSPECIES,Athyriaceae,4922264.0,Athyrium,2650888.0,Athyrium filix-femina,5275044.0,85,EXACT,3,3,Athyrium filix-femina filix-femina,Athyrium,Athyrium,Athyrium
Ribes malvaceum malvaceum,7095863,Ribes malvaceum malvaceum,<i>Ribes</i> <i>malvaceum</i> var. <i>malvaceum</i>,VARIETY,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes malvaceum,2986101.0,88,EXACT,3,3,Ribes malvaceum malvaceum,Ribes,Ribes,Ribes
Rapistrum rugosum,5373368,Rapistrum rugosum,<i>Rapistrum</i> <i>rugosum</i> (L.) All.,SPECIES,Brassicaceae,3112.0,Rapistrum,8306649.0,Rapistrum rugosum,5373368.0,99,EXACT,2,2,Rapistrum rugosum,Rapistrum,Rapistrum,Rapistrum
Quercus welshii,2877975,Quercus welshii,<i>Quercus</i> <i>welshii</i> R.A.Denham,SPECIES,Fagaceae,4689.0,Quercus,2877951.0,Quercus welshii,2877975.0,100,EXACT,2,2,Quercus welshii,Quercus,Quercus,Quercus
Ceanothus papillosus,3039343,Ceanothus papillosus,<i>Ceanothus</i> <i>papillosus</i> Torr. & A.Gray,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus papillosus,3039343.0,100,EXACT,2,2,Ceanothus papillosus,Ceanothus,Ceanothus,Ceanothus
Ceanothus ferrisiae,10356434,Ceanothus ferrisiae,<i>Ceanothus</i> <i>ferrisiae</i> Mc Minn,SPECIES,Rhamnaceae,2407.0,Ceanothus,3039297.0,Ceanothus ferrisiae,10356434.0,99,EXACT,2,2,Ceanothus ferrisiae,Ceanothus,Ceanothus,Ceanothus
Comandra umbellata umbellata,7222040,Comandra umbellata umbellata,<i>Comandra</i> <i>umbellata</i> subsp. <i>umbellata</i>,SUBSPECIES,Comandraceae,4936000.0,Comandra,2889776.0,Comandra umbellata,2889777.0,85,EXACT,3,3,Comandra umbellata umbellata,Comandra,Comandra,Comandra
Cirsium hydrophilum hydrophilum,4274472,Cirsium hydrophilum hydrophilum,<i>Cirsium</i> <i>hydrophilum</i> var. <i>hydrophilum</i>,VARIETY,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium hydrophilum,3112555.0,88,EXACT,3,3,Cirsium hydrophilum hydrophilum,Cirsium,Cirsium,Cirsium
Rubus uniformis,2991959,Rubus uniformis,<i>Rubus</i> <i>uniformis</i> L.H.Bailey,SPECIES,Rosaceae,5015.0,Rubus,2988638.0,Rubus uniformis,2991959.0,100,EXACT,2,2,Rubus uniformis,Rubus,Rubus,Rubus
Carduus nutans nutans,7066712,Carduus nutans nutans,<i>Carduus</i> <i>nutans</i> subsp. <i>nutans</i>,SUBSPECIES,Asteraceae,3065.0,Carduus,3114511.0,Carduus nutans,8185959.0,85,EXACT,3,3,Carduus nutans nutans,Carduus,Carduus,Carduus
Allium fimbriatum mohavense,2856837,Allium fimbriatum mohavense,<i>Allium</i> <i>fimbriatum</i> var. <i>mohavense</i> Jeps.,VARIETY,Amaryllidaceae,7682.0,Allium,9624496.0,Allium fimbriatum,2856831.0,85,EXACT,3,3,Allium fimbriatum mohavense,Allium,Allium,Allium
Erythronium grandiflorum grandiflorum,4270333,Erythronium grandiflorum grandiflorum,<i>Erythronium</i> <i>grandiflorum</i> subsp. <i>grandiflorum</i>,SUBSPECIES,Liliaceae,7699.0,Erythronium,2740136.0,Erythronium grandiflorum,2752872.0,85,EXACT,3,3,Erythronium grandiflorum grandiflorum,Erythronium,Erythronium,Erythronium
Yucca glauca,2775497,Yucca glauca,<i>Yucca</i> <i>glauca</i> Nutt.,SPECIES,Asparagaceae,7683.0,Yucca,2775496.0,Yucca glauca,2775497.0,99,EXACT,2,2,Yucca glauca,Yucca,Yucca,Yucca
Petasites frigidus palmatus,6300538,Petasites frigidus palmatus,<i>Petasites</i> <i>frigidus</i> var. <i>palmatus</i> (Aiton) Cronquist,VARIETY,Asteraceae,3065.0,Petasites,10717129.0,Petasites frigidus,3088323.0,85,EXACT,3,3,Petasites frigidus palmatus,Petasites,Petasites,Petasites
Pinus clausa,5285768,Pinus clausa,<i>Pinus</i> <i>clausa</i> (Chapm. ex Engelm.) Sarg.,SPECIES,Pinaceae,3925.0,Pinus,2684241.0,Pinus clausa,5285768.0,99,EXACT,2,2,Pinus clausa,Pinus,Pinus,Pinus
Vitis shuttleworthii,5372416,Vitis shuttleworthii,<i>Vitis</i> <i>shuttleworthii</i> House,SPECIES,Vitaceae,6672.0,Vitis,7467468.0,Vitis shuttleworthii,5372416.0,100,EXACT,2,2,Vitis shuttleworthii,Vitis,Vitis,Vitis
Claytonia saxosa,3084766,Claytonia saxosa,<i>Claytonia</i> <i>saxosa</i> Brandegee,SPECIES,Montiaceae,4898338.0,Claytonia,3084729.0,Claytonia saxosa,3084766.0,100,EXACT,2,2,Claytonia saxosa,Claytonia,Claytonia,Claytonia
Vitis doaniana,5372395,Vitis doaniana,<i>Vitis</i> × <i>doaniana</i> Munson,SPECIES,Vitaceae,6672.0,Vitis,7467468.0,Vitis doaniana,5372395.0,99,EXACT,2,2,Vitis doaniana,Vitis,Vitis,Vitis
Cirsium cymosum canovirens,4223486,Cirsium cymosum canovirens,<i>Cirsium</i> <i>cymosum</i> var. <i>canovirens</i> (Rydb.) D.J.Keil,VARIETY,Asteraceae,3065.0,Cirsium,3112554.0,Cirsium cymosum,6444478.0,88,EXACT,3,3,Cirsium cymosum canovirens,Cirsium,Cirsium,Cirsium
Xanthium strumarium glabratum,3089139,Xanthium,<i>Xanthium</i> L.,GENUS,Asteraceae,3065.0,Xanthium,3089139.0,,,84,HIGHERRANK,3,1,Xanthium,Xanthium,Xanthium,Xanthium
Crataegus ambigua,3014082,Crataegus ambigua,<i>Crataegus</i> <i>ambigua</i> C.A.Mey. ex A.K.Becker,SPECIES,Rosaceae,5015.0,Crataegus,3013395.0,Crataegus ambigua,3014082.0,99,EXACT,2,2,Crataegus ambigua,Crataegus,Crataegus,Crataegus
