searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType
Rumex longifolius,2888946,Rumex longifolius,<i>Rumex</i> <i>longifolius</i> DC.,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex longifolius,2888946,99,EXACT
Rumex fueginus,2888982,Rumex fueginus,<i>Rumex</i> <i>fueginus</i> Phil.,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex fueginus,2888982,100,EXACT
Rumex patientia,2889019,Rumex patientia,<i>Rumex</i> <i>patientia</i> L.,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex patientia,2889019,99,EXACT
Rumex obtusifolius,2889011,Rumex obtusifolius,<i>Rumex</i> <i>obtusifolius</i> L.,SPECIES,Polygonaceae,2416,Rumex,2888942,Rumex obtusifolius,2889011,99,EXACT
Mertensia virginica,5341242,Mertensia virginica,<i>Mertensia</i> <i>virginica</i> (L.) Pers. ex Link,SPECIES,Boraginaceae,2498,Mertensia,2663415,Mertensia virginica,5341242,99,EXACT
Mertensia paniculata,5341214,Mertensia paniculata,<i>Mertensia</i> <i>paniculata</i> (Aiton) G.Don,SPECIES,Boraginaceae,2498,Mertensia,2663415,Mertensia paniculata,5341214,100,EXACT
Mertensia maritima,5341246,Mertensia maritima,<i>Mertensia</i> <i>maritima</i> (L.) Gray,SPECIES,Boraginaceae,2498,Mertensia,2663415,Mertensia maritima,5341246,100,EXACT
Solidago sempervirens,5388927,Solidago sempervirens,<i>Solidago</i> <i>sempervirens</i> L.,SPECIES,Asteraceae,3065,Solidago,5388868,Solidago sempervirens,5388927,99,EXACT
Symphtum officinale,7558421,Symphytum officinale,<i>Symphytum</i> <i>officinale</i> L.,SPECIES,Boraginaceae,2498,Symphytum,2926061,Symphytum officinale,7558421,89,VARIANT
Arctium,11572432,Arctium,"<i>Arctium</i> sp. Linnaeus, 1753",SPECIES,Asteraceae,3065,Arctium,8106066,Arctium,11572432,98,HIGHERRANK
Arctium lappa,7353729,Arctium lappa,<i>Arctium</i> <i>lappa</i> L.,SPECIES,Asteraceae,3065,Arctium,8106066,Arctium lappa,7353729,99,EXACT
Arctium minus,5393103,Arctium minus,<i>Arctium</i> <i>minus</i> (Hill) Bernh.,SPECIES,Asteraceae,3065,Arctium,8106066,Arctium minus,5393103,99,EXACT
Arctium tomentosa,5393080,Arctium tomentosum,<i>Arctium</i> <i>tomentosum</i> Mill.,SPECIES,Asteraceae,3065,Arctium,8106066,Arctium tomentosum,5393080,98,VARIANT
Aster novae-angliae,5406425,Aster novae-angliae,<i>Aster</i> <i>novae-angliae</i> L.,SPECIES,Asteraceae,3065,Symphyotrichum,3151391,Symphyotrichum novae-angliae,3151618,100,EXACT
Berteroa incana,3053522,Berteroa incana,<i>Berteroa</i> <i>incana</i> (L.) DC.,SPECIES,Brassicaceae,3112,Berteroa,3053514,Berteroa incana,3053522,100,EXACT
Campanula rotundifolia,5410907,Campanula rotundifolia,<i>Campanula</i> <i>rotundifolia</i> L.,SPECIES,Campanulaceae,8801,Campanula,3161935,Campanula rotundifolia,5410907,99,EXACT
Campanula americana,7639571,Campanula americana,"<i>Campanula</i> <i>americana</i> hort. ex Steud., 1840",SPECIES,Campanulaceae,8801,Campanula,3161935,Campanula americana,7639571,99,EXACT
Campanula rapunculoides,5410436,Campanula rapunculoides,<i>Campanula</i> <i>rapunculoides</i> L.,SPECIES,Campanulaceae,8801,Campanula,3161935,Campanula rapunculoides,5410436,99,EXACT
Velns balsamifidus,6,Plantae,<i>Plantae</i>,KINGDOM,,,,,,,99,HIGHERRANK
Caltha palustris,5371685,Caltha palustris,<i>Caltha</i> <i>palustris</i> L.,SPECIES,Ranunculaceae,2410,Caltha,3033282,Caltha palustris,5371685,100,EXACT
Cochlearia,3040481,Cochlearia,<i>Cochlearia</i> L.,GENUS,Brassicaceae,3112,Cochlearia,3040481,,,80,HIGHERRANK
Cardamine bulbosa,3045907,Cardamine bulbosa,"<i>Cardamine</i> <i>bulbosa</i> (Schreb. ex Muhl.) Britton, Sterns & Poggenb.",SPECIES,Brassicaceae,3112,Cardamine,3045622,Cardamine bulbosa,3045907,100,EXACT
Thlaspi arvense,3052680,Thlaspi arvense,<i>Thlaspi</i> <i>arvense</i> L.,SPECIES,Brassicaceae,3112,Thlaspi,3052635,Thlaspi arvense,3052680,100,EXACT
Thlaspi alliaceum,3052738,Thlaspi alliaceum,<i>Thlaspi</i> <i>alliaceum</i> L.,SPECIES,Brassicaceae,3112,Mummenhoffia,11109737,Mummenhoffia alliacea,10944522,100,EXACT
Armoracia rusticana,3041022,Armoracia rusticana,"<i>Armoracia</i> <i>rusticana</i> P.Gaertn., B.Mey. & Scherb.",SPECIES,Brassicaceae,3112,Armoracia,3041017,Armoracia rusticana,3041022,99,EXACT
Boechera laevigata,3043265,Boechera laevigata,<i>Boechera</i> <i>laevigata</i> (Muhl. ex Willd.) Al-Shehbaz,SPECIES,Brassicaceae,3112,Borodinia,3050986,Borodinia laevigata,8221492,100,EXACT
Hesperis matronalis,3042291,Hesperis matronalis,<i>Hesperis</i> <i>matronalis</i> L.,SPECIES,Brassicaceae,3112,Hesperis,3042187,Hesperis matronalis,3042291,100,EXACT
Cardaria draba,3052311,Cardaria draba,<i>Cardaria</i> <i>draba</i> (L.) Desv.,SPECIES,Brassicaceae,3112,Lepidium,3051713,Lepidium draba,5376961,100,EXACT
Alliaria petiolata,5376075,Alliaria petiolata,<i>Alliaria</i> <i>petiolata</i> (M.Bieb.) Cavara & Grande,SPECIES,Brassicaceae,3112,Alliaria,3050645,Alliaria petiolata,5376075,100,EXACT
Eryngium yuccifolium,3034408,Eryngium yuccifolium,<i>Eryngium</i> <i>yuccifolium</i> Michx.,SPECIES,Apiaceae,6720,Eryngium,3034387,Eryngium yuccifolium,3034408,100,EXACT
Chenopodium capitatum,11379590,Chenopodium capitatum,"<i>Chenopodium</i> <i>capitatum</i> (Linnaeus, 1753) Ach.",SPECIES,Amaranthaceae,3064,Chenopodium,3083823,Chenopodium capitatum,11379590,99,EXACT
Oenothera biennis,3188924,Oenothera biennis,<i>Oenothera</i> <i>biennis</i> L.,SPECIES,Onagraceae,2430,Oenothera,3188799,Oenothera biennis,3188924,99,EXACT
Evening primrose,6,Plantae,<i>Plantae</i>,KINGDOM,,,,,,,99,HIGHERRANK
Silphium terebinthinaceum,7475866,Silphium terebinthinaceum,<i>Silphium</i> <i>terebinthinaceum</i> Jacq.,SPECIES,Asteraceae,3065,Silphium,3092563,Silphium terebinthinaceum,7475866,99,EXACT
Aster macrophyllus,5396109,Aster macrophyllus,<i>Aster</i> <i>macrophyllus</i> L.,SPECIES,Asteraceae,3065,Eurybia,3120531,Eurybia macrophylla,5396106,100,EXACT
Viola canadensis,5331231,Viola canadensis,<i>Viola</i> <i>canadensis</i> L.,SPECIES,Violaceae,6631,Viola,2874237,Viola canadensis,5331231,100,EXACT
Viola pubescens,5331338,Viola pubescens,<i>Viola</i> <i>pubescens</i> Aiton,SPECIES,Violaceae,6631,Viola,2874237,Viola pubescens,5331338,100,EXACT
Prenanthes alba,3123761,Nabalus,<i>Nabalus</i> Cass.,GENUS,Asteraceae,3065,Nabalus,3123761,,,99,HIGHERRANK
Lygodesmia texana,7811240,Lygodesmia texana,<i>Lygodesmia</i> <i>texana</i> (Torr. & A.Gray) Greene ex Small,SPECIES,Asteraceae,3065,Lygodesmia,3091131,Lygodesmia texana,7811240,99,EXACT
Scorzonera laciniata,8286501,Scorzonera laciniata,<i>Scorzonera</i> <i>laciniata</i> L.,SPECIES,Asteraceae,3065,Scorzonera,3110888,Scorzonera laciniata,8286501,99,EXACT
Cirsium,3112554,Cirsium,<i>Cirsium</i> Mill.,GENUS,Asteraceae,3065,Cirsium,3112554,,,95,HIGHERRANK
Carduus,11666629,Carduus,"<i>Carduus</i> sp. (Linnaeus, 1767) Gren.",SPECIES,Asteraceae,3065,Carduus,3114511,Carduus,11666629,97,HIGHERRANK
Onopordum,3094883,Onopordum,<i>Onopordum</i> L.,GENUS,Asteraceae,3065,Onopordum,3094883,,,80,HIGHERRANK
Silybum,3145213,Silybum,<i>Silybum</i> Vaill. ex Adans.,GENUS,Asteraceae,3065,Silybum,3145213,,,95,HIGHERRANK
Cirsium discolor,3112737,Cirsium discolor,<i>Cirsium</i> <i>discolor</i> (Muhl. ex Willd.) Spreng.,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium discolor,3112737,99,EXACT
Cirsium altissimum,8078803,Cirsium altissimum,<i>Cirsium</i> <i>altissimum</i> (L.) Spreng.,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium altissimum,8078803,99,EXACT
Cirsium horridulum,3112777,Cirsium horridulum,<i>Cirsium</i> <i>horridulum</i> Michx.,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium horridulum,3112777,99,EXACT
Cirsium vulgare,3112801,Cirsium vulgare,<i>Cirsium</i> <i>vulgare</i> (Savi) Ten.,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium vulgare,3112801,99,EXACT
Cirsium muticum,3113181,Cirsium muticum,<i>Cirsium</i> <i>muticum</i> Michx.,SPECIES,Asteraceae,3065,Cirsium,3112554,Cirsium muticum,3113181,100,EXACT
Onopordum acanthium,3094900,Onopordum acanthium,<i>Onopordum</i> <i>acanthium</i> L.,SPECIES,Asteraceae,3065,Onopordum,3094883,Onopordum acanthium,3094900,100,EXACT
Carduus nutans,8185959,Carduus nutans,<i>Carduus</i> <i>nutans</i> L.,SPECIES,Asteraceae,3065,Carduus,3114511,Carduus nutans,8185959,99,EXACT
Silybum marianum,3145214,Silybum marianum,<i>Silybum</i> <i>marianum</i> (L.) Gaertn.,SPECIES,Asteraceae,3065,Silybum,3145213,Silybum marianum,3145214,100,EXACT
Lapsana communis,3134857,Lapsana communis,<i>Lapsana</i> <i>communis</i> L.,SPECIES,Asteraceae,3065,Lapsana,3134850,Lapsana communis,3134857,100,EXACT
Youngia japonica,5387974,Youngia japonica,<i>Youngia</i> <i>japonica</i> (L.) DC.,SPECIES,Asteraceae,3065,Youngia,3095748,Youngia japonica,5387974,100,EXACT
Pyrrhopappus carolinianus,3145236,Pyrrhopappus carolinianus,<i>Pyrrhopappus</i> <i>carolinianus</i> (Walter) DC.,SPECIES,Asteraceae,3065,Pyrrhopappus,3145230,Pyrrhopappus carolinianus,3145236,100,EXACT
Cichorium intybus,5392252,Cichorium intybus,<i>Cichorium</i> <i>intybus</i> L.,SPECIES,Asteraceae,3065,Cichorium,3106707,Cichorium intybus,5392252,100,EXACT
Sonchus oleroceus,8228544,Sonchus oleraceus,<i>Sonchus</i> <i>oleraceus</i> L.,SPECIES,Asteraceae,3065,Sonchus,3105646,Sonchus oleraceus,8228544,95,VARIANT
Sonchus asper,3105782,Sonchus asper,<i>Sonchus</i> <i>asper</i> (L.) Hill,SPECIES,Asteraceae,3065,Sonchus,3105646,Sonchus asper,3105782,99,EXACT
Sonchus arvensis,3105813,Sonchus arvensis,<i>Sonchus</i> <i>arvensis</i> L.,SPECIES,Asteraceae,3065,Sonchus,3105646,Sonchus arvensis,3105813,100,EXACT
Lactuca,3140231,Lactuca,<i>Lactuca</i> L.,GENUS,Asteraceae,3065,Lactuca,3140231,,,94,HIGHERRANK
Lactuca canadensis,3140315,Lactuca canadensis,<i>Lactuca</i> <i>canadensis</i> L.,SPECIES,Asteraceae,3065,Lactuca,3140231,Lactuca canadensis,3140315,99,EXACT
Lactuca hirsuta,7521930,Lactuca hirsuta,<i>Lactuca</i> <i>hirsuta</i> Muhl. ex Nutt.,SPECIES,Asteraceae,3065,Lactuca,3140231,Lactuca hirsuta,7521930,99,EXACT
Lactuca floridana,3140423,Lactuca floridana,<i>Lactuca</i> <i>floridana</i> (L.) Gaertn.,SPECIES,Asteraceae,3065,Lactuca,3140231,Lactuca floridana,3140423,100,EXACT
Lactuca biennis,3140515,Lactuca biennis,<i>Lactuca</i> <i>biennis</i> (Moench) Fernald,SPECIES,Asteraceae,3065,Lactuca,3140231,Lactuca biennis,3140515,100,EXACT
Lactuca pulchella,3140419,Lactuca pulchella,<i>Lactuca</i> <i>pulchella</i> (Pursh) DC.,SPECIES,Asteraceae,3065,Lactuca,3140231,Lactuca pulchella,3140419,100,EXACT
Lactuca saligna,3140467,Lactuca saligna,<i>Lactuca</i> <i>saligna</i> L.,SPECIES,Asteraceae,3065,Lactuca,3140231,Lactuca saligna,3140467,100,EXACT
Lactuca serriola,3140490,Lactuca serriola,<i>Lactuca</i> <i>serriola</i> L.,SPECIES,Asteraceae,3065,Lactuca,3140231,Lactuca serriola,3140490,100,EXACT
Lactuca ludoviciana,3140324,Lactuca ludoviciana,<i>Lactuca</i> <i>ludoviciana</i> (Nutt.) Riddell,SPECIES,Asteraceae,3065,Lactuca,3140231,Lactuca ludoviciana,3140324,100,EXACT
Castilleja coccinea,3170660,Castilleja coccinea,<i>Castilleja</i> <i>coccinea</i> (L.) Spreng.,SPECIES,Orobanchaceae,6651,Castilleja,3170565,Castilleja coccinea,3170660,99,EXACT
Rudbeckia laciniata,3114229,Rudbeckia laciniata,<i>Rudbeckia</i> <i>laciniata</i> L.,SPECIES,Asteraceae,3065,Rudbeckia,3114220,Rudbeckia laciniata,3114229,100,EXACT
Orobanchocede lobatum,6,Plantae,<i>Plantae</i>,KINGDOM,,,,,,,99,HIGHERRANK
Monolepis nuttalliana,5383905,Monolepis nuttalliana,<i>Monolepis</i> <i>nuttalliana</i> (Roem. & Schult.) Greene,SPECIES,Amaranthaceae,3064,Blitum,7723712,Blitum nuttallianum,5568899,100,EXACT
Callirhoe involucrata,5406702,Callirhoe involucrata,<i>Callirhoe</i> <i>involucrata</i> (Nutt. ex Torr. & A.Gray) A.Gray,SPECIES,Malvaceae,6685,Callirhoe,3152285,Callirhoe involucrata,5406702,100,EXACT
Populus mucilaginousa,3040183,Populus,<i>Populus</i> L.,GENUS,Salicaceae,6664,Populus,3040183,,,96,HIGHERRANK
Callirhoe pedata,5406705,Callirhoe pedata,<i>Callirhoe</i> <i>pedata</i> (Nutt. ex Hook.) A.Gray,SPECIES,Malvaceae,6685,Callirhoe,3152285,Callirhoe pedata,5406705,100,EXACT
Malva neglecta,3152373,Malva neglecta,<i>Malva</i> <i>neglecta</i> Wallr.,SPECIES,Malvaceae,6685,Malva,3152364,Malva neglecta,3152373,100,EXACT
Malva moschata,3152379,Malva moschata,<i>Malva</i> <i>moschata</i> L.,SPECIES,Malvaceae,6685,Malva,3152364,Malva moschata,3152379,99,EXACT
Malva sylvestris,3152374,Malva sylvestris,<i>Malva</i> <i>sylvestris</i> L.,SPECIES,Malvaceae,6685,Malva,3152364,Malva sylvestris,3152374,100,EXACT
Napaea dioica,5406715,Napaea dioica,<i>Napaea</i> <i>dioica</i> L.,SPECIES,Malvaceae,6685,Napaea,3152362,Napaea dioica,5406715,100,EXACT
Hydrophyllum appendiculatum,2928279,Hydrophyllum appendiculatum,<i>Hydrophyllum</i> <i>appendiculatum</i> Michx.,SPECIES,Hydrophyllaceae,2387,Hydrophyllum,8906001,Hydrophyllum appendiculatum,2928279,100,EXACT
Hydrophyllum canadense,2928284,Hydrophyllum canadense,<i>Hydrophyllum</i> <i>canadense</i> L.,SPECIES,Hydrophyllaceae,2387,Hydrophyllum,8906001,Hydrophyllum canadense,2928284,100,EXACT
Hydrophyllum virginianum,2928281,Hydrophyllum virginianum,<i>Hydrophyllum</i> <i>virginianum</i> L.,SPECIES,Hydrophyllaceae,2387,Hydrophyllum,8906001,Hydrophyllum virginianum,2928281,100,EXACT
Hydrophyllum macrophyllum,2928283,Hydrophyllum macrophyllum,<i>Hydrophyllum</i> <i>macrophyllum</i> Nutt.,SPECIES,Hydrophyllaceae,2387,Hydrophyllum,8906001,Hydrophyllum macrophyllum,2928283,100,EXACT
Viola bicolor,2874237,Viola,<i>Viola</i> L.,GENUS,Violaceae,6631,Viola,2874237,,,99,HIGHERRANK
Silphium laciniatum,3092583,Silphium laciniatum,<i>Silphium</i> <i>laciniatum</i> L.,SPECIES,Asteraceae,3065,Silphium,3092563,Silphium laciniatum,3092583,99,EXACT
Pedicularis canadensis,3171674,Pedicularis canadensis,<i>Pedicularis</i> <i>canadensis</i> L.,SPECIES,Orobanchaceae,6651,Pedicularis,3171670,Pedicularis canadensis,3171674,100,EXACT
Chrysanthemum leucanthemum,3134125,Chrysanthemum leucanthemum,<i>Chrysanthemum</i> <i>leucanthemum</i> L.,SPECIES,Asteraceae,3065,Leucanthemum,7684028,Leucanthemum vulgare,8848598,100,EXACT
Oenothera laciniata,3188867,Oenothera laciniata,<i>Oenothera</i> <i>laciniata</i> Hill,SPECIES,Onagraceae,2430,Oenothera,3188799,Oenothera laciniata,3188867,100,EXACT
Diplotaxis muralis,5376337,Diplotaxis muralis,<i>Diplotaxis</i> <i>muralis</i> (L.) DC.,SPECIES,Brassicaceae,3112,Diplotaxis,3051461,Diplotaxis muralis,5376337,99,EXACT
Rorippa palustris,3053168,Rorippa palustris,<i>Rorippa</i> <i>palustris</i> (L.) Besser,SPECIES,Brassicaceae,3112,Rorippa,3053118,Rorippa palustris,3053168,99,EXACT
Rorippa sylvestris,3053376,Rorippa sylvestris,<i>Rorippa</i> <i>sylvestris</i> (L.) Besser,SPECIES,Brassicaceae,3112,Rorippa,3053118,Rorippa sylvestris,3053376,100,EXACT
Barbarea vulgaris,5708780,Barbarea vulgaris,<i>Barbarea</i> <i>vulgaris</i> (L.) W.T.Aiton,SPECIES,Brassicaceae,3112,Barbarea,8370997,Barbarea vulgaris,5708780,99,EXACT
Barbarea verna,5374672,Barbarea verna,<i>Barbarea</i> <i>verna</i> (Mill.) Asch.,SPECIES,Brassicaceae,3112,Barbarea,8370997,Barbarea verna,5374672,100,EXACT
Chorispora tenella,3044349,Chorispora tenella,<i>Chorispora</i> <i>tenella</i> (Pall.) DC.,SPECIES,Brassicaceae,3112,Chorispora,3044348,Chorispora tenella,3044349,100,EXACT
Capsella bursa-pastoris,5375388,Capsella bursa-pastoris,<i>Capsella</i> <i>bursa-pastoris</i> (L.) Medik.,SPECIES,Brassicaceae,3112,Capsella,3047430,Capsella bursa-pastoris,5375388,100,EXACT
Lepidium campestre,7703116,Lepidium campestre,<i>Lepidium</i> <i>campestre</i> (L.) W.T.Aiton,SPECIES,Brassicaceae,3112,Lepidium,3051713,Lepidium campestre,7703116,99,EXACT
Lepidium virginicum,5376648,Lepidium virginicum,<i>Lepidium</i> <i>virginicum</i> L.,SPECIES,Brassicaceae,3112,Lepidium,3051713,Lepidium virginicum,5376648,99,EXACT
Arabis glabra,5376011,Arabis glabra,<i>Arabis</i> <i>glabra</i> (L.) Bernh.,SPECIES,Brassicaceae,3112,Turritis,5375994,Turritis glabra,5376000,100,EXACT
Brassica rapa,7903057,Brassica rapa,<i>Brassica</i> <i>rapa</i> L.,SPECIES,Brassicaceae,3112,Brassica,3042506,Brassica rapa,7903057,99,EXACT
Rapistrum cabbage,8306649,Rapistrum,<i>Rapistrum</i> Crantz,GENUS,Brassicaceae,3112,Rapistrum,8306649,,,95,HIGHERRANK
Bunias orientalis,3050364,Bunias orientalis,<i>Bunias</i> <i>orientalis</i> L.,SPECIES,Brassicaceae,3112,Bunias,3050356,Bunias orientalis,3050364,100,EXACT
Brassica nigra,3042658,Brassica nigra,<i>Brassica</i> <i>nigra</i> (L.) W.D.J.Koch,SPECIES,Brassicaceae,3112,Brassica,3042506,Brassica nigra,3042658,99,EXACT
Sinapis alba,3047621,Sinapis alba,<i>Sinapis</i> <i>alba</i> L.,SPECIES,Brassicaceae,3112,Sinapis,3047584,Sinapis alba,3047621,100,EXACT
Sisymbrium officinale,3046890,Sisymbrium officinale,<i>Sisymbrium</i> <i>officinale</i> (L.) Scop.,SPECIES,Brassicaceae,3112,Sisymbrium,3046735,Sisymbrium officinale,3046890,100,EXACT
Sisymbrium loeselii,3046875,Sisymbrium loeselii,<i>Sisymbrium</i> <i>loeselii</i> L.,SPECIES,Brassicaceae,3112,Sisymbrium,3046735,Sisymbrium loeselii,3046875,99,EXACT
Sisymbrium altissimum,3046736,Sisymbrium altissimum,<i>Sisymbrium</i> <i>altissimum</i> L.,SPECIES,Brassicaceae,3112,Sisymbrium,3046735,Sisymbrium altissimum,3046736,99,EXACT
Coincya monensis,3040600,Coincya monensis,<i>Coincya</i> <i>monensis</i> (L.) Greuter & Burdet,SPECIES,Brassicaceae,3112,Coincya,3040581,Coincya monensis,3040600,100,EXACT
Erucastrum gallicum,5375547,Erucastrum gallicum,<i>Erucastrum</i> <i>gallicum</i> (Willd.) O.E.Schulz,SPECIES,Brassicaceae,3112,Erucastrum,7508856,Erucastrum gallicum,5375547,100,EXACT
Sinapis arvensis,3047598,Sinapis arvensis,<i>Sinapis</i> <i>arvensis</i> L.,SPECIES,Brassicaceae,3112,Sinapis,3047584,Sinapis arvensis,3047598,99,EXACT
Raphanus raphanistrum,3040983,Raphanus raphanistrum,<i>Raphanus</i> <i>raphanistrum</i> L.,SPECIES,Brassicaceae,3112,Raphanus,3040962,Raphanus raphanistrum,3040983,99,EXACT
Heracleum lanatum,3034828,Heracleum lanatum,<i>Heracleum</i> <i>lanatum</i> Michx.,SPECIES,Apiaceae,6720,Heracleum,3034824,Heracleum maximum,3034826,100,EXACT
Heracleum mantegazzianum,3034825,Heracleum mantegazzianum,<i>Heracleum</i> <i>mantegazzianum</i> Sommier & Levier,SPECIES,Apiaceae,6720,Heracleum,3034824,Heracleum mantegazzianum,3034825,100,EXACT
Cryptotaenia canadensis,3034433,Cryptotaenia canadensis,<i>Cryptotaenia</i> <i>canadensis</i> (L.) DC.,SPECIES,Apiaceae,6720,Cryptotaenia,3034431,Cryptotaenia canadensis,3034433,100,EXACT
Sanicula,3034831,Sanicula,<i>Sanicula</i> L.,GENUS,Apiaceae,6720,Sanicula,3034831,,,80,HIGHERRANK
Oxypolis rigidior,3034755,Oxypolis rigidior,<i>Oxypolis</i> <i>rigidior</i> (L.) Raf.,SPECIES,Apiaceae,6720,Oxypolis,3034746,Oxypolis rigidior,3034755,100,EXACT
Parsnip sativa,6,Plantae,<i>Plantae</i>,KINGDOM,,,,,,,99,HIGHERRANK
Pimpinella saxifraga,7622278,Pimpinella saxifraga,<i>Pimpinella</i> <i>saxifraga</i> L.,SPECIES,Apiaceae,6720,Pimpinella,3034784,Pimpinella saxifraga,7622278,99,EXACT
Pimpinella anisum,8080300,Pimpinella anisum,<i>Pimpinella</i> <i>anisum</i> L.,SPECIES,Apiaceae,6720,Pimpinella,3034784,Pimpinella anisum,8080300,99,EXACT
Cardamine pratensis,7972010,Cardamine pratensis,<i>Cardamine</i> <i>pratensis</i> L.,SPECIES,Brassicaceae,3112,Cardamine,3045622,Cardamine pratensis,7972010,99,EXACT
Cardamine hirsuta,3046258,Cardamine hirsuta,<i>Cardamine</i> <i>hirsuta</i> L.,SPECIES,Brassicaceae,3112,Cardamine,3045622,Cardamine hirsuta,3046258,99,EXACT
Cardamine pensylvanica,3045880,Cardamine pensylvanica,<i>Cardamine</i> <i>pensylvanica</i> Muhl.,SPECIES,Brassicaceae,3112,Cardamine,3045622,Cardamine pensylvanica,3045880,99,EXACT
Cardamine imaptiens,3046187,Cardamine impatiens,<i>Cardamine</i> <i>impatiens</i> L.,SPECIES,Brassicaceae,3112,Cardamine,3045622,Cardamine impatiens,3046187,96,VARIANT
Lepidium didymum,5377060,Lepidium didymum,<i>Lepidium</i> <i>didymum</i> L.,SPECIES,Brassicaceae,3112,Lepidium,3051713,Lepidium didymum,5377060,100,EXACT
Duchesnea indica,3031919,Duchesnea indica,<i>Duchesnea</i> <i>indica</i> (Andrews) Focke,SPECIES,Rosaceae,5015,Potentilla,8079058,Potentilla indica,5365717,99,EXACT
Trifolium pratense,8324121,Trifolium pratense,<i>Trifolium</i> <i>pratense</i> L.,SPECIES,Fabaceae,5386,Trifolium,2973363,Trifolium pratense,8324121,100,EXACT
Phacelia dubia,2928259,Phacelia dubia,<i>Phacelia</i> <i>dubia</i> (L.) Trel.,SPECIES,Hydrophyllaceae,2387,Phacelia,8988077,Phacelia dubia,2928259,100,EXACT
Phacelia bipinnatifida,2928138,Phacelia bipinnatifida,<i>Phacelia</i> <i>bipinnatifida</i> Michx.,SPECIES,Hydrophyllaceae,2387,Phacelia,8988077,Phacelia bipinnatifida,2928138,99,EXACT
Geum rivale,5369701,Geum rivale,<i>Geum</i> <i>rivale</i> L.,SPECIES,Rosaceae,5015,Geum,3024294,Geum rivale,5369701,99,EXACT
Taenidia integerrima,5371759,Taenidia integerrima,<i>Taenidia</i> <i>integerrima</i> (L.) Drude,SPECIES,Apiaceae,6720,Taenidia,7679098,Taenidia integerrima,5371759,100,EXACT
Ligusticum canadense,3034793,Ligusticum canadense,<i>Ligusticum</i> <i>canadense</i> (L.) Britton,SPECIES,Apiaceae,6720,Ligusticum,3034791,Ligusticum canadense,3034793,99,EXACT
American lovage,6,Plantae,<i>Plantae</i>,KINGDOM,,,,,,,99,HIGHERRANK
Oenanthe javanica,5371886,Oenanthe javanica,<i>Oenanthe</i> <i>javanica</i> (Blume) DC.,SPECIES,Apiaceae,6720,Oenanthe,3034893,Oenanthe javanica,5371886,100,EXACT
Ligusticum scoticum,9199378,Ligusticum scoticum,"<i>Ligusticum</i> <i>scoticum</i> Lour., 1790",SPECIES,Apiaceae,6720,Ligusticum,3034791,Ligusticum scoticum,9199378,100,EXACT
Dysphania ambrosioides,5568446,Dysphania ambrosioides,<i>Dysphania</i> <i>ambrosioides</i> (L.) Mosyakin & Clemants,SPECIES,Amaranthaceae,3064,Dysphania,3083582,Dysphania ambrosioides,5568446,100,EXACT
Angelica lucida,5371791,Angelica lucida,<i>Angelica</i> <i>lucida</i> L.,SPECIES,Apiaceae,6720,Angelica,3034560,Angelica lucida,5371791,100,EXACT
Angelica atropurpurea,5371822,Angelica atropurpurea,<i>Angelica</i> <i>atropurpurea</i> L.,SPECIES,Apiaceae,6720,Angelica,3034560,Angelica atropurpurea,5371822,100,EXACT
Angelica triquinata,5371789,Angelica triquinata,<i>Angelica</i> <i>triquinata</i> Michx.,SPECIES,Apiaceae,6720,Angelica,3034560,Angelica triquinata,5371789,99,EXACT
Angelica venenosa,5371819,Angelica venenosa,<i>Angelica</i> <i>venenosa</i> (Greenway) Fernald,SPECIES,Apiaceae,6720,Angelica,3034560,Angelica venenosa,5371819,100,EXACT
Angelica sylvestris,5371818,Angelica sylvestris,<i>Angelica</i> <i>sylvestris</i> L.,SPECIES,Apiaceae,6720,Angelica,3034560,Angelica sylvestris,5371818,100,EXACT
Aegopodium podagraria,3034620,Aegopodium podagraria,<i>Aegopodium</i> <i>podagraria</i> L.,SPECIES,Apiaceae,6720,Aegopodium,3034619,Aegopodium podagraria,3034620,100,EXACT
Polytaenia nuttallii,5371857,Polytaenia nuttallii,<i>Polytaenia</i> <i>nuttallii</i> DC.,SPECIES,Apiaceae,6720,Polytaenia,2653076,Polytaenia nuttallii,5371857,100,EXACT
Osmorhiza longistylis,3034155,Osmorhiza longistylis,<i>Osmorhiza</i> <i>longistylis</i> (Torr.) DC.,SPECIES,Apiaceae,6720,Osmorhiza,3034140,Osmorhiza longistylis,3034155,100,EXACT
Osmorhiza claytonii,3034145,Osmorhiza claytonii,<i>Osmorhiza</i> <i>claytonii</i> (Michx.) C.B.Clarke,SPECIES,Apiaceae,6720,Osmorhiza,3034140,Osmorhiza claytonii,3034145,99,EXACT
Aquilegia canadensis,3033197,Aquilegia canadensis,<i>Aquilegia</i> <i>canadensis</i> L.,SPECIES,Ranunculaceae,2410,Aquilegia,3033167,Aquilegia canadensis,3033197,99,EXACT
