searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType,searched_sp,matched_sp,scientificName,first_of_searched,first_of_binomial,first_of_canonical
Sambucus racemosa,2888723,Sambucus racemosa,<i>Sambucus</i> <i>racemosa</i> L.,SPECIES,Viburnaceae,4924416.0,Sambucus,2888721.0,Sambucus racemosa,2888723.0,99,EXACT,2,2,Sambucus racemosa,Sambucus,Sambucus,Sambucus
Shepherdia argentea,5372429,Shepherdia argentea,<i>Shepherdia</i> <i>argentea</i> (Pursh) Nutt.,SPECIES,Elaeagnaceae,2408.0,Shepherdia,3039276.0,Shepherdia argentea,5372429.0,99,EXACT,2,2,Shepherdia argentea,Shepherdia,Shepherdia,Shepherdia
Shepherdia canadensis,5372427,Shepherdia canadensis,<i>Shepherdia</i> <i>canadensis</i> (L.) Nutt.,SPECIES,Elaeagnaceae,2408.0,Shepherdia,3039276.0,Shepherdia canadensis,5372427.0,100,EXACT,2,2,Shepherdia canadensis,Shepherdia,Shepherdia,Shepherdia
Elaeagnus umbellata,3039267,Elaeagnus umbellata,<i>Elaeagnus</i> <i>umbellata</i> Thunb.,SPECIES,Elaeagnaceae,2408.0,Elaeagnus,3039266.0,Elaeagnus umbellata,3039267.0,99,EXACT,2,2,Elaeagnus umbellata,Elaeagnus,Elaeagnus,Elaeagnus
Viburnum edule,2888613,Viburnum edule,<i>Viburnum</i> <i>edule</i> (Michx.) Raf.,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum edule,2888613.0,100,EXACT,2,2,Viburnum edule,Viburnum,Viburnum,Viburnum
Lycium barbarum,2928835,Lycium barbarum,<i>Lycium</i> <i>barbarum</i> L.,SPECIES,Solanaceae,7717.0,Lycium,2928808.0,Lycium barbarum,2928835.0,99,EXACT,2,2,Lycium barbarum,Lycium,Lycium,Lycium
Lycium carolinianum,2928830,Lycium carolinianum,<i>Lycium</i> <i>carolinianum</i> Walter,SPECIES,Solanaceae,7717.0,Lycium,2928808.0,Lycium carolinianum,2928830.0,100,EXACT,2,2,Lycium carolinianum,Lycium,Lycium,Lycium
Berberis vulgaris,3033894,Berberis vulgaris,<i>Berberis</i> <i>vulgaris</i> L.,SPECIES,Berberidaceae,6673.0,Berberis,3033893.0,Berberis vulgaris,3033894.0,99,EXACT,2,2,Berberis vulgaris,Berberis,Berberis,Berberis
Berberis thunbergii,3033896,Berberis thunbergii,<i>Berberis</i> <i>thunbergii</i> DC.,SPECIES,Berberidaceae,6673.0,Berberis,3033893.0,Berberis thunbergii,3033896.0,100,EXACT,2,2,Berberis thunbergii,Berberis,Berberis,Berberis
Lindera benzoin,5371740,Lindera benzoin,<i>Lindera</i> <i>benzoin</i> (L.) Blume,SPECIES,Lauraceae,6688.0,Lindera,3034035.0,Lindera benzoin,5371740.0,99,EXACT,2,2,Lindera benzoin,Lindera,Lindera,Lindera
Ribes triste,2986159,Ribes triste,<i>Ribes</i> <i>triste</i> Pall.,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes triste,2986159.0,99,EXACT,2,2,Ribes triste,Ribes,Ribes,Ribes
Ribes glandulosum,2986208,Ribes glandulosum,<i>Ribes</i> <i>glandulosum</i> Grauer,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes glandulosum,2986208.0,99,EXACT,2,2,Ribes glandulosum,Ribes,Ribes,Ribes
Aronia arbutifolia,5363629,Aronia arbutifolia,<i>Aronia</i> <i>arbutifolia</i> (L.) Pers.,SPECIES,Rosaceae,5015.0,Aronia,2988529.0,Aronia arbutifolia,5363629.0,99,EXACT,2,2,Aronia arbutifolia,Aronia,Aronia,Aronia
Ilex vomitoria,5414250,Ilex vomitoria,<i>Ilex</i> <i>vomitoria</i> Aiton,SPECIES,Aquifoliaceae,6716.0,Ilex,10792217.0,Ilex vomitoria,5414250.0,100,EXACT,2,2,Ilex vomitoria,Ilex,Ilex,Ilex
Vaccinium stamineum,2882913,Vaccinium stamineum,<i>Vaccinium</i> <i>stamineum</i> L.,SPECIES,Ericaceae,2505.0,Vaccinium,2882813.0,Vaccinium stamineum,2882913.0,100,EXACT,2,2,Vaccinium stamineum,Vaccinium,Vaccinium,Vaccinium
Elaeagnus commutata,3039274,Elaeagnus commutata,<i>Elaeagnus</i> <i>commutata</i> Bernh. ex Rydb.,SPECIES,Elaeagnaceae,2408.0,Elaeagnus,3039266.0,Elaeagnus commutata,3039274.0,99,EXACT,2,2,Elaeagnus commutata,Elaeagnus,Elaeagnus,Elaeagnus
Cornus stolonifera,6427418,Cornus stolonifera,<i>Cornus</i> <i>stolonifera</i> Michx.,SPECIES,Cornaceae,6713.0,Cornus,3082226.0,Cornus sericea,3082244.0,100,EXACT,2,2,Cornus stolonifera,Cornus,Cornus,Cornus
Viburnum,2888580,Viburnum,<i>Viburnum</i> L.,GENUS,Viburnaceae,4924416.0,Viburnum,2888580.0,,,80,HIGHERRANK,1,1,Viburnum,Viburnum,Viburnum,Viburnum
Viburnum lentago,2888586,Viburnum lentago,<i>Viburnum</i> <i>lentago</i> L.,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum lentago,2888586.0,99,EXACT,2,2,Viburnum lentago,Viburnum,Viburnum,Viburnum
Viburnum cassinoides,6369862,Viburnum cassinoides,<i>Viburnum</i> <i>cassinoides</i> L.,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum cassinoides,6369862.0,99,EXACT,2,2,Viburnum cassinoides,Viburnum,Viburnum,Viburnum
Viburnum nudum,2888627,Viburnum nudum,<i>Viburnum</i> <i>nudum</i> L.,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum nudum,2888627.0,100,EXACT,2,2,Viburnum nudum,Viburnum,Viburnum,Viburnum
Viburnum prunifolium,2888608,Viburnum prunifolium,<i>Viburnum</i> <i>prunifolium</i> L.,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum prunifolium,2888608.0,100,EXACT,2,2,Viburnum prunifolium,Viburnum,Viburnum,Viburnum
Viburnum rufidulum,2888590,Viburnum rufidulum,<i>Viburnum</i> <i>rufidulum</i> Raf.,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum rufidulum,2888590.0,100,EXACT,2,2,Viburnum rufidulum,Viburnum,Viburnum,Viburnum
Viburnum obovatum,2888620,Viburnum obovatum,<i>Viburnum</i> <i>obovatum</i> Walter,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum obovatum,2888620.0,99,EXACT,2,2,Viburnum obovatum,Viburnum,Viburnum,Viburnum
Viburnum alnifolium,2888603,Viburnum alnifolium,<i>Viburnum</i> <i>alnifolium</i> Marshall,SPECIES,Viburnaceae,4924416.0,Viburnum,2888580.0,Viburnum lantanoides,2888601.0,100,EXACT,2,2,Viburnum alnifolium,Viburnum,Viburnum,Viburnum
Prunus virginiana,3022668,Prunus virginiana,<i>Prunus</i> <i>virginiana</i> L.,SPECIES,Rosaceae,5015.0,Prunus,3020559.0,Prunus virginiana,3022668.0,99,EXACT,2,2,Prunus virginiana,Prunus,Prunus,Prunus
Sambucus canadensis,6369819,Sambucus canadensis,<i>Sambucus</i> <i>canadensis</i> L.,SPECIES,Viburnaceae,4924416.0,Sambucus,2888721.0,Sambucus canadensis,6369819.0,99,EXACT,2,2,Sambucus canadensis,Sambucus,Sambucus,Sambucus
Ribes,2986095,Ribes,<i>Ribes</i> L.,GENUS,Grossulariaceae,2403.0,Ribes,2986095.0,,,80,HIGHERRANK,1,1,Ribes,Ribes,Ribes,Ribes
Ribes americanum,2986121,Ribes americanum,<i>Ribes</i> <i>americanum</i> Mill.,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes americanum,2986121.0,99,EXACT,2,2,Ribes americanum,Ribes,Ribes,Ribes
Ribes odoratum,7510171,Ribes odoratum,<i>Ribes</i> <i>odoratum</i> Schlecht. ex Hemsl.,SPECIES,Grossulariaceae,2403.0,Ribes,2986095.0,Ribes odoratum,7510171.0,99,EXACT,2,2,Ribes odoratum,Ribes,Ribes,Ribes
Lonicera caerulaea,5334269,Lonicera caerulea,<i>Lonicera</i> <i>caerulea</i> L.,SPECIES,Caprifoliaceae,6710.0,Lonicera,2888645.0,Lonicera caerulea,5334269.0,95,VARIANT,2,2,Lonicera caerulea,Lonicera,Lonicera,Lonicera
Callicarpa americana,5341129,Callicarpa americana,<i>Callicarpa</i> <i>americana</i> L.,SPECIES,Lamiaceae,2497.0,Callicarpa,2925549.0,Callicarpa americana,5341129.0,99,EXACT,2,2,Callicarpa americana,Callicarpa,Callicarpa,Callicarpa
Aronia melanocarpa,5363627,Aronia melanocarpa,<i>Aronia</i> <i>melanocarpa</i> (Michx.) Elliott,SPECIES,Rosaceae,5015.0,Aronia,2988529.0,Aronia melanocarpa,5363627.0,99,EXACT,2,2,Aronia melanocarpa,Aronia,Aronia,Aronia
Gaylussacia baccata,2882739,Gaylussacia baccata,<i>Gaylussacia</i> <i>baccata</i> (Wangenh.) K.Koch,SPECIES,Ericaceae,2505.0,Gaylussacia,2882726.0,Gaylussacia baccata,2882739.0,100,EXACT,2,2,Gaylussacia baccata,Gaylussacia,Gaylussacia,Gaylussacia
Vaccinium arboreum,2882828,Vaccinium arboreum,<i>Vaccinium</i> <i>arboreum</i> Marshall,SPECIES,Ericaceae,2505.0,Vaccinium,2882813.0,Vaccinium arboreum,2882828.0,99,EXACT,2,2,Vaccinium arboreum,Vaccinium,Vaccinium,Vaccinium
Vaccinium corymbosum,2882849,Vaccinium corymbosum,<i>Vaccinium</i> <i>corymbosum</i> L.,SPECIES,Ericaceae,2505.0,Vaccinium,2882813.0,Vaccinium corymbosum,2882849.0,99,EXACT,2,2,Vaccinium corymbosum,Vaccinium,Vaccinium,Vaccinium
Vaccinium elliotti,2882911,Vaccinium elliottii,<i>Vaccinium</i> <i>elliottii</i> Chapm.,SPECIES,Ericaceae,2505.0,Vaccinium,2882813.0,Vaccinium corymbosum,2882849.0,97,VARIANT,2,2,Vaccinium elliottii,Vaccinium,Vaccinium,Vaccinium
Vaccinium uliginosum,8073364,Vaccinium uliginosum,<i>Vaccinium</i> <i>uliginosum</i> L.,SPECIES,Ericaceae,2505.0,Vaccinium,2882813.0,Vaccinium uliginosum,8073364.0,100,EXACT,2,2,Vaccinium uliginosum,Vaccinium,Vaccinium,Vaccinium
Rhus,3190534,Rhus,<i>Rhus</i> L.,GENUS,Anacardiaceae,2398.0,Rhus,3190534.0,,,80,HIGHERRANK,1,1,Rhus,Rhus,Rhus,Rhus
Rhus coppalina,3190557,Rhus copallina,<i>Rhus</i> <i>copallina</i> L.,SPECIES,Anacardiaceae,2398.0,Rhus,3190534.0,Rhus copallina,3190557.0,97,VARIANT,2,2,Rhus copallina,Rhus,Rhus,Rhus
Rhus typhina,3190538,Rhus typhina,<i>Rhus</i> <i>typhina</i> L.,SPECIES,Anacardiaceae,2398.0,Rhus,3190534.0,Rhus typhina,3190538.0,100,EXACT,2,2,Rhus typhina,Rhus,Rhus,Rhus
Rhus glabra,3190544,Rhus glabra,<i>Rhus</i> <i>glabra</i> L.,SPECIES,Anacardiaceae,2398.0,Rhus,3190534.0,Rhus glabra,3190544.0,100,EXACT,2,2,Rhus glabra,Rhus,Rhus,Rhus
Rhus aromatica,3190558,Rhus aromatica,<i>Rhus</i> <i>aromatica</i> Aiton,SPECIES,Anacardiaceae,2398.0,Rhus,3190534.0,Rhus aromatica,3190558.0,100,EXACT,2,2,Rhus aromatica,Rhus,Rhus,Rhus
Zanthoxylum americanum,3190089,Zanthoxylum americanum,<i>Zanthoxylum</i> <i>americanum</i> Mill.,SPECIES,Rutaceae,2396.0,Zanthoxylum,3190076.0,Zanthoxylum americanum,3190089.0,100,EXACT,2,2,Zanthoxylum americanum,Zanthoxylum,Zanthoxylum,Zanthoxylum
Amorpha canescens,5357388,Amorpha canescens,<i>Amorpha</i> <i>canescens</i> Pursh,SPECIES,Fabaceae,5386.0,Amorpha,2965599.0,Amorpha canescens,5357388.0,99,EXACT,2,2,Amorpha canescens,Amorpha,Amorpha,Amorpha
Comptonia peregrina,5414197,Comptonia peregrina,<i>Comptonia</i> <i>peregrina</i> (L.) J.M.Coult.,SPECIES,Myricaceae,2432.0,Comptonia,8464883.0,Comptonia peregrina,5414197.0,100,EXACT,2,2,Comptonia peregrina,Comptonia,Comptonia,Comptonia
Myrica gale,5414202,Myrica gale,<i>Myrica</i> <i>gale</i> L.,SPECIES,Myricaceae,2432.0,Myrica,5938218.0,Myrica gale,5414202.0,100,EXACT,2,2,Myrica gale,Myrica,Myrica,Myrica
Ledum groenlandicum,2882982,Ledum groenlandicum,<i>Ledum</i> <i>groenlandicum</i> Oeder,SPECIES,Ericaceae,2505.0,Rhododendron,2883026.0,Rhododendron groenlandicum,2882984.0,99,EXACT,2,2,Ledum groenlandicum,Ledum,Ledum,Ledum
Chamaedaphne calyculata,5333436,Chamaedaphne calyculata,<i>Chamaedaphne</i> <i>calyculata</i> (L.) Moench,SPECIES,Ericaceae,2505.0,Chamaedaphne,8388331.0,Chamaedaphne calyculata,5333436.0,99,EXACT,2,2,Chamaedaphne calyculata,Chamaedaphne,Chamaedaphne,Chamaedaphne
Vitis,7467468,Vitis,<i>Vitis</i> L.,GENUS,Vitaceae,6672.0,Vitis,7467468.0,,,80,HIGHERRANK,1,1,Vitis,Vitis,Vitis,Vitis
Ampelopsis cordata,3039183,Ampelopsis cordata,<i>Ampelopsis</i> <i>cordata</i> Michx.,SPECIES,Vitaceae,6672.0,Ampelopsis,3039178.0,Ampelopsis cordata,3039183.0,100,EXACT,2,2,Ampelopsis cordata,Ampelopsis,Ampelopsis,Ampelopsis
Vitis rotundifolia,5372394,Vitis rotundifolia,<i>Vitis</i> <i>rotundifolia</i> Michx.,SPECIES,Vitaceae,6672.0,Vitis,7467468.0,Vitis rotundifolia,5372394.0,99,EXACT,2,2,Vitis rotundifolia,Vitis,Vitis,Vitis
Ampelopsis arborea,8363567,Ampelopsis arborea,"<i>Ampelopsis</i> <i>arborea</i> Kochne, 1893",SPECIES,Vitaceae,6672.0,Ampelopsis,3039178.0,Ampelopsis arborea,8363567.0,99,EXACT,2,2,Ampelopsis arborea,Ampelopsis,Ampelopsis,Ampelopsis
Smilax,2740627,Smilax,<i>Smilax</i> L.,GENUS,Smilacaceae,7702.0,Smilax,2740627.0,,,80,HIGHERRANK,1,1,Smilax,Smilax,Smilax,Smilax
Celastrus scandens,3169171,Celastrus scandens,<i>Celastrus</i> <i>scandens</i> L.,SPECIES,Celastraceae,6715.0,Celastrus,3169168.0,Celastrus scandens,3169171.0,99,EXACT,2,2,Celastrus scandens,Celastrus,Celastrus,Celastrus
Lonicera japonica,5334240,Lonicera japonica,<i>Lonicera</i> <i>japonica</i> Thunb.,SPECIES,Caprifoliaceae,6710.0,Lonicera,2888645.0,Lonicera japonica,5334240.0,99,EXACT,2,2,Lonicera japonica,Lonicera,Lonicera,Lonicera
Parthenocissus quinquefolia,3039194,Parthenocissus quinquefolia,<i>Parthenocissus</i> <i>quinquefolia</i> (L.) Planch.,SPECIES,Vitaceae,6672.0,Parthenocissus,3039188.0,Parthenocissus quinquefolia,3039194.0,100,EXACT,2,2,Parthenocissus quinquefolia,Parthenocissus,Parthenocissus,Parthenocissus
Parthenocissus vitacea,3039193,Parthenocissus vitacea,<i>Parthenocissus</i> <i>vitacea</i> (Knerr) Hitchc.,SPECIES,Vitaceae,6672.0,Parthenocissus,3039188.0,Parthenocissus inserta,3039203.0,100,EXACT,2,2,Parthenocissus vitacea,Parthenocissus,Parthenocissus,Parthenocissus
Pueraria lobata,2977654,Pueraria lobata,<i>Pueraria</i> <i>lobata</i> (Willd.) Ohwi,SPECIES,Fabaceae,5386.0,Pueraria,2977604.0,Pueraria montana,2977636.0,99,EXACT,2,2,Pueraria lobata,Pueraria,Pueraria,Pueraria
Wisteria,2977309,Wisteria,<i>Wisteria</i> Nutt.,GENUS,Fabaceae,5386.0,Wisteria,2977309.0,,,80,HIGHERRANK,1,1,Wisteria,Wisteria,Wisteria,Wisteria
Zizaniopsis miliaceae,2703487,Zizaniopsis miliacea,<i>Zizaniopsis</i> <i>miliacea</i> (Michx.) Döll & Asch.,SPECIES,Poaceae,3073.0,Zizaniopsis,2703486.0,Zizaniopsis miliacea,2703487.0,97,VARIANT,2,2,Zizaniopsis miliacea,Zizaniopsis,Zizaniopsis,Zizaniopsis
Zizania palustris,2703230,Zizania palustris,<i>Zizania</i> <i>palustris</i> L.,SPECIES,Poaceae,3073.0,Zizania,2703227.0,Zizania palustris,2703230.0,100,EXACT,2,2,Zizania palustris,Zizania,Zizania,Zizania
Zizania aquatica,2703228,Zizania aquatica,<i>Zizania</i> <i>aquatica</i> L.,SPECIES,Poaceae,3073.0,Zizania,2703227.0,Zizania aquatica,2703228.0,100,EXACT,2,2,Zizania aquatica,Zizania,Zizania,Zizania
Bolboschoenus fluviatilis,7953794,Bolboschoenus fluviatilis,<i>Bolboschoenus</i> <i>fluviatilis</i> (Torr.) Soják,SPECIES,Cyperaceae,7708.0,Bolboschoenus,2718273.0,Bolboschoenus fluviatilis,7953794.0,99,EXACT,2,2,Bolboschoenus fluviatilis,Bolboschoenus,Bolboschoenus,Bolboschoenus
Typha,2702102,Typha,<i>Typha</i> L.,GENUS,Typhaceae,4246.0,Typha,2702102.0,,,80,HIGHERRANK,1,1,Typha,Typha,Typha,Typha
Sparganium eurycarpum,2702394,Sparganium eurycarpum,<i>Sparganium</i> <i>eurycarpum</i> Engelm.,SPECIES,Typhaceae,4246.0,Sparganium,2702260.0,Sparganium eurycarpum,2702394.0,99,EXACT,2,2,Sparganium eurycarpum,Sparganium,Sparganium,Sparganium
Acorus,11457635,Acorus,"<i>Acorus</i> sp. Linnaeus, 1753",SPECIES,Acoraceae,3719.0,Acorus,2730063.0,Acorus,11457635.0,98,HIGHERRANK,1,1,Acorus,Acorus,Acorus,Acorus
Vallisneria americana,2865501,Vallisneria americana,<i>Vallisneria</i> <i>americana</i> Michx.,SPECIES,Hydrocharitaceae,3721.0,Vallisneria,2865241.0,Vallisneria americana,2865501.0,100,EXACT,2,2,Vallisneria americana,Vallisneria,Vallisneria,Vallisneria
Nasturtium officinale,7701037,Nasturtium officinale,<i>Nasturtium</i> <i>officinale</i> R.Br.,SPECIES,Brassicaceae,3112.0,Nasturtium,7774084.0,Nasturtium officinale,7701037.0,99,EXACT,2,2,Nasturtium officinale,Nasturtium,Nasturtium,Nasturtium
Sium suave,3034526,Sium suave,<i>Sium</i> <i>suave</i> Walter,SPECIES,Apiaceae,6720.0,Sium,3034525.0,Sium suave,3034526.0,100,EXACT,2,2,Sium suave,Sium,Sium,Sium
Berula erecta,3034699,Berula erecta,<i>Berula</i> <i>erecta</i> (Huds.) Coville,SPECIES,Apiaceae,6720.0,Berula,7607352.0,Berula erecta,3034699.0,100,EXACT,2,2,Berula erecta,Berula,Berula,Berula
Berula pusilla,8594625,Berula pusilla,<i>Berula</i> <i>pusilla</i> (Nutt.) Fernald,SPECIES,Apiaceae,6720.0,Berula,7607352.0,Berula erecta,3034699.0,100,EXACT,2,2,Berula pusilla,Berula,Berula,Berula
Veronica americana,3172084,Veronica americana,<i>Veronica</i> <i>americana</i> (Raf.) Schwein. ex Benth.,SPECIES,Plantaginaceae,2420.0,Veronica,3172047.0,Veronica americana,3172084.0,99,EXACT,2,2,Veronica americana,Veronica,Veronica,Veronica
Alternanthera philoxeroides,3084923,Alternanthera philoxeroides,<i>Alternanthera</i> <i>philoxeroides</i> (Mart.) Griseb.,SPECIES,Amaranthaceae,3064.0,Alternanthera,3084921.0,Alternanthera philoxeroides,3084923.0,100,EXACT,2,2,Alternanthera philoxeroides,Alternanthera,Alternanthera,Alternanthera
Trapa natans,3188757,Trapa natans,<i>Trapa</i> <i>natans</i> L.,SPECIES,Lythraceae,6684.0,Trapa,3188756.0,Trapa natans,3188757.0,99,EXACT,2,2,Trapa natans,Trapa,Trapa,Trapa
Hydrocotyle umbellata,3034614,Hydrocotyle umbellata,<i>Hydrocotyle</i> <i>umbellata</i> L.,SPECIES,Araliaceae,8800.0,Hydrocotyle,3034601.0,Hydrocotyle umbellata,3034614.0,100,EXACT,2,2,Hydrocotyle umbellata,Hydrocotyle,Hydrocotyle,Hydrocotyle
Sagittaria latifolia,5328909,Sagittaria latifolia,<i>Sagittaria</i> <i>latifolia</i> Willd.,SPECIES,Alismataceae,3720.0,Sagittaria,2766037.0,Sagittaria latifolia,5328909.0,100,EXACT,2,2,Sagittaria latifolia,Sagittaria,Sagittaria,Sagittaria
Sagittaria rigida,5329027,Sagittaria rigida,<i>Sagittaria</i> <i>rigida</i> Pursh,SPECIES,Alismataceae,3720.0,Sagittaria,2766037.0,Sagittaria rigida,5329027.0,100,EXACT,2,2,Sagittaria rigida,Sagittaria,Sagittaria,Sagittaria
Alisma plantago-aquatica,2865100,Alisma plantago-aquatica,<i>Alisma</i> <i>plantago-aquatica</i> L.,SPECIES,Alismataceae,3720.0,Alisma,2865099.0,Alisma plantago-aquatica,2865100.0,100,EXACT,2,2,Alisma plantago-aquatica,Alisma,Alisma,Alisma
Brasenia schreberi,2882446,Brasenia schreberi,<i>Brasenia</i> <i>schreberi</i> J.F.Gmel.,SPECIES,Cabombaceae,6681.0,Brasenia,2882445.0,Brasenia schreberi,2882446.0,100,EXACT,2,2,Brasenia schreberi,Brasenia,Brasenia,Brasenia
Nelumbo lutea,7503234,Nelumbo lutea,<i>Nelumbo</i> <i>lutea</i> (Willd.) Pers.,SPECIES,Nelumbonaceae,2424.0,Nelumbo,2882448.0,Nelumbo lutea,7503234.0,99,EXACT,2,2,Nelumbo lutea,Nelumbo,Nelumbo,Nelumbo
Nuphar,2882408,Nuphar,<i>Nuphar</i> Sm.,GENUS,Nymphaeaceae,2423.0,Nuphar,2882408.0,,,80,HIGHERRANK,1,1,Nuphar,Nuphar,Nuphar,Nuphar
Peltandra virginica,5330182,Peltandra virginica,<i>Peltandra</i> <i>virginica</i> (L.) Schott,SPECIES,Araceae,6979.0,Peltandra,2867745.0,Peltandra virginica,5330182.0,99,EXACT,2,2,Peltandra virginica,Peltandra,Peltandra,Peltandra
Colocasia esculenta,5330776,Colocasia esculenta,<i>Colocasia</i> <i>esculenta</i> (L.) Schott,SPECIES,Araceae,6979.0,Colocasia,5330758.0,Colocasia esculenta,5330776.0,100,EXACT,2,2,Colocasia esculenta,Colocasia,Colocasia,Colocasia
Eichhornia crassipes,2765940,Eichhornia crassipes,<i>Eichhornia</i> <i>crassipes</i> (Mart.) Solms,SPECIES,Pontederiaceae,3731.0,Pontederia,2740415.0,Pontederia crassipes,2765942.0,100,EXACT,2,2,Eichhornia crassipes,Eichhornia,Eichhornia,Eichhornia
Pontederia cordata,2766030,Pontederia cordata,<i>Pontederia</i> <i>cordata</i> L.,SPECIES,Pontederiaceae,3731.0,Pontederia,2740415.0,Pontederia cordata,2766030.0,99,EXACT,2,2,Pontederia cordata,Pontederia,Pontederia,Pontederia
Allium,11893016,Allium,"<i>Allium</i> sp. Boiss.Following Stearn, 1882",SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium,11893016.0,97,HIGHERRANK,1,1,Allium,Allium,Allium,Allium
Allium vineale,7792960,Allium vineale,<i>Allium</i> <i>vineale</i> L.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium vineale,7792960.0,99,EXACT,2,2,Allium vineale,Allium,Allium,Allium
Allium anadence,9624496,Allium,<i>Allium</i> L.,GENUS,Amaryllidaceae,7682.0,Allium,9624496.0,,,95,HIGHERRANK,2,1,Allium,Allium,Allium,Allium
Allium schoenophrasum,2855860,Allium schoenoprasum,<i>Allium</i> <i>schoenoprasum</i> L.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium schoenoprasum,2855860.0,96,VARIANT,2,2,Allium schoenoprasum,Allium,Allium,Allium
Allium sativum,2856681,Allium sativum,<i>Allium</i> <i>sativum</i> L.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium sativum,2856681.0,100,EXACT,2,2,Allium sativum,Allium,Allium,Allium
Allium canadense,2855611,Allium canadense,<i>Allium</i> <i>canadense</i> L.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium canadense,2855611.0,99,EXACT,2,2,Allium canadense,Allium,Allium,Allium
Allium textile,2855724,Allium textile,<i>Allium</i> <i>textile</i> A.Nelson & J.F.Macbr.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium textile,2855724.0,100,EXACT,2,2,Allium textile,Allium,Allium,Allium
Allium drummondii,2856855,Allium drummondii,<i>Allium</i> <i>drummondii</i> Regel,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium drummondii,2856855.0,100,EXACT,2,2,Allium drummondii,Allium,Allium,Allium
Allium cernuum,2856745,Allium cernuum,<i>Allium</i> <i>cernuum</i> Roth,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium cernuum,2856745.0,99,EXACT,2,2,Allium cernuum,Allium,Allium,Allium
Allium stellatum,2856866,Allium stellatum,<i>Allium</i> <i>stellatum</i> Nutt. ex Ker Gawl.,SPECIES,Amaryllidaceae,7682.0,Allium,9624496.0,Allium stellatum,2856866.0,99,EXACT,2,2,Allium stellatum,Allium,Allium,Allium
Nothocalais cuspidata,3130419,Nothocalais cuspidata,<i>Nothocalais</i> <i>cuspidata</i> (Pursh) Greene,SPECIES,Asteraceae,3065.0,Microseris,3130201.0,Microseris cuspidata,5399495.0,100,EXACT,2,2,Nothocalais cuspidata,Nothocalais,Nothocalais,Nothocalais
Tragopogon,3092408,Tragopogon,<i>Tragopogon</i> L.,GENUS,Asteraceae,3065.0,Tragopogon,3092408.0,,,80,HIGHERRANK,1,1,Tragopogon,Tragopogon,Tragopogon,Tragopogon
Tradescantia,2765096,Tradescantia,<i>Tradescantia</i> Ruppius ex L.,GENUS,Commelinaceae,2763195.0,Tradescantia,2765096.0,,,80,HIGHERRANK,1,1,Tradescantia,Tradescantia,Tradescantia,Tradescantia
Hemerocallis fulva,2781074,Hemerocallis fulva,<i>Hemerocallis</i> <i>fulva</i> (L.) L.,SPECIES,Asphodelaceae,4259209.0,Hemerocallis,9557223.0,Hemerocallis fulva,2781074.0,100,EXACT,2,2,Hemerocallis fulva,Hemerocallis,Hemerocallis,Hemerocallis
Cyperus esculentus,2716226,Cyperus esculentus,<i>Cyperus</i> <i>esculentus</i> L.,SPECIES,Cyperaceae,7708.0,Cyperus,2713455.0,Cyperus esculentus,2716226.0,99,EXACT,2,2,Cyperus esculentus,Cyperus,Cyperus,Cyperus
Cyperus rotundus,2714818,Cyperus rotundus,<i>Cyperus</i> <i>rotundus</i> L.,SPECIES,Cyperaceae,7708.0,Cyperus,2713455.0,Cyperus rotundus,2714818.0,99,EXACT,2,2,Cyperus rotundus,Cyperus,Cyperus,Cyperus
Leucocrinum montanum,2770873,Leucocrinum montanum,<i>Leucocrinum</i> <i>montanum</i> Nutt. ex A.Gray,SPECIES,Asparagaceae,7683.0,Leucocrinum,2770872.0,Leucocrinum montanum,2770873.0,99,EXACT,2,2,Leucocrinum montanum,Leucocrinum,Leucocrinum,Leucocrinum
Arundinaria gigantea,2705964,Arundinaria gigantea,<i>Arundinaria</i> <i>gigantea</i> (Walter) Muhl.,SPECIES,Poaceae,3073.0,Arundinaria,2705960.0,Arundinaria gigantea,2705964.0,99,EXACT,2,2,Arundinaria gigantea,Arundinaria,Arundinaria,Arundinaria
