searchedName,usageKey,canonicalName,formattedName,rank,family,family_key,genus,genus_key,species,species_key,confidence,matchType,searched_sp,matched_sp,scientificName,first_of_searched,first_of_binomial,first_of_canonical
Aegopodium podagraria,3034620,Aegopodium podagraria,<i>Aegopodium</i> <i>podagraria</i> L.,SPECIES,Apiaceae,6720.0,Aegopodium,3034619.0,Aegopodium podagraria,3034620.0,100,EXACT,2,2,Aegopodium podagraria,Aegopodium,Aegopodium,Aegopodium
Polytaenia nuttallii,5371857,Polytaenia nuttallii,<i>Polytaenia</i> <i>nuttallii</i> DC.,SPECIES,Apiaceae,6720.0,Polytaenia,2653076.0,Polytaenia nuttallii,5371857.0,100,EXACT,2,2,Polytaenia nuttallii,Polytaenia,Polytaenia,Polytaenia
Osmorhiza longistylis,3034155,Osmorhiza longistylis,<i>Osmorhiza</i> <i>longistylis</i> (Torr.) DC.,SPECIES,Apiaceae,6720.0,Osmorhiza,3034140.0,Osmorhiza longistylis,3034155.0,100,EXACT,2,2,Osmorhiza longistylis,Osmorhiza,Osmorhiza,Osmorhiza
Osmorhiza claytonii,3034145,Osmorhiza claytonii,<i>Osmorhiza</i> <i>claytonii</i> (Michx.) C.B.Clarke,SPECIES,Apiaceae,6720.0,Osmorhiza,3034140.0,Osmorhiza claytonii,3034145.0,99,EXACT,2,2,Osmorhiza claytonii,Osmorhiza,Osmorhiza,Osmorhiza
Aquilegia canadensis,3033197,Aquilegia canadensis,<i>Aquilegia</i> <i>canadensis</i> L.,SPECIES,Ranunculaceae,2410.0,Aquilegia,3033167.0,Aquilegia canadensis,3033197.0,99,EXACT,2,2,Aquilegia canadensis,Aquilegia,Aquilegia,Aquilegia
Matricaria matricarioides,3103805,Matricaria matricarioides,"<i>Matricaria</i> <i>matricarioides</i> (Less.) Porter, 1894",SPECIES,Asteraceae,3065.0,Matricaria,3103757.0,Matricaria discoidea,3103791.0,99,EXACT,2,2,Matricaria matricarioides,Matricaria,Matricaria,Matricaria
Foeniculum vulgare,3034922,Foeniculum vulgare,<i>Foeniculum</i> <i>vulgare</i> Mill.,SPECIES,Apiaceae,6720.0,Foeniculum,10704390.0,Foeniculum vulgare,3034922.0,99,EXACT,2,2,Foeniculum vulgare,Foeniculum,Foeniculum,Foeniculum
Conioselinum chinense,3034690,Conioselinum chinense,"<i>Conioselinum</i> <i>chinense</i> (L.) Britton, Sterns & Poggenb.",SPECIES,Apiaceae,6720.0,Kreidion,6026518.0,Kreidion chinensis,3631470.0,100,EXACT,2,2,Conioselinum chinense,Conioselinum,Conioselinum,Conioselinum
Carum carvi,3034714,Carum carvi,<i>Carum</i> <i>carvi</i> L.,SPECIES,Apiaceae,6720.0,Carum,3034712.0,Carum carvi,3034714.0,100,EXACT,2,2,Carum carvi,Carum,Carum,Carum
Perideridia americana,7827848,Perideridia americana,<i>Perideridia</i> <i>americana</i> (Nutt. ex DC.) Rchb.,SPECIES,Apiaceae,6720.0,Perideridia,3034536.0,Perideridia americana,7827848.0,99,EXACT,2,2,Perideridia americana,Perideridia,Perideridia,Perideridia
Perideridia gairdneri,3034543,Perideridia gairdneri,<i>Perideridia</i> <i>gairdneri</i> (Hook. & Arn.) Mathias,SPECIES,Apiaceae,6720.0,Perideridia,3034536.0,Perideridia gairdneri,3034543.0,100,EXACT,2,2,Perideridia gairdneri,Perideridia,Perideridia,Perideridia
Erigenia bulbosa,3034769,Erigenia bulbosa,<i>Erigenia</i> <i>bulbosa</i> (Michx.) Nutt.,SPECIES,Apiaceae,6720.0,Erigenia,3034768.0,Erigenia bulbosa,3034769.0,100,EXACT,2,2,Erigenia bulbosa,Erigenia,Erigenia,Erigenia
Musineon divaricatum,3034880,Musineon divaricatum,<i>Musineon</i> <i>divaricatum</i> (Pursh) Nutt.,SPECIES,Apiaceae,6720.0,Musineon,3034879.0,Musineon divaricatum,3034880.0,99,EXACT,2,2,Musineon divaricatum,Musineon,Musineon,Musineon
Lomatium orientale,3034346,Lomatium orientale,<i>Lomatium</i> <i>orientale</i> J.M.Coult. & Rose,SPECIES,Apiaceae,6720.0,Lomatium,8394726.0,Lomatium orientale,3034346.0,100,EXACT,2,2,Lomatium orientale,Lomatium,Lomatium,Lomatium
Anthriscus sylvestris,5371742,Anthriscus sylvestris,<i>Anthriscus</i> <i>sylvestris</i> (L.) Hoffm.,SPECIES,Apiaceae,6720.0,Anthriscus,5371741.0,Anthriscus sylvestris,5371742.0,100,EXACT,2,2,Anthriscus sylvestris,Anthriscus,Anthriscus,Anthriscus
Torilis japonica,3034820,Torilis japonica,<i>Torilis</i> <i>japonica</i> (Houtt.) DC.,SPECIES,Apiaceae,6720.0,Torilis,3034818.0,Torilis japonica,3034820.0,100,EXACT,2,2,Torilis japonica,Torilis,Torilis,Torilis
Torilis arvensis,3034823,Torilis arvensis,<i>Torilis</i> <i>arvensis</i> (Huds.) Link,SPECIES,Apiaceae,6720.0,Torilis,3034818.0,Torilis arvensis,3034823.0,100,EXACT,2,2,Torilis arvensis,Torilis,Torilis,Torilis
Daucus carota,3034742,Daucus carota,<i>Daucus</i> <i>carota</i> L.,SPECIES,Apiaceae,6720.0,Daucus,3034740.0,Daucus carota,3034742.0,99,EXACT,2,2,Daucus carota,Daucus,Daucus,Daucus
Chaerophyllum tainturieri,3034651,Chaerophyllum tainturieri,<i>Chaerophyllum</i> <i>tainturieri</i> Hook. & Arn.,SPECIES,Apiaceae,6720.0,Chaerophyllum,3034649.0,Chaerophyllum tainturieri,3034651.0,100,EXACT,2,2,Chaerophyllum tainturieri,Chaerophyllum,Chaerophyllum,Chaerophyllum
Chaerophyllum procumbens,3034652,Chaerophyllum procumbens,<i>Chaerophyllum</i> <i>procumbens</i> (L.) Crantz,SPECIES,Apiaceae,6720.0,Chaerophyllum,3034649.0,Chaerophyllum procumbens,3034652.0,100,EXACT,2,2,Chaerophyllum procumbens,Chaerophyllum,Chaerophyllum,Chaerophyllum
Descurainia pinnata,3044133,Descurainia pinnata,<i>Descurainia</i> <i>pinnata</i> (Walter) Britton,SPECIES,Brassicaceae,3112.0,Descurainia,3044104.0,Descurainia pinnata,3044133.0,100,EXACT,2,2,Descurainia pinnata,Descurainia,Descurainia,Descurainia
Descurainia sophia,3044318,Descurainia sophia,<i>Descurainia</i> <i>sophia</i> (L.) Webb ex Prantl,SPECIES,Brassicaceae,3112.0,Descurainia,3044104.0,Descurainia sophia,3044318.0,99,EXACT,2,2,Descurainia sophia,Descurainia,Descurainia,Descurainia
Erodium cicutarium,9485490,Erodium cicutarium,<i>Erodium</i> <i>cicutarium</i> (L.) L'Hér.,SPECIES,Geraniaceae,4676.0,Erodium,2891616.0,Erodium cicutarium,9485490.0,99,EXACT,2,2,Erodium cicutarium,Erodium,Erodium,Erodium
Cardiospermum halicacabum,3189939,Cardiospermum halicacabum,<i>Cardiospermum</i> <i>halicacabum</i> L.,SPECIES,Sapindaceae,6657.0,Cardiospermum,3189931.0,Cardiospermum halicacabum,3189939.0,100,EXACT,2,2,Cardiospermum halicacabum,Cardiospermum,Cardiospermum,Cardiospermum
Lathyrus latifolius,5356517,Lathyrus latifolius,<i>Lathyrus</i> <i>latifolius</i> L.,SPECIES,Fabaceae,5386.0,Lathyrus,10356062.0,Lathyrus latifolius,5356517.0,99,EXACT,2,2,Lathyrus latifolius,Lathyrus,Lathyrus,Lathyrus
Lathyrus sylvestris,5356623,Lathyrus sylvestris,<i>Lathyrus</i> <i>sylvestris</i> L.,SPECIES,Fabaceae,5386.0,Lathyrus,10356062.0,Lathyrus sylvestris,5356623.0,100,EXACT,2,2,Lathyrus sylvestris,Lathyrus,Lathyrus,Lathyrus
Lathyrus tuberosus,5356522,Lathyrus tuberosus,<i>Lathyrus</i> <i>tuberosus</i> L.,SPECIES,Fabaceae,5386.0,Lathyrus,10356062.0,Lathyrus tuberosus,5356522.0,100,EXACT,2,2,Lathyrus tuberosus,Lathyrus,Lathyrus,Lathyrus
Lathyrus ochroleucus,5356371,Lathyrus ochroleucus,<i>Lathyrus</i> <i>ochroleucus</i> Hook.,SPECIES,Fabaceae,5386.0,Lathyrus,10356062.0,Lathyrus ochroleucus,5356371.0,99,EXACT,2,2,Lathyrus ochroleucus,Lathyrus,Lathyrus,Lathyrus
Lathyrus japonicus,5356714,Lathyrus japonicus,<i>Lathyrus</i> <i>japonicus</i> Willd.,SPECIES,Fabaceae,5386.0,Lathyrus,10356062.0,Lathyrus japonicus,5356714.0,100,EXACT,2,2,Lathyrus japonicus,Lathyrus,Lathyrus,Lathyrus
Amphicarpaea bracteata,2960161,Amphicarpaea bracteata,<i>Amphicarpaea</i> <i>bracteata</i> (L.) Fernald,SPECIES,Fabaceae,5386.0,Amphicarpaea,2960157.0,Amphicarpaea bracteata,2960161.0,99,EXACT,2,2,Amphicarpaea bracteata,Amphicarpaea,Amphicarpaea,Amphicarpaea
Phaseolus polystachios,5350430,Phaseolus polystachios,"<i>Phaseolus</i> <i>polystachios</i> (L.) Britton, Sterns & Poggenb.",SPECIES,Fabaceae,5386.0,Phaseolus,2947798.0,Phaseolus polystachios,5350430.0,100,EXACT,2,2,Phaseolus polystachios,Phaseolus,Phaseolus,Phaseolus
Strophostyles helvola,3912996,Strophostyles helvola,<i>Strophostyles</i> <i>helvola</i> (L.) Elliott,SPECIES,Fabaceae,5386.0,Strophostyles,2981480.0,Strophostyles helvola,3912996.0,100,EXACT,2,2,Strophostyles helvola,Strophostyles,Strophostyles,Strophostyles
Apios americana,2966796,Apios americana,<i>Apios</i> <i>americana</i> Medik.,SPECIES,Fabaceae,5386.0,Apios,2966790.0,Apios americana,2966796.0,100,EXACT,2,2,Apios americana,Apios,Apios,Apios
Vicia,2974751,Vicia,<i>Vicia</i> L.,GENUS,Fabaceae,5386.0,Vicia,2974751.0,,,80,HIGHERRANK,1,1,Vicia,Vicia,Vicia,Vicia
Vicia sativa,2975014,Vicia sativa,<i>Vicia</i> <i>sativa</i> L.,SPECIES,Fabaceae,5386.0,Vicia,2974751.0,Vicia sativa,2975014.0,99,EXACT,2,2,Vicia sativa,Vicia,Vicia,Vicia
Vicia caroliniana,2975000,Vicia caroliniana,<i>Vicia</i> <i>caroliniana</i> Walter,SPECIES,Fabaceae,5386.0,Vicia,2974751.0,Vicia caroliniana,2975000.0,100,EXACT,2,2,Vicia caroliniana,Vicia,Vicia,Vicia
Vicia americana,2975204,Vicia americana,<i>Vicia</i> <i>americana</i> Muhl. ex Willd.,SPECIES,Fabaceae,5386.0,Vicia,2974751.0,Vicia americana,2975204.0,99,EXACT,2,2,Vicia americana,Vicia,Vicia,Vicia
Vicia villosa,9182154,Vicia villosa,<i>Vicia</i> <i>villosa</i> Roth,SPECIES,Fabaceae,5386.0,Vicia,2974751.0,Vicia villosa,9182154.0,99,EXACT,2,2,Vicia villosa,Vicia,Vicia,Vicia
Vicia cracca,2975287,Vicia cracca,<i>Vicia</i> <i>cracca</i> L.,SPECIES,Fabaceae,5386.0,Vicia,2974751.0,Vicia cracca,2975287.0,99,EXACT,2,2,Vicia cracca,Vicia,Vicia,Vicia
Dioscorea polystachya,2754732,Dioscorea polystachya,<i>Dioscorea</i> <i>polystachya</i> Turcz.,SPECIES,Dioscoreaceae,7694.0,Dioscorea,2754367.0,Dioscorea polystachya,2754732.0,100,EXACT,2,2,Dioscorea polystachya,Dioscorea,Dioscorea,Dioscorea
Fallopia,2889418,Fallopia,<i>Fallopia</i> Adans.,GENUS,Polygonaceae,2416.0,Fallopia,2889418.0,,,95,HIGHERRANK,1,1,Fallopia,Fallopia,Fallopia,Fallopia
Ipomoea pandurata,2928514,Ipomoea pandurata,<i>Ipomoea</i> <i>pandurata</i> (L.) G.Mey.,SPECIES,Convolvulaceae,2389.0,Ipomoea,2928509.0,Ipomoea pandurata,2928514.0,99,EXACT,2,2,Ipomoea pandurata,Ipomoea,Ipomoea,Ipomoea
Cucurbita foetidissima,2874521,Cucurbita foetidissima,<i>Cucurbita</i> <i>foetidissima</i> Kunth,SPECIES,Cucurbitaceae,6634.0,Cucurbita,2874506.0,Cucurbita foetidissima,2874521.0,100,EXACT,2,2,Cucurbita foetidissima,Cucurbita,Cucurbita,Cucurbita
Cucurbita pepo,2874508,Cucurbita pepo,<i>Cucurbita</i> <i>pepo</i> L.,SPECIES,Cucurbitaceae,6634.0,Cucurbita,2874506.0,Cucurbita pepo,2874508.0,99,EXACT,2,2,Cucurbita pepo,Cucurbita,Cucurbita,Cucurbita
Humulus lupulus,2984535,Humulus lupulus,<i>Humulus</i> <i>lupulus</i> L.,SPECIES,Cannabaceae,2384.0,Humulus,2984534.0,Humulus lupulus,2984535.0,99,EXACT,2,2,Humulus lupulus,Humulus,Humulus,Humulus
Passiflora incarnata,2874218,Passiflora incarnata,<i>Passiflora</i> <i>incarnata</i> L.,SPECIES,Passifloraceae,2378.0,Passiflora,2874172.0,Passiflora incarnata,2874218.0,99,EXACT,2,2,Passiflora incarnata,Passiflora,Passiflora,Passiflora
Passiflora lutea,2874220,Passiflora lutea,<i>Passiflora</i> <i>lutea</i> L.,SPECIES,Passifloraceae,2378.0,Passiflora,2874172.0,Passiflora lutea,2874220.0,99,EXACT,2,2,Passiflora lutea,Passiflora,Passiflora,Passiflora
Trillium,2742182,Trillium,<i>Trillium</i> L.,GENUS,Melanthiaceae,7700.0,Trillium,2742182.0,,,80,HIGHERRANK,1,1,Trillium,Trillium,Trillium,Trillium
Lilium,2752977,Lilium,<i>Lilium</i> Tourn. ex L.,GENUS,Liliaceae,7699.0,Lilium,2752977.0,,,80,HIGHERRANK,1,1,Lilium,Lilium,Lilium,Lilium
Medeola virginiana,2750658,Medeola virginiana,<i>Medeola</i> <i>virginiana</i> L.,SPECIES,Liliaceae,7699.0,Medeola,2750657.0,Medeola virginiana,2750658.0,100,EXACT,2,2,Medeola virginiana,Medeola,Medeola,Medeola
Cornus canadensis,3082270,Cornus canadensis,<i>Cornus</i> <i>canadensis</i> L.,SPECIES,Cornaceae,6713.0,Cornus,3082226.0,Cornus canadensis,3082270.0,99,EXACT,2,2,Cornus canadensis,Cornus,Cornus,Cornus
Cornus suecicia,3082246,Cornus suecica,<i>Cornus</i> <i>suecica</i> L.,SPECIES,Cornaceae,6713.0,Cornus,3082226.0,Cornus suecica,3082246.0,96,VARIANT,2,2,Cornus suecica,Cornus,Cornus,Cornus
Sedum sarmentosum,5362004,Sedum sarmentosum,<i>Sedum</i> <i>sarmentosum</i> Bunge,SPECIES,Crassulaceae,2406.0,Sedum,5361975.0,Sedum sarmentosum,5362004.0,100,EXACT,2,2,Sedum sarmentosum,Sedum,Sedum,Sedum
Sedum ternatum,5362037,Sedum ternatum,<i>Sedum</i> <i>ternatum</i> Michx.,SPECIES,Crassulaceae,2406.0,Sedum,5361975.0,Sedum ternatum,5362037.0,100,EXACT,2,2,Sedum ternatum,Sedum,Sedum,Sedum
Gallium aparine,2913548,Galium aparine,<i>Galium</i> <i>aparine</i> L.,SPECIES,Rubiaceae,8798.0,Galium,2913027.0,Galium aparine,2913548.0,89,VARIANT,2,2,Galium aparine,Gallium,Galium,Galium
Panax trifolius,5372277,Panax trifolius,<i>Panax</i> <i>trifolius</i> L.,SPECIES,Araliaceae,8800.0,Panax,3037591.0,Panax trifolius,5372277.0,100,EXACT,2,2,Panax trifolius,Panax,Panax,Panax
Panax quinquefolia,5372246,Panax quinquefolius,<i>Panax</i> <i>quinquefolius</i> L.,SPECIES,Araliaceae,8800.0,Panax,3037591.0,Panax quinquefolius,5372246.0,97,VARIANT,2,2,Panax quinquefolius,Panax,Panax,Panax
Calamintia arkansana,5341435,Calamintha arkansana,<i>Calamintha</i> <i>arkansana</i> (Nutt.) Shinners,SPECIES,Lamiaceae,2497.0,Clinopodium,2926907.0,Clinopodium arkansanum,2926930.0,88,VARIANT,2,2,Calamintha arkansana,Calamintia,Calamintha,Calamintha
Pycnanthemum,2927338,Pycnanthemum,<i>Pycnanthemum</i> Michx.,GENUS,Lamiaceae,2497.0,Pycnanthemum,2927338.0,,,95,HIGHERRANK,1,1,Pycnanthemum,Pycnanthemum,Pycnanthemum,Pycnanthemum
Pycnanthemum verticillatum,2927363,Pycnanthemum verticillatum,<i>Pycnanthemum</i> <i>verticillatum</i> (Michx.) Pers.,SPECIES,Lamiaceae,2497.0,Pycnanthemum,2927338.0,Pycnanthemum verticillatum,2927363.0,99,EXACT,2,2,Pycnanthemum verticillatum,Pycnanthemum,Pycnanthemum,Pycnanthemum
Hedeoma pulegioides,2926704,Hedeoma pulegioides,<i>Hedeoma</i> <i>pulegioides</i> (L.) Pers.,SPECIES,Lamiaceae,2497.0,Hedeoma,2926689.0,Hedeoma pulegioides,2926704.0,100,EXACT,2,2,Hedeoma pulegioides,Hedeoma,Hedeoma,Hedeoma
Satureja vulgaris,2926907,Clinopodium,<i>Clinopodium</i> L.,GENUS,Lamiaceae,2497.0,Clinopodium,2926907.0,,,99,HIGHERRANK,2,1,Clinopodium,Satureja,Clinopodium,Clinopodium
Origanum vulgare,2926612,Origanum vulgare,<i>Origanum</i> <i>vulgare</i> L.,SPECIES,Lamiaceae,2497.0,Origanum,2926611.0,Origanum vulgare,2926612.0,99,EXACT,2,2,Origanum vulgare,Origanum,Origanum,Origanum
Cunila origanoides,5341316,Cunila origanoides,<i>Cunila</i> <i>origanoides</i> (L.) Britton,SPECIES,Lamiaceae,2497.0,Cunila,8399344.0,Cunila origanoides,5341316.0,100,EXACT,2,2,Cunila origanoides,Cunila,Cunila,Cunila
Agastache foeniculum,2926406,Agastache foeniculum,<i>Agastache</i> <i>foeniculum</i> (Pursh) Kuntze,SPECIES,Lamiaceae,2497.0,Agastache,2926389.0,Agastache foeniculum,2926406.0,100,EXACT,2,2,Agastache foeniculum,Agastache,Agastache,Agastache
Marrubium horehound,2927068,Marrubium,<i>Marrubium</i> L.,GENUS,Lamiaceae,2497.0,Marrubium,2927068.0,,,96,HIGHERRANK,2,1,Marrubium,Marrubium,Marrubium,Marrubium
Nepeta cataria,5341499,Nepeta cataria,<i>Nepeta</i> <i>cataria</i> L.,SPECIES,Lamiaceae,2497.0,Nepeta,2927325.0,Nepeta cataria,5341499.0,100,EXACT,2,2,Nepeta cataria,Nepeta,Nepeta,Nepeta
Perilla frutescens,5341394,Perilla frutescens,<i>Perilla</i> <i>frutescens</i> (L.) Britton,SPECIES,Lamiaceae,2497.0,Perilla,2926832.0,Perilla frutescens,5341394.0,99,EXACT,2,2,Perilla frutescens,Perilla,Perilla,Perilla
Mentha,2927173,Mentha,<i>Mentha</i> L.,GENUS,Lamiaceae,2497.0,Mentha,2927173.0,,,80,HIGHERRANK,1,1,Mentha,Mentha,Mentha,Mentha
Mentha arvensis,2927192,Mentha arvensis,<i>Mentha</i> <i>arvensis</i> L.,SPECIES,Lamiaceae,2497.0,Mentha,2927173.0,Mentha arvensis,2927192.0,100,EXACT,2,2,Mentha arvensis,Mentha,Mentha,Mentha
Mentha spicata,2927175,Mentha spicata,<i>Mentha</i> <i>spicata</i> L.,SPECIES,Lamiaceae,2497.0,Mentha,2927173.0,Mentha spicata,2927175.0,99,EXACT,2,2,Mentha spicata,Mentha,Mentha,Mentha
Mentha piperata,3897162,Mentha piperata,"<i>Mentha</i> <i>piperata</i> Stokes, 1812",SPECIES,Lamiaceae,2497.0,Mentha,2927173.0,Mentha piperata,3897162.0,99,EXACT,2,2,Mentha piperata,Mentha,Mentha,Mentha
Blephilia hirsuta,2926501,Blephilia hirsuta,<i>Blephilia</i> <i>hirsuta</i> (Pursh) Benth.,SPECIES,Lamiaceae,2497.0,Blephilia,2926500.0,Blephilia hirsuta,2926501.0,100,EXACT,2,2,Blephilia hirsuta,Blephilia,Blephilia,Blephilia
Glechoma hederacea,2926557,Glechoma hederacea,<i>Glechoma</i> <i>hederacea</i> L.,SPECIES,Lamiaceae,2497.0,Glechoma,2926556.0,Glechoma hederacea,2926557.0,100,EXACT,2,2,Glechoma hederacea,Glechoma,Glechoma,Glechoma
Monarda,2926838,Monarda,<i>Monarda</i> L.,GENUS,Lamiaceae,2497.0,Monarda,2926838.0,,,80,HIGHERRANK,1,1,Monarda,Monarda,Monarda,Monarda
Monarda didyma,5341407,Monarda didyma,<i>Monarda</i> <i>didyma</i> L.,SPECIES,Lamiaceae,2497.0,Monarda,2926838.0,Monarda didyma,5341407.0,100,EXACT,2,2,Monarda didyma,Monarda,Monarda,Monarda
Lamium purpureum,2926682,Lamium purpureum,<i>Lamium</i> <i>purpureum</i> L.,SPECIES,Lamiaceae,2497.0,Lamium,2926678.0,Lamium purpureum,2926682.0,100,EXACT,2,2,Lamium purpureum,Lamium,Lamium,Lamium
Lamium amplexicaule,2926679,Lamium amplexicaule,<i>Lamium</i> <i>amplexicaule</i> L.,SPECIES,Lamiaceae,2497.0,Lamium,2926678.0,Lamium amplexicaule,2926679.0,100,EXACT,2,2,Lamium amplexicaule,Lamium,Lamium,Lamium
Stachys floridana,2927237,Stachys floridana,<i>Stachys</i> <i>floridana</i> Shuttlew. ex Benth.,SPECIES,Lamiaceae,2497.0,Stachys,2927228.0,Stachys floridana,2927237.0,99,EXACT,2,2,Stachys floridana,Stachys,Stachys,Stachys
Stachys palustris,2927245,Stachys palustris,<i>Stachys</i> <i>palustris</i> L.,SPECIES,Lamiaceae,2497.0,Stachys,2927228.0,Stachys palustris,2927245.0,99,EXACT,2,2,Stachys palustris,Stachys,Stachys,Stachys
Galeopsis tetrahit,5341300,Galeopsis tetrahit,<i>Galeopsis</i> <i>tetrahit</i> L.,SPECIES,Lamiaceae,2497.0,Galeopsis,8423109.0,Galeopsis tetrahit,5341300.0,100,EXACT,2,2,Galeopsis tetrahit,Galeopsis,Galeopsis,Galeopsis
Lycopus,2927122,Lycopus,<i>Lycopus</i> L.,GENUS,Lamiaceae,2497.0,Lycopus,2927122.0,,,80,HIGHERRANK,1,1,Lycopus,Lycopus,Lycopus,Lycopus
Urtica dioica,7960979,Urtica dioica,<i>Urtica</i> <i>dioica</i> L.,SPECIES,Urticaceae,6639.0,Urtica,2984391.0,Urtica dioica,7960979.0,99,EXACT,2,2,Urtica dioica,Urtica,Urtica,Urtica
Urtica chamaedryoides,5361812,Urtica chamaedryoides,<i>Urtica</i> <i>chamaedryoides</i> Pursh,SPECIES,Urticaceae,6639.0,Urtica,2984391.0,Urtica chamaedryoides,5361812.0,100,EXACT,2,2,Urtica chamaedryoides,Urtica,Urtica,Urtica
Urtica urens,5361815,Urtica urens,<i>Urtica</i> <i>urens</i> L.,SPECIES,Urticaceae,6639.0,Urtica,2984391.0,Urtica urens,5361815.0,99,EXACT,2,2,Urtica urens,Urtica,Urtica,Urtica
Rhexia virginica,6370198,Rhexia virginica,<i>Rhexia</i> <i>virginica</i> L.,SPECIES,Melastomataceae,6683.0,Rhexia,7793133.0,Rhexia virginica,6370198.0,100,EXACT,2,2,Rhexia virginica,Rhexia,Rhexia,Rhexia
Hypericum ascryon,3189479,Hypericum ascyron,<i>Hypericum</i> <i>ascyron</i> L.,SPECIES,Hypericaceae,4900406.0,Hypericum,3189452.0,Hypericum ascyron,3189479.0,95,VARIANT,2,2,Hypericum ascyron,Hypericum,Hypericum,Hypericum
Lythrum salicaria,3188736,Lythrum salicaria,<i>Lythrum</i> <i>salicaria</i> L.,SPECIES,Lythraceae,6684.0,Lythrum,3188731.0,Lythrum salicaria,3188736.0,100,EXACT,2,2,Lythrum salicaria,Lythrum,Lythrum,Lythrum
Stellaria graminea,5384616,Stellaria graminea,<i>Stellaria</i> <i>graminea</i> L.,SPECIES,Caryophyllaceae,2518.0,Stellaria,3085667.0,Stellaria graminea,5384616.0,99,EXACT,2,2,Stellaria graminea,Stellaria,Stellaria,Stellaria
Bidens alba,5391861,Bidens alba,<i>Bidens</i> <i>alba</i> (L.) DC.,SPECIES,Asteraceae,3065.0,Bidens,3105856.0,Bidens alba,5391861.0,100,EXACT,2,2,Bidens alba,Bidens,Bidens,Bidens
Bidens bipinnata,5389402,Bidens bipinnata,<i>Bidens</i> <i>bipinnata</i> L.,SPECIES,Asteraceae,3065.0,Bidens,3105856.0,Bidens bipinnata,5389402.0,99,EXACT,2,2,Bidens bipinnata,Bidens,Bidens,Bidens
Honckenya peploides,3085776,Honckenya peploides,<i>Honckenya</i> <i>peploides</i> (L.) Ehrh.,SPECIES,Caryophyllaceae,2518.0,Honckenya,3085775.0,Honckenya peploides,3085776.0,100,EXACT,2,2,Honckenya peploides,Honckenya,Honckenya,Honckenya
Sesuvium portulacastrum,3084883,Sesuvium portulacastrum,<i>Sesuvium</i> <i>portulacastrum</i> (L.) L.,SPECIES,Aizoaceae,6752.0,Sesuvium,3084879.0,Sesuvium portulacastrum,3084883.0,100,EXACT,2,2,Sesuvium portulacastrum,Sesuvium,Sesuvium,Sesuvium
Sesuvium verrucosum,3084886,Sesuvium verrucosum,<i>Sesuvium</i> <i>verrucosum</i> Raf.,SPECIES,Aizoaceae,6752.0,Sesuvium,3084879.0,Sesuvium revolutifolium,7849556.0,100,EXACT,2,2,Sesuvium verrucosum,Sesuvium,Sesuvium,Sesuvium
Stellaria,11500071,Stellaria,"<i>Stellaria</i> sp. (Linnaeus, 1753) Vill.",SPECIES,Caryophyllaceae,2518.0,Stellaria,3085667.0,Stellaria,11500071.0,98,HIGHERRANK,1,1,Stellaria,Stellaria,Stellaria,Stellaria
Stellaria media,5384604,Stellaria media,<i>Stellaria</i> <i>media</i> (L.) Vill.,SPECIES,Caryophyllaceae,2518.0,Stellaria,3085667.0,Stellaria media,5384604.0,99,EXACT,2,2,Stellaria media,Stellaria,Stellaria,Stellaria
Stellaria pubera,5384664,Stellaria pubera,<i>Stellaria</i> <i>pubera</i> Michx.,SPECIES,Caryophyllaceae,2518.0,Stellaria,3085667.0,Stellaria pubera,5384664.0,100,EXACT,2,2,Stellaria pubera,Stellaria,Stellaria,Stellaria
Stellaria aqatica,3085667,Stellaria,<i>Stellaria</i> L.,GENUS,Caryophyllaceae,2518.0,Stellaria,3085667.0,,,95,HIGHERRANK,2,1,Stellaria,Stellaria,Stellaria,Stellaria
Cerastium fontanum,3085458,Cerastium fontanum,<i>Cerastium</i> <i>fontanum</i> Baumg.,SPECIES,Caryophyllaceae,2518.0,Cerastium,2873815.0,Cerastium fontanum,3085458.0,100,EXACT,2,2,Cerastium fontanum,Cerastium,Cerastium,Cerastium
Drymaria cordata,5384509,Drymaria cordata,<i>Drymaria</i> <i>cordata</i> (L.) Willd. ex Schult.,SPECIES,Caryophyllaceae,2518.0,Drymaria,3085329.0,Drymaria cordata,5384509.0,99,EXACT,2,2,Drymaria cordata,Drymaria,Drymaria,Drymaria
Proboscidea louisiana,5415102,Proboscidea louisiana,<i>Proboscidea</i> <i>louisiana</i> (Mill.) Wooton & Standl.,SPECIES,Martyniaceae,3233525.0,Proboscidea,2627559.0,Proboscidea louisianica,5415100.0,99,EXACT,2,2,Proboscidea louisiana,Proboscidea,Proboscidea,Proboscidea
Phlox divaricata,2927730,Phlox divaricata,<i>Phlox</i> <i>divaricata</i> L.,SPECIES,Polemoniaceae,6648.0,Phlox,2927698.0,Phlox divaricata,2927730.0,99,EXACT,2,2,Phlox divaricata,Phlox,Phlox,Phlox
Phlox pilosa,2927734,Phlox pilosa,<i>Phlox</i> <i>pilosa</i> L.,SPECIES,Polemoniaceae,6648.0,Phlox,2927698.0,Phlox pilosa,2927734.0,99,EXACT,2,2,Phlox pilosa,Phlox,Phlox,Phlox
Asclapias syriaca,3170247,Asclepias syriaca,<i>Asclepias</i> <i>syriaca</i> L.,SPECIES,Apocynaceae,6701.0,Asclepias,3170229.0,Asclepias syriaca,3170247.0,86,VARIANT,2,2,Asclepias syriaca,Asclapias,Asclepias,Asclepias
