searchedName,canonicalName,scientificName,rank,usageKey,match_confidence,matchType
 Uvularia grandiflorum,Uvularia grandiflora,Uvularia grandiflora Sm.,SPECIES,2740310,98,FUZZY
 Mugwort vulgaris,Plantae,Plantae,KINGDOM,6,99,HIGHERRANK
 Maianthemum racemosum,Maianthemum racemosum,Maianthemum racemosum (L.) Link,SPECIES,2769457,100,EXACT
 Modiola caroliniana,Modiola caroliniana,Modiola caroliniana (L.) G.Don,SPECIES,8338793,99,EXACT
 Kosteletzkya pentaca,Kosteletzkya,Kosteletzkya J.Presl,GENUS,10681930,95,HIGHERRANK
 Laportea canadensis,Laportea canadensis,Laportea canadensis (L.) Wedd.,SPECIES,2984463,99,EXACT
 Solidago canadensis,Solidago canadensis,Solidago canadensis L.,SPECIES,5389029,100,EXACT
 Cycloloma atriplicifolium,Cycloloma atriplicifolium,Cycloloma atriplicifolium (Spreng.) J.M.Coult.,SPECIES,3083565,100,EXACT
 Chenopodium hybridum,Chenopodium hybridum,Chenopodium hybridum L.,SPECIES,3083901,99,EXACT
 Campanula divaricata,Campanula divaricata,Campanula divaricata Michx.,SPECIES,5410780,100,EXACT
 Castilleja sessiflora,Castilleja sessiliflora,Castilleja sessiliflora Pursh,SPECIES,3170616,95,FUZZY
 Hibiscus trionum,Hibiscus trionum,Hibiscus trionum L.,SPECIES,3152560,100,EXACT
 Cnidoscolus stimulosus,Cnidoscolus stimulosus,Cnidoscolus stimulosus (Michx.) Engelm. & A.Gray,SPECIES,3073687,100,EXACT
 Hibiscus coccineus,Hibiscus coccineus,Hibiscus coccineus (Medik.) Walter,SPECIES,3152566,100,EXACT
 Floerkia proserpinacoides,Floerkea proserpinacoides,Floerkea proserpinacoides Willd.,SPECIES,5334521,89,FUZZY
 Hibiscus moscheutos,Hibiscus moscheutos,Hibiscus moscheutos L.,SPECIES,3152596,100,EXACT
 Melilotus albus,Melilotus albus,Melilotus albus Medik.,SPECIES,2971095,99,EXACT
 Malvaviscus arboreus,Malvaviscus arboreus,Malvaviscus arboreus Cav.,SPECIES,3152775,100,EXACT
 Hedysarum alpinum,Hedysarum alpinum,Hedysarum alpinum L.,SPECIES,2949263,99,EXACT
 Cakile edentula,Cakile edentula,Cakile edentula (Bigelow) Hook.,SPECIES,3048882,99,EXACT
 Chenopodium ambrosioides,Amaranthaceae,Amaranthaceae,FAMILY,3064,99,HIGHERRANK
 Aralia altea,Aralia,Aralia L.,GENUS,3036858,96,HIGHERRANK
 Oenothera speciosa,Oenothera speciosa,Oenothera speciosa Nutt.,SPECIES,3188859,100,EXACT
 Erechtites hieracifolia,Erechtites hieracifolia,Erechtites hieracifolia (L.) Raf.,SPECIES,7852981,99,EXACT
Oxalis,Oxalis,Oxalis L.,GENUS,2891642,80,EXACT
 Zamia floridana,Zamia floridana,Zamia floridana A.DC.,SPECIES,5284056,100,EXACT
 Matteucia struthiopteris,Matteuccia struthiopteris,Matteuccia struthiopteris (L.) Tod.,SPECIES,2650999,89,FUZZY
 Desmodium glutinosum,Desmodium glutinosum,Desmodium glutinosum (Muhl. ex Willd.) Alph.Wood,SPECIES,2967416,99,EXACT
 Sabal palmetto,Sabal palmetto,Sabal palmetto (Walter) Lodd. ex Schult. & Schult.f.,SPECIES,4925538,99,EXACT
 Astragalus crassicarpus,Astragalus crassicarpus,Astragalus crassicarpus Nutt.,SPECIES,5343637,99,EXACT
Opuntia cactaceae,Opuntia,Opuntia Mill.,GENUS,3084187,96,HIGHERRANK
 Cannabis sativa,Cannabis sativa,Cannabis sativa L.,SPECIES,5361880,100,EXACT
 Pediomelum cuspidatum,Pediomelum cuspidatum,Pediomelum cuspidatum (Pursh) Rydb.,SPECIES,2944165,100,EXACT
 Aralia hispida,Aralia hispida,Aralia hispida Vent.,SPECIES,3037033,99,EXACT
Persea borbonia,Persea borbonia,Persea borbonia (L.) Spreng.,SPECIES,3034048,99,EXACT
Persea palustris,Persea palustris,Persea palustris (Raf.) Sarg.,SPECIES,3034052,100,EXACT
Prunus pumila,Prunus pumila,Prunus pumila L.,SPECIES,3021605,99,EXACT
Prunus susquehanae,Prunus susquehanae,Prunus susquehanae Willd.,SPECIES,3853672,100,EXACT
Tragopogon  dubius,Tragopogon dubius,Tragopogon dubius Scop.,SPECIES,6443709,99,EXACT
Tragopogon  pratensis,Tragopogon pratensis,Tragopogon pratensis L.,SPECIES,5386897,100,EXACT
Yucca glauca,Yucca glauca,Yucca glauca Nutt.,SPECIES,2775497,99,EXACT
Yucca arkansana,Yucca arkansana,Yucca arkansana Trel.,SPECIES,2775587,100,EXACT
Trillium grandiflorum,Trillium grandiflorum,Trillium grandiflorum (Michx.) Salisb.,SPECIES,2742283,100,EXACT
Trillium recurvatum,Trillium recurvatum,Trillium recurvatum L.C.Beck,SPECIES,2742260,100,EXACT
Pycnanthemum muticum,Pycnanthemum muticum,Pycnanthemum muticum (Michx.) Pers.,SPECIES,2927374,100,EXACT
Pycnanthemum incanum,Pycnanthemum incanum,Pycnanthemum incanum (L.) Michx.,SPECIES,2927354,100,EXACT
Persicaria amphibia,Persicaria amphibia,Persicaria amphibia (L.) Gray,SPECIES,6391648,99,EXACT
Persicaria coccinea,Persicaria coccinea,Persicaria coccinea (Muhl. ex Willd.) Greene,SPECIES,6391528,100,EXACT
Physalis angulata,Physalis angulata,Physalis angulata L.,SPECIES,5341792,99,EXACT
Physalis virginiana,Physalis virginiana,Physalis virginiana Mill.,SPECIES,5341786,100,EXACT
